Username,Condition.Description,Stimuli.Cue,Procedure.Trial.Type,affordance_parsed,word,lemma,POS,Source
000719536rln,Version 32,powerboat,BOI,operate,operate,operate,VERB,USA
000719536rln,Version 32,powerboat,BOI,ski,ski,ski,VERB,USA
000719536rln,Version 32,stretcher,BOI,carry patient,carry,carry,VERB,USA
000719536rln,Version 32,stretcher,BOI,carry patient,patient,patient,NOUN,USA
000719536rln,Version 32,stretcher,BOI,hospital use,hospital,hospital,NOUN,USA
000719536rln,Version 32,stretcher,BOI,hospital use,use,use,VERB,USA
000719536rln,Version 32,stretcher,BOI,transport,transport,transport,VERB,USA
000719536rln,Version 32,stairwell,BOI,climb up,climb,climb,VERB,USA
000719536rln,Version 32,stairwell,BOI,climb down,climb,climb,VERB,USA
000719536rln,Version 32,stairwell,BOI,move between floors,move,move,VERB,USA
000719536rln,Version 32,stairwell,BOI,move between floors,floors,floor,NOUN,USA
000719536rln,Version 32,costume,BOI,dress up,dress,dress,NOUN,USA
000719536rln,Version 32,costume,BOI,pretend,pretend,pretend,VERB,USA
000719536rln,Version 32,costume,BOI,fun,fun,fun,NOUN,USA
000719536rln,Version 32,costume,BOI,party,party,party,NOUN,USA
000719536rln,Version 32,dessert,BOI,eat,eat,eat,VERB,USA
000719536rln,Version 32,dessert,BOI,create,create,create,VERB,USA
000719536rln,Version 32,dessert,BOI,make,make,make,VERB,USA
000719536rln,Version 32,dessert,BOI,sale,sale,sale,NOUN,USA
000719536rln,Version 32,dessert,BOI,buy,buy,buy,VERB,USA
000719536rln,Version 32,sidewalk,BOI,use,use,use,VERB,USA
000719536rln,Version 32,sidewalk,BOI,destroy,destroy,destroy,VERB,USA
000719536rln,Version 32,sidewalk,BOI,walk on,walk,walk,VERB,USA
00722362Mbh,Version 86,navel,BOI,eat,eat,eat,VERB,USA
00722362Mbh,Version 86,navel,BOI,tickle,tickle,tickle,VERB,USA
00722362Mbh,Version 86,wax,BOI,make candles,make,make,VERB,USA
00722362Mbh,Version 86,wax,BOI,make candles,candles,candle,NOUN,USA
00722362Mbh,Version 86,wax,BOI,remove hair,remove,remove,VERB,USA
00722362Mbh,Version 86,wax,BOI,remove hair,hair,hair,NOUN,USA
00722362Mbh,Version 86,wax,BOI,polish things ,polish,polish,VERB,USA
00722362Mbh,Version 86,wax,BOI,polish things ,things,thing,NOUN,USA
00722362Mbh,Version 86,taxpayer,BOI,get money,get,get,VERB,USA
00722362Mbh,Version 86,taxpayer,BOI,get money,money,money,NOUN,USA
00722362Mbh,Version 86,taxpayer,BOI,help communities,help,help,VERB,USA
00722362Mbh,Version 86,taxpayer,BOI,help communities,communities,community,NOUN,USA
00722362Mbh,Version 86,assassin,BOI,kill people,kill,kill,VERB,USA
00722362Mbh,Version 86,assassin,BOI,kill people,people,people,NOUN,USA
00722362Mbh,Version 86,assassin,BOI,gain information,gain,gain,VERB,USA
00722362Mbh,Version 86,assassin,BOI,gain information,information,inform,VERB,USA
00722362Mbh,Version 86,cryptographer,BOI,keep information safe,keep,keep,VERB,USA
00722362Mbh,Version 86,cryptographer,BOI,keep information safe,information,inform,VERB,USA
00722362Mbh,Version 86,cryptographer,BOI,keep information safe,safe,safe,ADJ,USA
00722362Mbh,Version 86,chip,BOI,eat,eat,eat,VERB,USA
00722362Mbh,Version 86,chip,BOI,make noise,make,make,VERB,USA
00722362Mbh,Version 86,chip,BOI,make noise,noise,noise,NOUN,USA
00722362Mbh,Version 86,gravestone,BOI,remember people,remember,remember,VERB,USA
00722362Mbh,Version 86,gravestone,BOI,remember people,people,people,NOUN,USA
00722362Mbh,Version 86,gravestone,BOI,sit on,sit,sit,VERB,USA
00722362Mbh,Version 86,gravestone,BOI,decorate,decorate,decorate,VERB,USA
00722362Mbh,Version 86,gravestone,BOI,mourn,mourn,mourn,VERB,USA
00722362Mbh,Version 86,sapling,BOI,grow fruits,grow,grow,VERB,USA
00722362Mbh,Version 86,sapling,BOI,grow fruits,fruits,fruit,NOUN,USA
00722362Mbh,Version 86,sapling,BOI,grow trees,grow,grow,VERB,USA
00722362Mbh,Version 86,sapling,BOI,grow trees,trees,tree,NOUN,USA
00722362Mbh,Version 86,sapling,BOI,feed animals,feed,feed,NOUN,USA
00722362Mbh,Version 86,sapling,BOI,feed animals,animals,animal,NOUN,USA
00722362Mbh,Version 86,snowman,BOI,make memories,make,make,VERB,USA
00722362Mbh,Version 86,snowman,BOI,make memories,memories,memory,NOUN,USA
00722362Mbh,Version 86,snowman,BOI,decorate,decorate,decorate,VERB,USA
00722362Mbh,Version 86,glitter,BOI,arts and crafts,arts,arts,NOUN,USA
00722362Mbh,Version 86,glitter,BOI,arts and crafts,crafts,craft,NOUN,USA
00722362Mbh,Version 86,glitter,BOI,make a mess,make,make,VERB,USA
00722362Mbh,Version 86,glitter,BOI,make a mess,mess,mess,VERB,USA
00722362Mbh,Version 86,glitter,BOI,eat (edible),eat,eat,VERB,USA
00722362Mbh,Version 86,glitter,BOI,eat (edible),edible,eat,VERB,USA
00722362Mbh,Version 86,glitter,BOI,decorate,decorate,decorate,VERB,USA
00722362Mbh,Version 86,periscope,BOI,see,see,see,VERB,USA
00722362Mbh,Version 86,tapioca,BOI,drink,drink,drink,VERB,USA
00722362Mbh,Version 86,tapioca,BOI,eat,eat,eat,VERB,USA
00722362Mbh,Version 86,soldier,BOI,fight,fight,fight,VERB,USA
00722362Mbh,Version 86,soldier,BOI,love,love,love,VERB,USA
00722362Mbh,Version 86,soldier,BOI,support,support,support,VERB,USA
00722362Mbh,Version 86,plaything,BOI,play,play,play,VERB,USA
00722362Mbh,Version 86,plaything,BOI,entertainment,entertainment,entertain,VERB,USA
00722362Mbh,Version 86,alcohol,BOI,fun,fun,fun,NOUN,USA
00722362Mbh,Version 86,alcohol,BOI,let loose,let,let,VERB,USA
00722362Mbh,Version 86,alcohol,BOI,let loose,loose,loose,ADV,USA
00722362Mbh,Version 86,alcohol,BOI,forget,forget,forget,VERB,USA
00722362Mbh,Version 86,wrench,BOI,fix things,fix,fix,VERB,USA
00722362Mbh,Version 86,wrench,BOI,fix things,things,thing,NOUN,USA
00722362Mbh,Version 86,rainfall,BOI,water supply,water,water,NOUN,USA
00722362Mbh,Version 86,rainfall,BOI,water supply,supply,supply,NOUN,USA
00722362Mbh,Version 86,rainfall,BOI,fill things,fill,fill,VERB,USA
00722362Mbh,Version 86,rainfall,BOI,fill things,things,thing,NOUN,USA
00722362Mbh,Version 86,rainfall,BOI,help animals,help,help,VERB,USA
00722362Mbh,Version 86,rainfall,BOI,help animals,animals,animal,NOUN,USA
00722362Mbh,Version 86,rainfall,BOI,help gardens,help,help,VERB,USA
00722362Mbh,Version 86,rainfall,BOI,help gardens,gardens,garden,NOUN,USA
00722362Mbh,Version 86,rainfall,BOI,put out natural fires,put,put,VERB,USA
00722362Mbh,Version 86,rainfall,BOI,put out natural fires,natural,natural,ADJ,USA
00722362Mbh,Version 86,rainfall,BOI,put out natural fires,fires,fire,NOUN,USA
00722362Mbh,Version 86,pug,BOI,cuddle,cuddle,cuddle,VERB,USA
00722362Mbh,Version 86,pug,BOI,love,love,love,VERB,USA
00722362Mbh,Version 86,pug,BOI,entertainment,entertainment,entertain,VERB,USA
00722362Mbh,Version 86,searchlight,BOI,see,see,see,VERB,USA
00722362Mbh,Version 86,searchlight,BOI,save people,save,save,VERB,USA
00722362Mbh,Version 86,searchlight,BOI,save people,people,people,NOUN,USA
00722362Mbh,Version 86,barn,BOI,hold animals,hold,hold,VERB,USA
00722362Mbh,Version 86,barn,BOI,hold animals,animals,animal,NOUN,USA
00722362Mbh,Version 86,barn,BOI,hold feed,hold,hold,VERB,USA
00722362Mbh,Version 86,barn,BOI,hold feed,feed,feed,NOUN,USA
00722362Mbh,Version 86,barn,BOI,keep things dry,keep,keep,VERB,USA
00722362Mbh,Version 86,barn,BOI,keep things dry,things,thing,NOUN,USA
00722362Mbh,Version 86,barn,BOI,keep things dry,dry,dry,VERB,USA
00722362Mbh,Version 86,barn,BOI,storage,storage,store,VERB,USA
00722362Mbh,Version 86,toastmaster,BOI,entertainment,entertainment,entertain,VERB,USA
00722362Mbh,Version 86,tumbler,BOI,drink out of,drink,drink,VERB,USA
00722362Mbh,Version 86,tumbler,BOI,keep liquid warm,keep,keep,VERB,USA
00722362Mbh,Version 86,tumbler,BOI,keep liquid warm,liquid,liquid,AUX,USA
00722362Mbh,Version 86,tumbler,BOI,keep liquid warm,warm,warm,VERB,USA
00722362Mbh,Version 86,tumbler,BOI,keep liquid cold,keep,keep,VERB,USA
00722362Mbh,Version 86,tumbler,BOI,keep liquid cold,liquid,liquid,AUX,USA
00722362Mbh,Version 86,tumbler,BOI,keep liquid cold,cold,cold,VERB,USA
00722362Mbh,Version 86,forearm,BOI,move,move,move,VERB,USA
00722362Mbh,Version 86,forearm,BOI,pull,pull,pull,VERB,USA
00722362Mbh,Version 86,forearm,BOI,push,push,push,VERB,USA
00722362Mbh,Version 86,forearm,BOI,support,support,support,VERB,USA
00722362Mbh,Version 86,gumbo,BOI,eat,eat,eat,VERB,USA
00722362Mbh,Version 86,gumbo,BOI,gather family,gather,gather,VERB,USA
00722362Mbh,Version 86,gumbo,BOI,gather family,family,family,NOUN,USA
00722362Mbh,Version 86,gumbo,BOI,have leftovers,leftovers,leftover,NOUN,USA
00722362Mbh,Version 86,fillet,BOI,eat,eat,eat,VERB,USA
00722362Mbh,Version 86,fillet,BOI,use as bait,use,use,VERB,USA
00722362Mbh,Version 86,fillet,BOI,use as bait,bait,bait,NOUN,USA
00722362Mbh,Version 86,fillet,BOI,cook,cook,cake,VERB,USA
00722362Mbh,Version 86,football,BOI,entertainment,entertainment,entertain,VERB,USA
00722362Mbh,Version 86,football,BOI,stress relief,relief,stree relief,VERB,USA
00722362Mbh,Version 86,football,BOI,gather family,gather,gather,VERB,USA
00722362Mbh,Version 86,football,BOI,gather family,family,family,NOUN,USA
00722362Mbh,Version 86,football,BOI,kick,kick,kick,VERB,USA
00722362Mbh,Version 86,football,BOI,throw,throw,throw,VERB,USA
00722362Mbh,Version 86,dove,BOI,represent peace,represent,represent,VERB,USA
00722362Mbh,Version 86,dove,BOI,represent peace,peace,peace,NOUN,USA
00722362Mbh,Version 86,dove,BOI,hold,hold,hold,VERB,USA
00722362Mbh,Version 86,dove,BOI,entertainment,entertainment,entertain,VERB,USA
00722362Mbh,Version 86,crate,BOI,hold milk,hold,hold,VERB,USA
00722362Mbh,Version 86,crate,BOI,hold milk,milk,milk,NOUN,USA
00722362Mbh,Version 86,crate,BOI,hold animals,hold,hold,VERB,USA
00722362Mbh,Version 86,crate,BOI,hold animals,animals,animal,NOUN,USA
00722362Mbh,Version 86,crate,BOI,walk on,walk,walk,VERB,USA
00722362Mbh,Version 86,riverboat,BOI,jump off of,jump,jump,VERB,USA
00722362Mbh,Version 86,riverboat,BOI,fish off of,fish,fish,NOUN,USA
00722362Mbh,Version 86,riverboat,BOI,entertainment,entertainment,entertain,VERB,USA
00722362Mbh,Version 86,boutique,BOI,get clothes,get,get,VERB,USA
00722362Mbh,Version 86,boutique,BOI,get clothes,clothes,clothes,NOUN,USA
00722362Mbh,Version 86,boutique,BOI,get shoes,get,get,VERB,USA
00722362Mbh,Version 86,boutique,BOI,get shoes,shoes,shoe,VERB,USA
00722362Mbh,Version 86,boutique,BOI,get makeup,get,get,VERB,USA
00722362Mbh,Version 86,boutique,BOI,get makeup,makeup,makeup,NOUN,USA
00722362Mbh,Version 86,boutique,BOI,get jewelry,get,get,VERB,USA
00722362Mbh,Version 86,boutique,BOI,get jewelry,jewelry,jewelry,NOUN,USA
00722362Mbh,Version 86,boutique,BOI,buy gifts ,buy,buy,VERB,USA
00722362Mbh,Version 86,boutique,BOI,buy gifts ,gifts,gift,NOUN,USA
DDB,Version 43,puke,BOI,barf,barf,barf,NOUN,USA
DDB,Version 43,bunkhouse,BOI,bunker,bunker,bunker,NOUN,USA
DDB,Version 43,waiter,BOI,serve,serve,serve,VERB,USA
DDB,Version 43,marijuana,BOI,smoke,smoke,smoke,VERB,USA
DDB,Version 43,maid,BOI,setve,serve,serve,VERB,USA
DDB,Version 43,holster,BOI,gun,gun,gun,NOUN,USA
DDB,Version 43,environment,BOI,living,living,live,VERB,USA
DDB,Version 43,suspenders,BOI,assistants,assistants,assistant,NOUN,USA
DDB,Version 43,boulder,BOI,rock,rock,rock,NOUN,USA
DDB,Version 43,vaginal,BOI,babies,babies,baby,NOUN,USA
DDB,Version 43,bin,BOI,garbage,garbage,garbage,NOUN,USA
DDB,Version 43,footbath,BOI,massage,massage,massage,VERB,USA
DDB,Version 43,minister,BOI,church ,church,church,NOUN,USA
DDB,Version 43,motorist,BOI,motor,motor,motor,NOUN,USA
DDB,Version 43,fountainhead,BOI,water,water,water,NOUN,USA
DDB,Version 43,sling,BOI,shot,shot,shot,NOUN,USA
DDB,Version 43,crowbar,BOI,open,open,open,VERB,USA
DDB,Version 43,daughter,BOI,spouse,spouse,spouse,NOUN,USA
DDB,Version 43,ledge,BOI,cliff,cliff,cliff,NOUN,USA
DDB,Version 43,prosthesis,BOI,ahead,ahead,ahead,ADV,USA
DDB,Version 43,axe,BOI,slice,slice,slice,VERB,USA
DDB,Version 43,granny,BOI,grandma ,grandma,grandma,NOUN,USA
DDB,Version 43,bathroom,BOI,bath,bath,bathe,VERB,USA
DDB,Version 43,doorbell,BOI,door ,door,door,NOUN,USA
DDB,Version 43,path,BOI,way,way,way,NOUN,USA
DDB,Version 43,sink,BOI,sick,sick,sick,ADJ,USA
DDB,Version 43,penny,BOI,coin,coin,coin,NOUN,USA
J00526068_gfd,Version 12,hourglass,BOI,meter,meter,meter,NOUN,USA
J00526068_gfd,Version 12,hourglass,BOI,time ticking,time,time,NOUN,USA
J00526068_gfd,Version 12,hourglass,BOI,time ticking,ticking,tick,VERB,USA
J00526068_gfd,Version 12,hourglass,BOI,time consuming,time,time,NOUN,USA
J00526068_gfd,Version 12,hourglass,BOI,time consuming,consuming,consume,VERB,USA
J00526068_gfd,Version 12,hourglass,BOI,how long,long,long,ADV,USA
J00526068_gfd,Version 12,champagne,BOI,good,good,good,ADJ,USA
J00526068_gfd,Version 12,champagne,BOI,glass,glass,glass,NOUN,USA
J00526068_gfd,Version 12,champagne,BOI,drink,drink,drink,VERB,USA
J00526068_gfd,Version 12,champagne,BOI,wine,wine,wine,NOUN,USA
J00526068_gfd,Version 12,cobweb,BOI,dusty,dusty,dusty,NOUN,USA
J00526068_gfd,Version 12,cobweb,BOI,dirty house,dirty,dirty,ADJ,USA
J00526068_gfd,Version 12,cobweb,BOI,dirty house,house,house,NOUN,USA
J00526068_gfd,Version 12,ruby,BOI,pretty,pretty,pretty,ADV,USA
J00526068_gfd,Version 12,ruby,BOI,red,red,red,ADJ,USA
J00526068_gfd,Version 12,ruby,BOI,jewel,jewel,jewel,NOUN,USA
J00526068_gfd,Version 12,hip,BOI,hurts,hurts,hurts,NOUN,USA
J00526068_gfd,Version 12,hip,BOI,pain,pain,pain,NOUN,USA
J00526068_gfd,Version 12,hip,BOI,joint,joint,joint,ADJ,USA
J00526068_gfd,Version 12,flower,BOI,pretty,pretty,pretty,ADV,USA
J00526068_gfd,Version 12,flower,BOI,smell,smell,smell,VERB,USA
J00526068_gfd,Version 12,flower,BOI,sight,sight,sight,NOUN,USA
J00526068_gfd,Version 12,man,BOI,big,big,big,ADJ,USA
J00526068_gfd,Version 12,man,BOI,tough,tough,tough,ADJ,USA
J00526068_gfd,Version 12,man,BOI,strong,strong,strong,ADJ,USA
J00526068_gfd,Version 12,man,BOI,independednt,independent,independent,ADJ,USA
J00526068_gfd,Version 12,bass,BOI,fish,fish,fish,NOUN,USA
J00526068_gfd,Version 12,bass,BOI,guitar,guitar,guitar,NOUN,USA
J00526068_gfd,Version 12,bass,BOI,opposite of treble,opposite,opposite,NOUN,USA
J00526068_gfd,Version 12,bass,BOI,opposite of treble,treble,treble,ADJ,USA
J00526068_gfd,Version 12,toddler,BOI,kid,kid,kid,NOUN,USA
J00526068_gfd,Version 12,toddler,BOI,child,child,child,NOUN,USA
J00526068_gfd,Version 12,mall,BOI,shopping,shopping,shop,VERB,USA
J00526068_gfd,Version 12,mall,BOI,go,go,go,VERB,USA
J00526068_gfd,Version 12,mall,BOI,fun,fun,fun,NOUN,USA
J00526068_gfd,Version 12,bystander,BOI,person,person,person,NOUN,USA
J00526068_gfd,Version 12,bystander,BOI,pedestrian,pedestrian,pedestrian,ADJ,USA
J00526068_gfd,Version 12,bystander,BOI,onlooker,onlooker,onlooker,ADV,USA
J00526068_gfd,Version 12,dock,BOI,boating,boating,boate,VERB,USA
J00526068_gfd,Version 12,dock,BOI,docking,docking,dock,VERB,USA
J00526068_gfd,Version 12,dock,BOI,dockside,dockside,dockside,NOUN,USA
J00526068_gfd,Version 12,pinkie,BOI,last finger,last,last,ADJ,USA
J00526068_gfd,Version 12,pinkie,BOI,last finger,finger,finger,NOUN,USA
J00526068_gfd,Version 12,pinkie,BOI,small,small,small,ADJ,USA
J00526068_gfd,Version 12,certificate,BOI,deploma,diploma,diploma,NOUN,USA
J00526068_gfd,Version 12,condiment,BOI,salt,salt,salt,NOUN,USA
J00526068_gfd,Version 12,condiment,BOI,poepper,pepper,pepper,NOUN,USA
J00526068_gfd,Version 12,showerhead,BOI,shower,shower,shower,NOUN,USA
J00526068_gfd,Version 12,mayonnaise,BOI,gross,gross,gross,ADJ,USA
J00526068_gfd,Version 12,shot,BOI,painful,painful,pain,VERB,USA
J00526068_gfd,Version 12,someone,BOI,person,person,person,NOUN,USA
J00526068_gfd,Version 12,String,BOI,fabric,fabric,fabric,NOUN,USA
J00526068_gfd,Version 12,sifter,BOI,sand,sand,sand,NOUN,USA
J00526068_gfd,Version 12,dumbbell,BOI,weight,weight,weight,NOUN,USA
J00526068_gfd,Version 12,closet,BOI,clothes,clothes,clothes,NOUN,USA
J00526068_gfd,Version 12,necklace,BOI,jewelry,jewelry,jewelry,NOUN,USA
J00526068_gfd,Version 12,stockings,BOI,christmas,christmas,christmas,PROPN,USA
J00526068_gfd,Version 12,bartender,BOI,drinks,drinks,drink,NOUN,USA
J00526068_gfd,Version 12,dairy,BOI,milk,milk,milk,NOUN,USA
J00637838,Version 19,godparent,BOI,family,family,family,NOUN,USA
J00637838,Version 19,silkworm,BOI,dirt,dirt,dirt,NOUN,USA
J00637838,Version 19,goggles,BOI,swimming,swimming,swimm,VERB,USA
J00637838,Version 19,goggles,BOI,fishing,fishing,fish,VERB,USA
J00637838,Version 19,raft,BOI,riding,riding,ride,VERB,USA
J00637838,Version 19,raft,BOI,swimming,swimming,swimm,VERB,USA
J00637838,Version 19,kitchen,BOI,cooking,cooking,cook,VERB,USA
J00637838,Version 19,kitchen,BOI,cleaning,cleaning,clean,VERB,USA
J00637838,Version 19,kitchen,BOI,eating,eating,eat,VERB,USA
J00637838,Version 19,plaster,BOI,glue,glue,glue,NOUN,USA
J00637838,Version 19,couch,BOI,sitting,sitting,sit,VERB,USA
J00637838,Version 19,couch,BOI,talking,talking,talk,VERB,USA
J00637838,Version 19,backpack,BOI,books,books,book,NOUN,USA
J00637838,Version 19,backpack,BOI,paper,paper,paper,NOUN,USA
J00637838,Version 19,goose,BOI,flying,flying,flie,VERB,USA
J00637838,Version 19,goose,BOI,sitting,sitting,sit,VERB,USA
J00637838,Version 19,saltwater,BOI,ocean,ocean,ocean,NOUN,USA
J00637838,Version 19,saltwater,BOI,sand,sand,sand,NOUN,USA
J00637838,Version 19,splinter,BOI,hurting,hurting,hurt,VERB,USA
J00637838,Version 19,splinter,BOI,pokey,pokey,poke,VERB,USA
J00637838,Version 19,toe,BOI,foot,foot,foot,NOUN,USA
J00637838,Version 19,kerchief,BOI,sneeze,sneeze,sneeze,VERB,USA
J00637838,Version 19,barley,BOI,wheat,wheat,wheat,X,USA
J00637838,Version 19,barley,BOI,grain,grain,grain,NOUN,USA
J00637838,Version 19,cage,BOI,animal,animal,animal,NOUN,USA
J00637838,Version 19,woodcutter,BOI,fire,fire,fire,NOUN,USA
J00637838,Version 19,lubrication,BOI,sex,sex,sex,VERB,USA
J00637838,Version 19,lubrication,BOI,pipe,pipe,pipe,NOUN,USA
J00637838,Version 19,vulva,BOI,butterfly,butterfly,butterfly,NOUN,USA
J00637838,Version 19,tray,BOI,plate,plate,plate,NOUN,USA
J00637838,Version 19,yardstick,BOI,measurement,measurement,measure,VERB,USA
J00637838,Version 19,enamel,BOI,teeth,teeth,tooth,NOUN,USA
J00637838,Version 19,lantern,BOI,site,site,site,NOUN,USA
J00637838,Version 19,letterbox,BOI,check,check,check,VERB,USA
J00637838,Version 19,treadmill,BOI,running,running,run,VERB,USA
J00637838,Version 19,bagpipes,BOI,blowing,blowing,blow,VERB,USA
J00637838,Version 19,tear,BOI,crying,crying,cry,VERB,USA
J00637838,Version 19,tear,BOI,pull,pull,pull,NOUN,USA
J00637838,Version 19,steak,BOI,delicious,delicious,delicious,ADJ,USA
J00637838,Version 19,steak,BOI,savory,savory,savory,NOUN,USA
J00637838,Version 19,cookie,BOI,chocolate,chocolate,chocolate,NOUN,USA
J00637838,Version 19,derriere,BOI,booty,booty,booty,NOUN,USA
J00637838,Version 19,switchblade,BOI,knife,knife,knife,VERB,USA
J00670274,Version 41,suitcase,BOI,travel,travel,travel,VERB,USA
J00670274,Version 41,suitcase,BOI,pack,pack,pack,VERB,USA
J00670274,Version 41,suitcase,BOI,carry,carry,carry,VERB,USA
J00670274,Version 41,suitcase,BOI,load,load,load,VERB,USA
J00670274,Version 41,suitcase,BOI,move,move,move,VERB,USA
J00670274,Version 41,suitcase,BOI,wheel,wheel,wheel,NOUN,USA
J00670274,Version 41,horseshoe,BOI,racing,racing,race,VERB,USA
J00670274,Version 41,horseshoe,BOI,horse,horse,horse,NOUN,USA
J00670274,Version 41,horseshoe,BOI,protection,protection,protect,VERB,USA
J00670274,Version 41,horseshoe,BOI,decor,decor,decorate,VERB,USA
J00670274,Version 41,horseshoe,BOI,wall art,wall,wall,NOUN,USA
J00670274,Version 41,horseshoe,BOI,wall art,art,art,NOUN,USA
J00670274,Version 41,horseshoe,BOI,games,games,game,NOUN,USA
J00670274,Version 41,brickwork,BOI,building,building,build,VERB,USA
J00670274,Version 41,brickwork,BOI,art,art,art,NOUN,USA
J00670274,Version 41,brickwork,BOI,making,making,make,VERB,USA
J00670274,Version 41,brickwork,BOI,visual ,visual,visual,ADJ,USA
J00670274,Version 41,roommate,BOI,fun,fun,fun,NOUN,USA
J00670274,Version 41,roommate,BOI,companion,companion,companion,NOUN,USA
