Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
macaroon,chew it,chew,chew,VERB,Hope
macaroon,taste it,taste,taste,VERB,Hope
macaroon,throw it,throw,throw,VERB,Hope
macaroon,give it,give,give,VERB,Hope
macaroon,make it,make,make,VERB,Hope
macaroon,burn it,burn,burn,VERB,Hope
anklet,wear it,wear,wear,VERB,Hope
anklet,break it,break,break,VERB,Hope
anklet,tear it,tear,tear,VERB,Hope
anklet,untie/unclip it,untie,untie,VERB,Hope
anklet,untie/unclip it,unclip,unclip,VERB,Hope
anklet,buy it,buy,buy,VERB,Hope
anklet,sell it,sell,sell,VERB,Hope
anklet,make it,make,make,VERB,Hope
anklet,show it off,show,show,VERB,Hope
foghorn,listen to it,listen,listen,VERB,Hope
foghorn,blare it,blare,blare,VERB,Hope
foghorn,use it to get peoples attention,use,use,VERB,Hope
foghorn,use it to get peoples attention,get,get,VERB,Hope
foghorn,use it to get peoples attention,peoples,people,NOUN,Hope
foghorn,use it to get peoples attention,attention,attention,VERB,Hope
foghorn,use it to warn people,use,use,VERB,Hope
foghorn,use it to warn people,warn,warn,VERB,Hope
foghorn,use it to warn people,people,people,NOUN,Hope
foghorn,use it to scare people,use,use,VERB,Hope
foghorn,use it to scare people,scare,scare,VERB,Hope
foghorn,use it to scare people,people,people,NOUN,Hope
foghorn,cover it/silence it,cover,cover,VERB,Hope
foghorn,cover it/silence it,silence,silence,VERB,Hope
wallpaper,put it on walls,put,put,VERB,Hope
wallpaper,put it on walls,walls,wall,NOUN,Hope
wallpaper,decorate things,decorate,decorate,VERB,Hope
wallpaper,decorate things,things,thing,NOUN,Hope
wallpaper,tear it,tear,tear,VERB,Hope
wallpaper,cut it,cut,cut,VERB,Hope
wallpaper,to look at,look,look,VERB,Hope
wallpaper,to touch,touch,touch,NOUN,Hope
lobbyist,talk to,talk,talk,VERB,Hope
lobbyist,convince,convince,convince,VERB,Hope
lobbyist,have as a job,job,job,NOUN,Hope
lobbyist,make money with,make,make,VERB,Hope
lobbyist,make money with,money,money,NOUN,Hope
lobbyist,meet people with,meet,meet,VERB,Hope
lobbyist,meet people with,people,people,NOUN,Hope
lobbyist,make friends with,make,make,VERB,Hope
lobbyist,make friends with,friends,friend,NOUN,Hope
lobbyist,make enemies with,make,make,VERB,Hope
lobbyist,make enemies with,enemies,enemy,NOUN,Hope
lobbyist,make decisions with,make,make,VERB,Hope
lobbyist,make decisions with,decisions,decide,VERB,Hope
logbook,tear up,tear,tear,VERB,Hope
logbook,written on,written,write,VERB,Hope
logbook,given to,given,give,VERB,Hope
logbook,folded,folded,fold,VERB,Hope
logbook,lied on,lied,lie,VERB,Hope
logbook,drawn on,drawn,draw,VERB,Hope
logbook,gives paper cut ,gives,give,VERB,Hope
logbook,gives paper cut ,paper,paper,NOUN,Hope
logbook,gives paper cut ,cut,cut,VERB,Hope
tongue,moved around,moved,move,VERB,Hope
tongue,moved around,around,around,ADV,Hope
tongue,taste things,taste,taste,VERB,Hope
tongue,taste things,things,thing,NOUN,Hope
tongue,move food around,move,move,VERB,Hope
tongue,move food around,food,food,NOUN,Hope
tongue,move food around,around,around,ADV,Hope
tongue,lick things,lick,lick,VERB,Hope
tongue,lick things,things,thing,NOUN,Hope
tongue,fold,fold,fold,VERB,Hope
tongue,move,move,move,VERB,Hope
tongue,feel things in your mouth,feel,feel,VERB,Hope
tongue,feel things in your mouth,things,thing,NOUN,Hope
tongue,feel things in your mouth,mouth,mouth,NOUN,Hope
tongue,lick lips with,lick,lick,VERB,Hope
tongue,lick lips with,lips,lip,VERB,Hope
tongue,stuck out to catch snowflakes,stick out,stick out,VERB,Hope
tongue,stuck out to catch snowflakes,catch,catch,VERB,Hope
tongue,stuck out to catch snowflakes,snowflakes,snowflake,NOUN,Hope
tongue,stuck out to be mean to people,stick out,stick out,VERB,Hope
tongue,stuck out to be mean to people,stick out,stick out,VERB,Hope
tongue,stuck out to be mean to people,stick out,stick out,VERB,Hope
tongue,stuck out for a picture,stick out,stick out,VERB,Hope
tongue,stuck out for a picture,picture,picture,NOUN,Hope
loincloth,to cover parts,cover,cover,VERB,Hope
loincloth,to cover parts,parts,part,NOUN,Hope
loincloth,to wear as clothing,wear,wear,VERB,Hope
loincloth,to wear as clothing,clothing,clothing,NOUN,Hope
loincloth,to be sewn,sewn,sew,VERB,Hope
loincloth,to be folded,folded,fold,VERB,Hope
loincloth,to protect yourself ,protect,protect,VERB,Hope
beanstalk,to climb,climb,climb,VERB,Hope
beanstalk,to bring up into the sky,bring,bring,VERB,Hope
beanstalk,to bring up into the sky,sky,sky,NOUN,Hope
beanstalk,to lead to giants,lead,lead,VERB,Hope
beanstalk,to lead to giants,giants,giant,NOUN,Hope
beanstalk,to be part of a fairy tale,part,part,NOUN,Hope
beanstalk,to be part of a fairy tale,fairy,fairytale,NOUN,Hope
labrador,train,train,train,VERB,Hope
labrador,feed it,feed,feed,VERB,Hope
labrador,run with it,run,run,VERB,Hope
labrador,walk with it,walk,walk,VERB,Hope
labrador,pet it,pet,pet,VERB,Hope
labrador,used for affection,used,use,VERB,Hope
labrador,used for affection,affection,affection,VERB,Hope
labrador,can be friends with it,can,can,AUX,Hope
labrador,can be friends with it,friends,friend,NOUN,Hope
labrador,take pictures of it,take,take,VERB,Hope
labrador,take pictures of it,pictures,picture,NOUN,Hope
labrador,make an instagram account for it,make,make,VERB,Hope
labrador,make an instagram account for it,instagram,instagram account,NOUN,Hope
jaw,open and close it,open,open,VERB,Hope
jaw,open and close it,close,close,VERB,Hope
jaw,break it,break,break,VERB,Hope
jaw,force it open/close,force,force,VERB,Hope
jaw,force it open/close,open,open,VERB,Hope
jaw,force it open/close,close,close,VERB,Hope
jaw,use to bite for food,use,use,VERB,Hope
jaw,use to bite for food,bite,bite,VERB,Hope
jaw,use to bite for food,food,food,NOUN,Hope
jaw,used to move part of your face,used,use,VERB,Hope
jaw,used to move part of your face,move,move,VERB,Hope
jaw,used to move part of your face,part,part,NOUN,Hope
jaw,used to move part of your face,face,face,NOUN,Hope
jaw,used for expressions,used,use,VERB,Hope
jaw,used for expressions,expressions,express,VERB,Hope
jaw,used for yawning,used,use,VERB,Hope
jaw,used for yawning,yawning,yawn,VERB,Hope
jaw,used for talking,used,use,VERB,Hope
jaw,used for talking,talking,talk,VERB,Hope
streetcar,race,race,race,NOUN,Hope
streetcar,drive,drive,drive,VERB,Hope
streetcar,hit,hit,hit,VERB,Hope
streetcar,crash,crash,crash,VERB,Hope
streetcar,break,break,break,VERB,Hope
guest,feed,feed,feed,VERB,Hope
scorpion,kill,kill,kill,VERB,Hope
scorpion,eat,eat,eat,VERB,Hope
scorpion,throw,throw,throw,VERB,Hope
scorpion,shoot,shoot,shoot,VERB,Hope
watchdog,protect,protect,protect,VERB,Hope
watchdog,feed,feed,feed,VERB,Hope
watchdog,pet,pet,pet,VERB,Hope
watchdog,play,play,play,VERB,Hope
goatskin,wear,wear,wear,VERB,Hope
curb,hit,hit,hit,VERB,Hope
curb,destroy,destroy,destroy,VERB,Hope
teenager,feed,feed,feed,VERB,Hope
teenager,play,play,play,VERB,Hope
teenager,text,text,text,NOUN,Hope
teenager,call,call,call,VERB,Hope
vinegar,drink,drink,drink,VERB,Hope
vinegar,bake,bake,bake,VERB,Hope
vinegar,mix,mix,mix,VERB,Hope
eel,eat,eat,eat,VERB,Hope
eel,kill,kill,kill,VERB,Hope
eel,fish,fish,fish,NOUN,Hope
vinyl,wrap,wrap,wrap,VERB,Hope
vinyl,make,make,make,VERB,Hope
hook,slice,slice,slice,VERB,Hope
hook,catch,catch,catch,VERB,Hope
darkroom,sleep,sleep,sleep,VERB,Hope
darkroom,play videogames,play,play,VERB,Hope
darkroom,play videogames,video,video game,NOUN,Hope
intern,teach,teach,teach,VERB,Hope
intern,learn,learn,learn,VERB,Hope
peanuts,eat,eat,eat,VERB,Hope
peanuts,feed,feed,feed,VERB,Hope
cymbal,bang,bang,bang,VERB,Hope
cymbal,play,play,play,VERB,Hope
sprinkler,water,water,water,VERB,Hope
grass,mow,mow,mow,VERB,Hope
grass,cut,cut,cut,VERB,Hope
grass,grow,grow,grow,VERB,Hope
grass,water,water,water,VERB,Hope
grass,seed,seed,see,VERB,Hope
feast,eat,eat,eat,VERB,Hope
feast,drink,drink,drink,VERB,Hope
feast,talk,talk,talk,VERB,Hope
feast,pray,pray,pray,VERB,Hope
barnacle,clean,clean,clean,VERB,Hope
statue,symbol,symbol,symbol,NOUN,Hope
cookbook,cook,cook,cake,VERB,Hope
cookbook,make,make,make,VERB,Hope
cookbook,eat,eat,eat,VERB,Hope
swab,clean,clean,clean,VERB,Hope
slime,play,play,play,VERB,Hope
hangnail,bite,bite,bite,VERB,Hope
hangnail,rip off,rip,rip off,VERB,Hope
schoolgirl,teach,teach,teach,VERB,Hope
schoolgirl,learn,learn,learn,VERB,Hope
schoolgirl,play,play,play,VERB,Hope
schoolgirl,read,read,read,VERB,Hope
sourdough,cook,cook,cake,VERB,Hope
sourdough,make,make,make,VERB,Hope
sourdough,eat,eat,eat,VERB,Hope
vinaigrette,cook,cook,cake,VERB,Hope
vinaigrette,make,make,make,VERB,Hope
outfit,wear,wear,wear,VERB,Hope
outfit,model,model,model,NOUN,Hope
outfit,shop,shop,shop,VERB,Hope
worm,dance,dance,dance,VERB,Hope
worm,fertilize,fertilize,fertilize,VERB,Hope
worm,decompose,decompose,decompose,VERB,Hope
latch,close,close,close,VERB,Hope
latch,lock,lock,lock,VERB,Hope
latch,attach,attach,attach,VERB,Hope
crossword,solve,solve,solve,VERB,Hope
crossword,puzzle,puzzle,puzzle,NOUN,Hope
incubator,grow,grow,grow,VERB,Hope
incubator,keep,keep,keep,VERB,Hope
incubator,save,save,save,VERB,Hope
memo,inform,inform,inform,VERB,Hope
memo,message,message,message,VERB,Hope
memo,send,send,send,VERB,Hope
warden,protect,protect,protect,VERB,Hope
warden,guard,guard,guard,VERB,Hope
fiddle,play,play,play,VERB,Hope
fiddle,mess with,mess,mess,VERB,Hope
dynamite,explode,explode,explode,VERB,Hope
dynamite,mine,mine,mine,PRON,Hope
compressor,compact,compact,compact,VERB,Hope
compressor,make smaller,make,make,VERB,Hope
compressor,make smaller,smaller,smaller,ADJ,Hope
drain,empty,empty,empty,VERB,Hope
drain,strain,strain,strain,VERB,Hope
theologian,career,career,career,NOUN,Hope
sailcloth,travel,travel,travel,VERB,Hope
gravel,build,build,build,VERB,Hope
gravel,decorate,decorate,decorate,VERB,Hope
mansions,live in,live,live,VERB,Hope
mansions,tour,tour,tour,VERB,Hope
mansions,visit,visit,visit,VERB,Hope
shrubbery,decorate,decorate,decorate,VERB,Hope
shrubbery,hide,hide,hide,VERB,Hope
shrubbery,trim,trim,trim,VERB,Hope
folder,organize,organize,organize,VERB,Hope
folder,keep,keep,keep,VERB,Hope
folder,hide,hide,hide,VERB,Hope
hairstyle,wear,wear,wear,VERB,Hope
hairstyle,fashion,fashion,fashion,NOUN,Hope
hairstyle,function,function,function,NOUN,Hope
marmalade,toast,toast,toast,NOUN,Hope
marmalade,bagel,bagel,bagel,NOUN,Hope
marmalade,cake,cake,cake,NOUN,Hope
hurdle,jump,jump,jump,VERB,Hope
pub,eat,eat,eat,VERB,Hope
pub,drink,drink,drink,VERB,Hope
pub,party,party,party,VERB,Hope
repairer,fix,fix,fix,VERB,Hope
repairer,job,job,job,VERB,Hope
prop,decorate,decorate,decorate,VERB,Hope
prop,hide,hide,hide,VERB,Hope
goatee,care,care,care,VERB,Hope
goatee,warmth,warmth,warm,VERB,Hope
tie,attach,attach,attach,VERB,Hope
tie,secure,secure,secure,VERB,Hope
tie,clothing,clothing,clothing,NOUN,Hope
chronometer,time,time,time,NOUN,Hope
dentist,teeth,teeth,tooth,NOUN,Hope
dentist,mouth,mouth,mouth,NOUN,Hope
daisy,flower,flower,flower,NOUN,Hope
daisy,decoration,decoration,decorate,VERB,Hope
daisy,clothing,clothing,clothing,NOUN,Hope
nightcaps,sleeping,sleeping,sleep,VERB,Hope
nightcaps,drink,drink,drink,VERB,Hope
wing,fly,fly,fly,VERB,Hope
wing,airplane,airplane,airplane,NOUN,Hope
bobsleigh,ride,ride,ride,VERB,Hope
bobsleigh,pull,pull,pull,VERB,Hope
bobsleigh,drive,drive,drive,VERB,Hope
handshake,greet,greet,greet,VERB,Hope
handshake,meet,meet,meet,VERB,Hope
termite,kill,kill,kill,VERB,Hope
termite,spray,spray,spray,VERB,Hope
balloon,fly,fly,fly,VERB,Hope
balloon,hold onto,hold,hold,VERB,Hope
balloon,hold onto,onto,onto,ADP,Hope
balloon,give,give,give,VERB,Hope
balloon,take,take,take,VERB,Hope
magician,perform,perform,perform,VERB,Hope
magician,entertain,entertain,entertain,VERB,Hope
cowskin,wear,wear,wear,VERB,Hope
mannequin,see,see,see,VERB,Hope
mannequin,dress,dress,dress,VERB,Hope
bonbon,eat,eat,eat,VERB,Hope
baseball,throw,throw,throw,VERB,Hope
baseball,catch,catch,catch,VERB,Hope
hairpiece,put in,put,put,VERB,Hope
hairpiece,clip,clip,clip,VERB,Hope
straw,drink,drink,drink,VERB,Hope
straw,suck,suck,suck,VERB,Hope
straw,break,break,break,VERB,Hope
drawing,draw,draw,dree,VERB,Hope
drawing,stencil,stencil,stencil,NOUN,Hope
drawing,paint,paint,paint,VERB,Hope
outlet,plug,plug,plug in,VERB,Hope
outlet,take out ,take,take,VERB,Hope
bedroom,sleep,sleep,sleep,VERB,Hope
bedroom,drink,drink,drink,VERB,Hope
bedroom,eat,eat,eat,VERB,Hope
bedroom,watch tv,watch,watch,VERB,Hope
bedroom,watch tv,tv,tv,X,Hope
buoy,float,float,float,VERB,Hope
buoy,protect,protect,protect,VERB,Hope
dime,throw,throw,throw,VERB,Hope
dime,pay,pay,pay,VERB,Hope
dime,flip,flip,flip,VERB,Hope
mango,eat,eat,eat,VERB,Hope
mango,drink,drink,drink,VERB,Hope
senorita,spanish,spanish,spanish,ADJ,Hope
washcloth,wash,wash,wash,VERB,Hope
washcloth,clean,clean,clean,VERB,Hope
washcloth,throw,throw,throw,VERB,Hope
reindeer,pull,pull,pull,VERB,Hope
reindeer,ride,ride,ride,VERB,Hope
fabric,make clothing,make,make,VERB,Hope
fabric,make clothing,clothing,clothing,NOUN,Hope
sage,defuse,defuse,defuse,VERB,Hope
sage,cook,cook,cake,VERB,Hope
appraiser,housing ,housing,housing,NOUN,Hope
sculpture,sculpt,sculpt,sculpt,VERB,Hope
sculpture,paint,paint,paint,VERB,Hope
