CUE,RESPONSE,RESPONSE TOKEN,RESPONSE LEMMA,POS
cone,show danger,danger,danger,NOUN
cone,snocone,snocone,snocone,NOUN
cone,soccer boundary,soccer,soccer,NOUN
cone,soccer boundary,boundary,boundary,NOUN
cone,used to warn,used,use,VERB
cone,used to warn,warn,warn,VERB
confetti,a party,party,party,NOUN
confetti,birthday party,birthday,birthday,NOUN
confetti,birthday party,party,party,NOUN
confetti,congradulations,congradulations,congradulation,NOUN
confetti,other celebration,celebration,celebration,NOUN
confetti,place on table,place,place,VERB
confetti,place on table,table,table,NOUN
confetti,used at any other sporting event,used,use,VERB
confetti,used at any other sporting event,sporting,sporting,ADJ
confetti,used at any other sporting event,event,event,NOUN
confetti,used at baby showers,used,use,VERB
confetti,used at baby showers,baby,baby,NOUN
confetti,used at baby showers,showers,shower,NOUN
confetti,used at celebrations,used,use,VERB
confetti,used at celebrations,celebrations,celebration,NOUN
confetti,used at homecoming football games,used,use,VERB
confetti,used at homecoming football games,homecoming,homecoming,NOUN
confetti,used at homecoming football games,football,football,NOUN
confetti,used at homecoming football games,games,game,NOUN
confetti,used for decorations,used,use,VERB
confetti,used for decorations,decorations,decoration,NOUN
congresswoman,argues,argues,argue,NOUN
congresswoman,debate,debate,debate,NOUN
congresswoman,influencer,influencer,influencer,NOUN
congresswoman,make decision,make,make,VERB
congresswoman,make decision,decision,decide,VERB
congresswoman,make legislation,make,make,VERB
congresswoman,make legislation,legislation,legislation,NOUN
congresswoman,makes important decisions,makes,make,VERB
congresswoman,makes important decisions,important,important,ADJ
congresswoman,makes important decisions,decisions,decide,VERB
congresswoman,pass bills,pass,pass,VERB
congresswoman,pass bills,bills,bills,NOUN
congresswoman,pass laws,pass,pass,VERB
congresswoman,pass laws,laws,law,NOUN
congresswoman,represented,represented,represent,VERB
congresswoman,vote for,vote,vote,VERB
congresswoman,voting,voting,vote,VERB
container,to hold food,hold,hold,VERB
container,to hold food,food,food,NOUN
container,to preserve,preserve,preserve,VERB
container,to store,store,store,VERB
contraceptive,birth control,birth,birth,NOUN
contraceptive,birth control,control,control,NOUN
contraceptive,condom,condom,condom,NOUN
contraceptive,iud,iud,iud,NOUN
contraceptive,no kids,kids,kid,NOUN
contraceptive,sexual relations,sexual,sex,VERB
controller,and leader.,leader,leader,NOUN
controller,arranging,arranging,arrange,VERB
controller,change lights,change,change,NOUN
controller,change lights,lights,light,NOUN
controller,controls tv,controls,controls,NOUN
controller,controls tv,tv,tv,NOUN
controller,dictator,dictator,dictator,NOUN
controller,managing,managing,manage,VERB
controller,netflix,netflix,netflix,SYM
controller,remote cars,remote,remote,NOUN
controller,remote cars,cars,car,NOUN
controller,remotes,remotes,remote,NOUN
controller,switch,switch,switch,NOUN
controller,video games,video,video,NOUN
controller,video games,games,game,NOUN
controller,videogames,videogames,videogame,NOUN
cookbook,booster seat,booster,booster,NOUN
cookbook,booster seat,seat,seat,NOUN
cookbook,brainstorm,brainstorm,brainstorm,NOUN
cookbook,getting recipes,recipes,recipe,NOUN
cookbook,help in cooking,help,help,VERB
cookbook,help in cooking,cooking,cook,VERB
cookbook,instruction,instruction,instruction,NOUN
cookbook,recipe,recipe,recipe,NOUN
cookbook,rest on it,rest,rest,VERB
cookhouse,food storage,food,food,NOUN
cookhouse,food storage,storage,storage,NOUN
cookhouse,makes food,makes,make,VERB
cookhouse,makes food,food,food,NOUN
cookhouse,meeting place,meeting,meeting,VERB
cookhouse,meeting place,place,place,NOUN
cookhouse,restaraunt,restaraunt,restaraunt,NOUN
cookhouse,serves food,serves,serve,NOUN
cookhouse,serves food,food,food,NOUN
cookie,crumble,crumble,crumble,NOUN
cookie,pick at,pick,pick,VERB
cookie,step on],step,step,VERB
cooler,cool,cool,cool,ADJ
cooler,cooling,cooling,cool,VERB
cooler,hold ice,hold,hold,VERB
cooler,hold ice,ice,ice,NOUN
cooler,keep drinks cold,keep,keep,VERB
cooler,keep drinks cold,drinks,drink,NOUN
cooler,keep drinks cold,cold,cold,ADJ
cooler,to hold drinks,hold,hold,VERB
cooler,to hold drinks,drinks,drink,NOUN
cooler,to hold organs,hold,hold,VERB
cooler,to hold organs,organs,organ,NOUN
cop,arrest,arrest,arrest,NOUN
cop,arresting,arresting,arrest,VERB
cop,be scared of,scared,scared,VERB
cop,crooked cop,crooked,crooke,VERB
cop,crooked cop,cop,cop,NOUN
cop,direct traffic,direct,direct,VERB
cop,direct traffic,traffic,traffic,NOUN
cop,estableish order,estableish,establish,VERB
cop,estableish order,order,order,NOUN
cop,good,good,good,ADJ
cop,handcuff,handcuff,handcuff,NOUN
cop,killers of black people,killers,killer,NOUN
cop,killers of black people,black,black,ADJ
cop,killers of black people,people,people,NOUN
cop,patrol,patrol,patrol,NOUN
cop,police,police,police,NOUN
cop,pulling over,pulling,pull,VERB
cop,submit to,submit,submit,VERB
cop,to take,take,take,VERB
cop,used in a homicide,used,use,VERB
cop,used in a homicide,homicide,homicide,NOUN
cop,used to help people,used,use,VERB
cop,used to help people,help,help,VERB
cop,used to help people,people,people,NOUN
copier,copy documents,copy,copy,NOUN
copier,copy documents,documents,document,NOUN
copier,copy paper,copy,copy,NOUN
copier,copy paper,paper,paper,NOUN
copier,store ink,store,store,VERB
copier,store ink,ink,ink,NOUN
copilot,help fly,help,help,VERB
copilot,help fly,fly,fly,VERB
copilot,help pilot,help,help,NOUN
copilot,help pilot,pilot,pilot,NOUN
copilot,meet,meet,meet,VERB
copilot,taking over,taking,take,VERB
copper,bended,bended,bend,VERB
copper,dog name,dog,dog,NOUN
copper,dog name,name,name,NOUN
copper,electrical wires,electrical,electrical,ADJ
copper,electrical wires,wires,wire,NOUN
copper,matter,matter,matter,NOUN
copper,penny,penny,penny,NOUN
copper,pipes,pipes,pipe,NOUN
copper,statue of liberty,statue,statue,NOUN
copper,statue of liberty,liberty,liberty,NOUN
copper,stone,stone,stone,NOUN
copper,use for coins,use,use,VERB
copper,use for coins,coins,coin,NOUN
copper,use for tools,use,use,VERB
copper,use for tools,tools,tool,NOUN
copper,welding,welding,weld,VERB
copybook,pages,pages,pag,NOUN
copybook,photo,photo,photo,NOUN
copybook,to write in,write,write,VERB
copybook,used to teach students specific information,used,use,VERB
copybook,used to teach students specific information,teach,teach,VERB
copybook,used to teach students specific information,students,student,NOUN
copybook,used to teach students specific information,specific,specific,ADJ
copybook,used to teach students specific information,information,information,NOUN
cord,charger,charger,charger,NOUN
cord,extend,extend,extend,NOUN
cord,use for graduation honor,use,use,VERB
cord,use for graduation honor,graduation,graduation,NOUN
cord,use for graduation honor,honor,honor,NOUN
corduroy,felt,felt,feel,VERB
corduroy,ironed,ironed,irone,VERB
corduroy,pressed,pressed,press,VERB
corduroy,steamed,steamed,steam,VERB
corduroy,stitched,stitched,stitch,VERB
corduroy,textile,textile,textile,NOUN
cork,can plug holes,plug,plug,VERB
cork,can plug holes,holes,hole,NOUN
cork,fork,fork,fork,NOUN
cork,plug,plug,plug,VERB
cork,plugs up a wine bottle,plugs,plug,NOUN
cork,plugs up a wine bottle,wine,wine,NOUN
cork,plugs up a wine bottle,bottle,bottle,NOUN
cork,re-seal,#NAME?,re-seal,VERB
cork,seal,seal,seal,VERB
cork,silence something,silence,silence,VERB
cork,stopper,stopper,stopper,NOUN
cork,to stop up something,stop,stop,VERB
corkscrew,close bottles,close,close,VERB
corkscrew,close bottles,bottles,bottle,NOUN
corkscrew,open a wine bottle or other cork sealed bottles,open,open,VERB
corkscrew,open a wine bottle or other cork sealed bottles,wine,wine,NOUN
corkscrew,open a wine bottle or other cork sealed bottles,bottle,bottle,NOUN
corkscrew,open a wine bottle or other cork sealed bottles,cork,cork,NOUN
corkscrew,open a wine bottle or other cork sealed bottles,sealed,seal,VERB
corkscrew,open wine,open,open,VERB
corkscrew,open wine,wine,wine,NOUN
corkscrew,plug bottles,plug,plug,NOUN
corkscrew,plug bottles,bottles,bottle,NOUN
corkscrew,pulled out,pulled,pull,VERB
corn,corn on the cob,corn,corn,NOUN
corn,corn on the cob,cob,cob,NOUN
corn,crop,crop,crop,NOUN
corn,decoration for harvest,decoration,decoration,NOUN
corn,decoration for harvest,harvest,harvest,ADJ
corn,grilled corn,grilled,grill,VERB
corn,grilled corn,corn,corn,NOUN
corn,popcorn,popcorn,popcorn,NOUN
corn,tasting,tasting,taste,VERB
corn,use in fermentation,use,use,VERB
corn,use in fermentation,fermentation,fermentation,NOUN
cornbread,eat with chili,eat,eat,VERB
cornbread,eat with chili,chili,chili,NOUN
cornbread,make food with,make,make,VERB
cornbread,make food with,food,food,NOUN
cornbread,push around other food,push,push,VERB
cornbread,push around other food,food,food,NOUN
cornbread,ruined,ruined,ruin,VERB
cornfield,children can be in it,children,child,NOUN
cornfield,cornfield,cornfield,cornfield,NOUN
cornfield,get lost,lost,lost,VERB
cornfield,hide and seek,hide,hide,VERB
cornfield,hide and seek,seek,seek,VERB
cornfield,make a maze,make,make,VERB
cornfield,make a maze,maze,maze,NOUN
cornfield,maze,maze,maze,NOUN
cornfield,pick corn,pick,pick,VERB
cornfield,pick corn,corn,corn,NOUN
cornfield,pick the corn,pick,pick,VERB
cornfield,pick the corn,corn,corn,NOUN
cornfield,plow,plow,plow,NOUN
cornfield,pollen for bees,pollen,poll,VERB
cornfield,pollen for bees,bees,bee,NOUN
cornfield,run through,run,run,VERB
cornfield,slaves,slaves,slave,NOUN
cornfield,stand there,stand,stand,VERB
cornfield,steal corn,steal,steal,ADJ
cornfield,steal corn,corn,corn,NOUN
cornfield,to grow corn,grow,grow,VERB
cornfield,to grow corn,corn,corn,NOUN
cornfield,to plan corn in,plan,plan,VERB
cornfield,to plan corn in,corn,corn,NOUN
cornfield,to put it in a scary movie for added affects,put,put,VERB
cornfield,to put it in a scary movie for added affects,scary,scary,ADJ
cornfield,to put it in a scary movie for added affects,movie,movie,NOUN
cornfield,to put it in a scary movie for added affects,added,add,VERB
cornfield,to put it in a scary movie for added affects,affects,affect,NOUN
cornfield,to ride a tractor around in,ride,ride,VERB
cornfield,to ride a tractor around in,tractor,tractor,NOUN
cornfield,to use as a maze,use,use,VERB
cornfield,to use as a maze,maze,maze,NOUN
cornfield,walk through it,walk,walk,VERB
cornflakes,eat breakfast,eat,eat,VERB
cornflakes,eat breakfast,breakfast,breakfast,NOUN
cornflakes,fry fish,fry,fry,NOUN
cornflakes,fry fish,fish,fish,NOUN
cornflakes,make cookies,make,make,VERB
cornflakes,make cookies,cookies,cookie,NOUN
cornflower,bakeing,bakeing,bake,VERB
cornflower,making pizza,making,make,VERB
cornflower,making pizza,pizza,pizza,NOUN
cornflower,tortilla,tortilla,tortilla,NOUN
cornmeal,oats,oats,oat,NOUN
cornmeal,to attract mice,attract,attract,VERB
cornmeal,to attract mice,mice,mouse,NOUN
cornmeal,to eat raw,eat,eat,VERB
cornmeal,to eat raw,raw,raw,ADJ
cornstarch,can be cooked with,cooked,cook,VERB
cornstarch,can be found in food,found,find,VERB
cornstarch,can be found in food,food,food,NOUN
cornstarch,fish food,fish,fish,ADJ
cornstarch,fish food,food,food,NOUN
cornstarch,gravy,gravy,gravy,NOUN
cornstarch,put on tofu,put,put,VERB
cornstarch,put on tofu,tofu,tofu,NOUN
cornstarch,use to cook,use,use,VERB
cornstarch,use to cook,cook,cook,VERB
corridor,eat food in,eat,eat,VERB
corridor,eat food in,food,food,NOUN
corridor,scare someone,scare,scare,VERB
corridor,stand in,stand,stand,VERB
corridor,walk through,walk,walk,VERB
corsage,hand,hand,hand,NOUN
corsage,nice events,nice,nice,ADJ
corsage,nice events,events,event,NOUN
corsage,prom,prom,prom,NOUN
corset,bodice,bodice,bodice,NOUN
corset,cinch,cinch,cinch,NOUN
corset,cut off breathing,cut,cut,VERB
corset,cut off breathing,breathing,breathing,NOUN
corset,lingerie,lingerie,lingerie,NOUN
corset,sinch waist,sinch,sinch,VERB
corset,sinch waist,waist,waist,NOUN
corset,skinny,skinny,skinny,ADJ
corset,waist,waist,waist,NOUN
corset,waist training,waist,waist,NOUN
corset,waist training,training,train,VERB
corvette,american,american,american,ADJ
corvette,apperances,apperances,apperance,NOUN
corvette,boast driving abilites (manual),boast,boast,VERB
corvette,boast driving abilites (manual),driving,driving,VERB
corvette,boast driving abilites (manual),abilites,ability,NOUN
corvette,boast driving abilites (manual),manual,manual,NOUN
corvette,fast,fast,fast,ADJ
corvette,flex on everyone,flex,flex,VERB
cosmetician,become,become,become,VERB
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,used,use,VERB
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,term,term,NOUN
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,regaurding,regaurd,VERB
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,person,person,NOUN
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,sells,sell,NOUN
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,applies,apply,VERB
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,makeup,makeup,NOUN
cosmetician,can be used as a term regaurding a person who sells and/or applies makeup for profit,profit,profit,NOUN
cosmetician,dealer,dealer,dealer,NOUN
cosmetician,dye hair,dye,dye,VERB
cosmetician,dye hair,hair,hair,NOUN
cosmetician,hairstyling,hairstyling,style,VERB
cosmetician,makeup for an event,makeup,makeup,VERB
cosmetician,makeup for an event,event,event,NOUN
cosmetician,skin,skin,skin,NOUN
cosmetics,appearance,appearance,appearance,NOUN
cosmetics,covering acne and other imperfections,covering,cover,VERB
cosmetics,covering acne and other imperfections,acne,acne,NOUN
cosmetics,covering acne and other imperfections,imperfections,imperfection,NOUN
cosmetics,creating an even skin tone,creating,create,VERB
cosmetics,creating an even skin tone,skin,skin,NOUN
cosmetics,creating an even skin tone,tone,tone,NOUN
cosmetics,creating art on your face,creating,create,VERB
cosmetics,creating art on your face,art,art,NOUN
cosmetics,creating art on your face,face,face,NOUN
cosmetics,facewash,facewash,facewash,NOUN
cosmetics,helps appearnace,helps,help,VERB
cosmetics,helps appearnace,appearnace,appearnace,NOUN
cosmetics,make yourself look younger,make,make,VERB
cosmetics,make yourself look younger,look,look,VERB
cosmetics,make yourself look younger,younger,younger,ADJ
cosmetics,to do makeup,makeup,makeup,NOUN
costume,child's play,child,child,NOUN
costume,child's play,play,play,NOUN
costume,conceal,conceal,conceal,VERB
costume,customize it,customize,customize,VERB
costume,cut it up,cut,cut,VERB
costume,photographing,photographing,photographing,VERB
costume,place it somewhere,place,place,VERB
costume,put it on a pet,put,put,VERB
costume,put it on a pet,pet,pet,NOUN
costume,resize,resize,resize,NOUN
costume,tear it up,tear,tear,VERB
costumer,costumes,costumes,costume,NOUN
costumer,purchase stuff,purchase,purchase,NOUN
costumer,theatre,theatre,theatre,NOUN
cotton,bags,bags,bag,NOUN
cotton,ball,ball,ball,NOUN
cotton,field,field,field,NOUN
cotton,fishing nets,fishing,fishing,ADJ
cotton,fishing nets,nets,net,NOUN
cotton,make clothes,make,make,VERB
cotton,make clothes,clothes,clothes,NOUN
cotton,swab,swab,swab,NOUN
cotton,to create fabric,create,create,VERB
cotton,to create fabric,fabric,fabric,NOUN
cotton,to dye,dye,dye,VERB
cotton,tools,tools,tool,NOUN
cotton,towels,towels,towel,NOUN
cotton,wipe off make up,wipe,wipe,VERB
cotton,wipe off make up,make,make,VERB
couch,napping,napping,nap,VERB
council,authority figure,authority,authority,NOUN
council,authority figure,figure,figure,NOUN
council,can be used to decide decisions,used,use,VERB
council,can be used to decide decisions,decide,decide,VERB
council,can be used to decide decisions,decisions,decision,NOUN
council,make decisions or rules,make,make,VERB
council,make decisions or rules,decisions,decision,NOUN
council,make decisions or rules,rules,rule,NOUN
council,nurse,nurse,nurse,NOUN
council,rules,rules,rule,NOUN
councilman,ask him to make certain decisions,ask,ask,VERB
councilman,ask him to make certain decisions,make,make,VERB
councilman,ask him to make certain decisions,certain,certain,ADJ
