Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
starch,soothe,soothe,soothey,VERB,USA
cleavage,make body more appealing,make,make,VERB,USA
cleavage,make body more appealing,body,body,NOUN,USA
cleavage,make body more appealing,appealing,appeal,VERB,USA
receptionist,answer phones,answer,answer,VERB,USA
receptionist,answer phones,phones,phone,NOUN,USA
receptionist,take names,take,take,VERB,USA
receptionist,take names,names,name,NOUN,USA
whisker,mix,mix,mix,VERB,USA
whisker,stir,stir,stir,VERB,USA
squeegee,wipe,wipe,wipe,VERB,USA
bulldozer,dig,dig,dig,VERB,USA
bulldozer,move large objects,move,move,VERB,USA
bulldozer,move large objects,large,large,ADJ,USA
bulldozer,move large objects,objects,object,VERB,USA
tabloid,read,read,read,VERB,USA
newsboy,deliver,deliver,deliver,VERB,USA
hen,lay eggs,lay,lay,VERB,USA
hen,lay eggs,eggs,egg,NOUN,USA
crouton,add flavor,add,add,VERB,USA
crouton,add flavor,flavor,flavor,VERB,USA
crouton,crunch,crunch,crunch,VERB,USA
crouton,eat,eat,eat,VERB,USA
guitarist,play,play,play,VERB,USA
guitarist,teach,teach,teach,VERB,USA
sideburns,style hair,style,style,VERB,USA
sideburns,style hair,hair,hair,NOUN,USA
tailor,size,size,size,NOUN,USA
tailor,measurements,measurements,measure,VERB,USA
shoe,put on,put,put,VERB,USA
shoe,take off,take,take,VERB,USA
examiner,take information,take,take,VERB,USA
examiner,take information,information,inform,VERB,USA
furnishings,chair,chair,chair,NOUN,USA
furnishings,table,table,table,NOUN,USA
furnishings,couch,couch,couch,NOUN,USA
furnishings,lamp,lamp,lamp,NOUN,USA
camera,picture,picture,picture,VERB,USA
caterpillar,butterfly,butterfly,butterfly,NOUN,USA
captain,lead boat,lead,lead,VERB,USA
captain,lead boat,boat,boat,NOUN,USA
greyhound,dog,dog,dog,NOUN,USA
wall,cinderblock,cinderblock,cinderblock,NOUN,USA
springboard,gymnastics,gymnastics,gymnastic,NOUN,USA
tar,roadwork,roadwork,roadwork,NOUN,USA
forefinger,tying shoes,tying,tie,VERB,USA
forefinger,tying shoes,shoes,shoe,VERB,USA
vaseline,skin repair,skin,skin,NOUN,USA
vaseline,skin repair,repair,repair,VERB,USA
thyme,cooking,cooking,cook,VERB,USA
plant,cure depression,cure,cure,VERB,USA
plant,cure depression,depression,depression,NOUN,USA
rat,cure depression,cure,cure,VERB,USA
rat,cure depression,depression,depression,NOUN,USA
aunt,family member,family,family,NOUN,USA
aunt,family member,member,member,NOUN,USA
calender,know the date,know,know,VERB,USA
calender,know the date,date,date,NOUN,USA
armpit,armpit farts,armpit,armpit,NOUN,USA
armpit,armpit farts,farts,fart,VERB,USA
horseradish,cooking,cooking,cook,VERB,USA
toast,eating,eating,eat,VERB,USA
employer,money,money,money,VERB,USA
bomb,terrorism,terrorism,terrorism,NOUN,USA
cattle,producing milk,producing,produce,VERB,USA
cattle,producing milk,milk,milk,VERB,USA
doughnut,eating,eating,eat,VERB,USA
flour,cooking,cooking,cook,VERB,USA
builder,wall,wall,wall,NOUN,USA
river,water source,water,water,VERB,USA
river,water source,source,source,NOUN,USA
building,living,living,live,VERB,USA
mitt,keep warm,keep,keep,VERB,USA
mitt,keep warm,warm,warm,VERB,USA
concert,serotonin ,serotonin,serotonin,NOUN,USA
horseman,ride a horse,ride,ride,NOUN,USA
horseman,ride a horse,horse,horse,NOUN,USA
recorder,music production,music,music,NOUN,USA
recorder,music production,production,production,NOUN,USA
stall,privacy,privacy,privacy,NOUN,USA
actor,serotonin,serotonin,serotonin,NOUN,USA
contraceptive,no kids,kids,kid,NOUN,USA
garb,wear,wear,wear,VERB,USA
garb,dress,dress,dress,NOUN,USA
waitress,serve,serve,serve,VERB,USA
waitress,pay,pay,pay,VERB,USA
plaintiff,decide,decide,decide,VERB,USA
plaintiff,choose,choose,choose,NOUN,USA
plaintiff,debate,debate,debate,VERB,USA
plaintiff,argue,argue,argue,VERB,USA
hat,wear,wear,wear,VERB,USA
hat,fold,fold,fold,VERB,USA
hat,throw,throw,throw,VERB,USA
jar,open,open,open,VERB,USA
jar,close,close,close,VERB,USA
jar,contain,contain,contain,NOUN,USA
entree,eat,eat,eat,VERB,USA
entree,cook,cook,cake,VERB,USA
entree,serve,serve,serve,VERB,USA
entree,microwave,microwave,microwave,VERB,USA
congresswoman,vote,vote,vote,VERB,USA
congresswoman,debate,debate,debate,VERB,USA
croquette,cook,cook,cake,VERB,USA
croquette,eat,eat,eat,VERB,USA
croquette,serve,serve,serve,VERB,USA
croquette,bake,bake,bake,VERB,USA
croquette,fry,fry,fry,VERB,USA
trash,throw,throw,throw,VERB,USA
trash,dispose,dispose,dispose,NOUN,USA
lick,tongue,tongue,tongue,NOUN,USA
lick,eat,eat,eat,VERB,USA
lick,kiss,kiss,kiss,NOUN,USA
guestroom,sleep,sleep,sleep,VERB,USA
guestroom,relax,relax,relax,VERB,USA
guestroom,hide,hide,hide,VERB,USA
brooch,wear,wear,wear,VERB,USA
brooch,polish,polish,polish,VERB,USA
brooch,adorn,adorn,adorn,VERB,USA
band,wear,wear,wear,VERB,USA
band,play,play,play,VERB,USA
rocker,rock,rock,rock,VERB,USA
rocker,sway,sway,sway,VERB,USA
rocker,sleep,sleep,sleep,VERB,USA
rocker,sit,sit,sit,VERB,USA
catwalk,walk,walk,walk,VERB,USA
catwalk,travel,travel,travel,VERB,USA
catwalk,observe,observe,observe,VERB,USA
lace,tie,tie,tie,VERB,USA
lace,wrap,wrap,wrap,VERB,USA
husband,work,work,work,VERB,USA
husband,cook,cook,cake,VERB,USA
husband,clean,clean,clean,VERB,USA
husband,serve,serve,serve,VERB,USA
husband,marry,marry,marry,VERB,USA
hamburger,eat,eat,eat,VERB,USA
hamburger,cook,cook,cake,VERB,USA
hamburger,fry,fry,fry,VERB,USA
radio,listen,listen,listen,VERB,USA
crackers,eat,eat,eat,VERB,USA
crackers,bake,bake,bake,VERB,USA
crackers,dip,dip,dip,VERB,USA
needles,poke,poke,poke,VERB,USA
needles,prod,prod,prod,VERB,USA
needles,stick,stick,stick,VERB,USA
needles,jab,jab,jab,VERB,USA
bathtub,bathe,bathe,bathe,VERB,USA
bathtub,relax,relax,relax,VERB,USA
rail,hold,hold,hold,VERB,USA
rail,support,support,support,VERB,USA
rail,walk,walk,walk,VERB,USA
dwarf,fight,fight,fight,VERB,USA
cupboard,store,store,store,VERB,USA
cupboard,stow,stow,stow,VERB,USA
picnicker,unwind,unwind,unwind,VERB,USA
picnicker,recreation,recreation,recreation,VERB,USA
icepick,serve drinks,serve,serve,VERB,USA
icepick,serve drinks,drinks,drink,NOUN,USA
icepick,climb,climb,climb,VERB,USA
mum,mother,mother,mother,NOUN,USA
mum,parent,parent,parent,NOUN,USA
mum,foster,foster,foster,VERB,USA
barkeep,serve,serve,serve,VERB,USA
barkeep,tend,tend,tend,VERB,USA
barkeep,accompany,accompany,accompany,NOUN,USA
banister,rail,rail,rail,NOUN,USA
banister,support,support,support,VERB,USA
banister,walk,walk,walk,VERB,USA
eyepiece,cover,cover,cover,VERB,USA
eyepiece,read through,read,read,VERB,USA
eyepiece,protect with,protect,protect,VERB,USA
postman,delivers,delivers,deliver,VERB,USA
postman,talk to,talk,talk,VERB,USA
postman,greet,greet,greet,VERB,USA
postman,give,give,give,VERB,USA
postman,take,take,take,VERB,USA
worker,work,work,work,VERB,USA
worker,enforce rules,enforce,enforce,VERB,USA
worker,enforce rules,rules,rule,NOUN,USA
worker,complete job,complete,complete,VERB,USA
worker,complete job,job,job,NOUN,USA
worker,start job,start,start,VERB,USA
worker,start job,job,job,NOUN,USA
doll,play,play,play,VERB,USA
doll,throw,throw,throw,VERB,USA
doll,catch,catch,catch,VERB,USA
doll,destroy,destroy,destroy,VERB,USA
doll,create,create,create,VERB,USA
powderpuff,watch,watch,watch,VERB,USA
powderpuff,listen,listen,listen,VERB,USA
cabbage,eat,eat,eat,VERB,USA
cabbage,cook,cook,cake,VERB,USA
cabbage,throw,throw,throw,VERB,USA
cabbage,catch,catch,catch,VERB,USA
cabbage,destroy,destroy,destroy,VERB,USA
cabbage,smash,smash,smash,VERB,USA
cabbage,burn,burn,burn,VERB,USA
wristlet,wear,wear,wear,VERB,USA
medication,take,take,take,VERB,USA
medication,give,give,give,VERB,USA
medication,consume,consume,consume,VERB,USA
medication,make,make,make,VERB,USA
medication,destroy,destroy,destroy,VERB,USA
crutch,use,use,use,VERB,USA
crutch,throw,throw,throw,VERB,USA
crutch,catch,catch,catch,VERB,USA
crutch,break,break,break,VERB,USA
cedar,cut,cut,cut,VERB,USA
cedar,burn,burn,burn,VERB,USA
cedar,create,create,create,VERB,USA
cedar,destroy,destroy,destroy,VERB,USA
cedar,plant,plant,plant,VERB,USA
cedar,consume,consume,consume,VERB,USA
sheepskin,wear,wear,wear,VERB,USA
sheepskin,process,process,process,NOUN,USA
sheepskin,tear,tear,tear,VERB,USA
bazooka,shoot,shoot,shoot,VERB,USA
bazooka,lean on,lean,lean on,VERB,USA
bazooka,sit on,sit,sit,VERB,USA
prosecutor,work,work,work,NOUN,USA
prosecutor,pay,pay,pay,VERB,USA
prosecutor,receive help,receive,receive,VERB,USA
prosecutor,receive help,help,help,VERB,USA
sandbank,stand,stand,stand,VERB,USA
sandbank,slide,slide,slide,VERB,USA
sandbank,sit,sit,sit,VERB,USA
tranquilizers,shoot,shoot,shoot,VERB,USA
tranquilizers,take,take,take,VERB,USA
pedal,push,push,push,VERB,USA
pedal,stand,stand,stand,VERB,USA
woodwork,learn,learn,learn,VERB,USA
woodwork,create with,create,create,VERB,USA
woodwork,carve,carve,carve,VERB,USA
copper,melt,melt,melt,VERB,USA
copper,mold,mold,mold,VERB,USA
copper,hit,hit,hit,VERB,USA
copper,bend,bend,bend,VERB,USA
waste,burn,burn,burn,VERB,USA
waste,throw,throw,throw,VERB,USA
waste,consume,consume,consume,VERB,USA
antiques,display,display,display,VERB,USA
antiques,sell,sell,sell,VERB,USA
antiques,buy,buy,buy,VERB,USA
figurine,sell,sell,sell,VERB,USA
figurine,buy,buy,buy,VERB,USA
figurine,break,break,break,VERB,USA
figurine,display,display,display,VERB,USA
Picture Frame,hang,hang,hang,VERB,USA
Picture Frame,break,break,break,VERB,USA
Picture Frame,dispay,display,display,VERB,USA
paprika,cook with,cook,cake,VERB,USA
keyhole,insert key,insert,insert,VERB,USA
keyhole,insert key,key,key,ADJ,USA
keyhole,look through,look,look,VERB,USA
keyhole,pick,pick,pick,VERB,USA
playsuit,wear,wear,wear,VERB,USA
pomegranate,eat,eat,eat,VERB,USA
pomegranate,smash,smash,smash,VERB,USA
pomegranate,throw,throw,throw,VERB,USA
pomegranate,catch,catch,catch,VERB,USA
hoop,wear,wear,wear,VERB,USA
hoop,break,break,break,VERB,USA
hoop,throw,throw,throw,VERB,USA
hoop,play with,play,play,VERB,USA
pear,you can use it to eat,can,can,AUX,USA
pear,you can use it to eat,use,use,VERB,USA
pear,you can use it to eat,eat,eat,VERB,USA
pear,to make a smoothie,make,make,VERB,USA
pear,to make a smoothie,smoothie,smoothie,NOUN,USA
pear,to take a picture with,take,take,VERB,USA
pear,to take a picture with,picture,picture,NOUN,USA
pear,and to use as a figure to paint.,use,use,VERB,USA
pear,and to use as a figure to paint.,figure,figure,VERB,USA
pear,and to use as a figure to paint.,paint,paint,VERB,USA
boots,you use boots to walk in,use,use,VERB,USA
boots,you use boots to walk in,boots,boot,NOUN,USA
boots,you use boots to walk in,walk,walk,VERB,USA
boots,dance in,dance,dance,VERB,USA
boots,work in,work,work,VERB,USA
boots,and entertain with.,entertain,entertain,VERB,USA
pants,you wear them,wear,wear,VERB,USA
pants,you can use them to style,can,can,AUX,USA
pants,you can use them to style,use,use,VERB,USA
pants,you can use them to style,style,style,NOUN,USA
pants,to photograph,photograph,photograph,VERB,USA
pants,and to make something else out of pants.,make,make,VERB,USA
pants,and to make something else out of pants.,something,something,PRON,USA
pants,and to make something else out of pants.,else,else,ADJ,USA
soybean,you use them to cook with,use,use,VERB,USA
soybean,you use them to cook with,cook,cake,VERB,USA
soybean,to eat,eat,eat,VERB,USA
soybean,and to grow.,grow,grow,VERB,USA
Mug,you use these to drink out of,use,use,VERB,USA
Mug,you use these to drink out of,drink,drink,VERB,USA
Mug,use to put tools in,use,use,VERB,USA
Mug,use to put tools in,put,put,VERB,USA
Mug,use to put tools in,tools,tool,NOUN,USA
Mug,put various things in,put,put,VERB,USA
Mug,put various things in,various,various,ADJ,USA
Mug,put various things in,things,thing,NOUN,USA
Mug,you can use them to paint,can,can,AUX,USA
Mug,you can use them to paint,use,use,VERB,USA
Mug,you can use them to paint,paint,paint,VERB,USA
Mug,or do an arts and craft activity with.,arts,arts,NOUN,USA
Mug,or do an arts and craft activity with.,craft,craft,NOUN,USA
Mug,or do an arts and craft activity with.,activity,activity,NOUN,USA
guardsman,you use guardsman for the queen,use,use,VERB,USA
guardsman,you use guardsman for the queen,guardsman,guardsman,NOUN,USA
guardsman,you use guardsman for the queen,queen,queen,NOUN,USA
guardsman,for a club,club,club,NOUN,USA
guardsman,for a restaraunt opened at night,restaurant,restaurant,NOUN,USA
guardsman,for a restaraunt opened at night,opened,open,VERB,USA
guardsman,for a restaraunt opened at night,night,night,NOUN,USA
guardsman,you use them for celebrities,use,use,VERB,USA
guardsman,you use them for celebrities,celebrities,celebrity,NOUN,USA
guardsman,and for banks.,banks,bank,NOUN,USA
footman,they could be a host,host,host,NOUN,USA
footman,they were also called for soldiers in the infantry.,also,also,ADV,USA
footman,they were also called for soldiers in the infantry.,called,call,VERB,USA
footman,they were also called for soldiers in the infantry.,soldiers,soldier,NOUN,USA
footman,they were also called for soldiers in the infantry.,infantry,infantry,NOUN,USA
thesaurus,dictionary,dictionary,dictionary,NOUN,USA
log,to make a fire,make,make,VERB,USA
log,to make a fire,fire,fire,VERB,USA
log,to make a pathway,make,make,VERB,USA
log,to make a pathway,pathway,pathway,NOUN,USA
log,to build things,build,build,VERB,USA
log,to build things,things,thing,NOUN,USA
meat,to cook with,cook,cake,VERB,USA
meat,to eat,eat,eat,VERB,USA
meat,to feed your animals,feed,feed,NOUN,USA
meat,to feed your animals,animals,animal,NOUN,USA
meat,to sell,sell,sell,VERB,USA
meat,to buy,buy,buy,VERB,USA
mouse,to have as a pet,pet,pet,VERB,USA
mouse,to feed your animals,feed,feed,NOUN,USA
mouse,to feed your animals,animals,animal,NOUN,USA
mouse,to entertain,entertain,entertain,VERB,USA
mouse,computer mouse,computer,computer,NOUN,USA
mouse,computer mouse,mouse,mouse,NOUN,USA
dividers,to organize school folders,organize,organize,VERB,USA
dividers,to organize school folders,school,school,NOUN,USA
dividers,to organize school folders,folders,folder,NOUN,USA
dividers,organize any item,organize,organize,VERB,USA
dividers,organize any item,item,item,NOUN,USA
dividers,to seperate food,separate,separate,VERB,USA
dividers,to seperate food,food,food,NOUN,USA
fork,to eat with,eat,eat,VERB,USA
fork,to grab hay with,grab,grab,VERB,USA
fork,to grab hay with,hay,hay,NOUN,USA
beachwear,to wear,wear,wear,VERB,USA
beachwear,to cover,cover,cover,VERB,USA
beachwear,to sell,sell,sell,VERB,USA
beachwear,to buy,buy,buy,VERB,USA
shawl,to cover with,cover,cover,VERB,USA
shawl,to keep yourself warm,keep,keep,VERB,USA
shawl,to keep yourself warm,warm,warm,VERB,USA
shawl,to dress yourself up,dress,dress,NOUN,USA
jeans,to wear,wear,wear,VERB,USA
jeans,to buy or sell,buy,buy,VERB,USA
jeans,to buy or sell,sell,sell,VERB,USA
jeans,to make something out of them,make,make,VERB,USA
jeans,to make something out of them,something,something,PRON,USA
chiropractor,to help with your back,help,help,VERB,USA
chiropractor,to help with your back,back,back,ADV,USA
chiropractor,neck,neck,neck,NOUN,USA
chiropractor,legs,legs,leg,NOUN,USA
chiropractor,arms,arms,arms,NOUN,USA
chiropractor,to help you with arthritus,help,help,VERB,USA
chiropractor,to help you with arthritus,arthritis,arthritis,NOUN,USA
mouth,to eat,eat,eat,VERB,USA
mouth,to drink,drink,drink,VERB,USA
mouth,to talk,talk,talk,VERB,USA
mouth,to yell,yell,yell,VERB,USA
mouth,to whisper,whisper,whisper,VERB,USA
mouth,to chew,chew,chew,VERB,USA
syringes,to flush out an iv,flush,flush,VERB,USA
syringes,to flush out an iv,iv,iv,X,USA
syringes,to give a baby medicine,give,give,VERB,USA
syringes,to give a baby medicine,baby,baby,NOUN,USA
syringes,to give a baby medicine,medicine,medicine,VERB,USA
syringes,to juice a turkey,juice,juice,NOUN,USA
syringes,to juice a turkey,turkey,turkey,NOUN,USA
weed,to trim from your yard,trim,trim,VERB,USA
weed,to trim from your yard,yard,yard,X,USA
weed,to use for medicine,use,use,VERB,USA
weed,to use for medicine,medicine,medicine,VERB,USA
snow,to play in,play,play,VERB,USA
snow,to shovel up,shovel,shovel,VERB,USA
brushes,to do makeup with,makeup,makeup,NOUN,USA
brushes,to brush your hair,brush,brush,VERB,USA
brushes,to brush your hair,hair,hair,NOUN,USA
brushes,to clean an animal,clean,clean,VERB,USA
brushes,to clean an animal,animal,animal,NOUN,USA
desk,to work at,work,work,VERB,USA
desk,to eat at,eat,eat,VERB,USA
children,to play with,play,play,VERB,USA
children,to talk to,talk,talk,VERB,USA
hallway,to walk through to get to another room,walk,walk,VERB,USA
hallway,to walk through to get to another room,get,get,VERB,USA
hallway,to walk through to get to another room,another,another,DET,USA
hallway,to walk through to get to another room,room,room,NOUN,USA
yachtsman,to work on a boat,work,work,VERB,USA
yachtsman,to work on a boat,boat,boat,NOUN,USA
cruiser,to drive,drive,drive,VERB,USA
cruiser,to ride in,ride,ride,VERB,USA
umbrella,carry,carry,carry,VERB,USA
umbrella,hold up,hold,hold,VERB,USA
umbrella,hide under,hide,hide,VERB,USA
umbrella,open,open,open,VERB,USA
umbrella,close,close,close,VERB,USA
umbrella,shake off ,shake,shake,VERB,USA
slipknot,hold,hold,hold,VERB,USA
slipknot,create,create,create,VERB,USA
slipknot,tie,tie,tie,VERB,USA
slipknot,secure,secure,secure,VERB,USA
guy,date,date,date,VERB,USA
guy,befriend,befriend,befriend,VERB,USA
guy,hang out with,hang,hang,VERB,USA
guy,work with,work,work,VERB,USA
guy,talk with,talk,talk,VERB,USA
guy,dance with,dance,dance,VERB,USA
guy,sleep with,sleep,sleep,VERB,USA
zucchini,eat,eat,eat,VERB,USA
zucchini,cut,cut,cut,VERB,USA
zucchini,spiral,spiral,spiral,VERB,USA
zucchini,saute,saute,saute,VERB,USA
zucchini,serve,serve,serve,VERB,USA
zucchini,microwave,microwave,microwave,VERB,USA
zucchini,steam,steam,steam,VERB,USA
zucchini,wash,wash,wash,VERB,USA
zucchini,refridgerate,refrigerate,refrigerate,VERB,USA
zucchini,freeze,freeze,freeze,VERB,USA
zucchini,store,store,store,VERB,USA
bellman,tip,tip,tip,VERB,USA
bellman,thank,thank,thank,VERB,USA
bellman,carry bags,carry,carry,VERB,USA
bellman,carry bags,bags,bag,NOUN,USA
bellman,help,help,help,VERB,USA
bellman,work,work,work,VERB,USA
bellman,serve,serve,serve,VERB,USA
toothbrush,hold,hold,hold,VERB,USA
toothbrush,clean teeth with,clean,clean,VERB,USA
toothbrush,clean teeth with,teeth,tooth,NOUN,USA
toothbrush,clean tongue with,clean,clean,VERB,USA
toothbrush,clean tongue with,tongue,tongue,NOUN,USA
toothbrush,drop,drop,drop,VERB,USA
toothbrush,put down,put,put,VERB,USA
toothbrush,wet,wet,wet,VERB,USA
toothbrush,get toothpaste on,get,get,VERB,USA
toothbrush,get toothpaste on,toothpaste,toothpaste,NOUN,USA
staircase,fall down,fall,fall,VERB,USA
staircase,step up,step,step up,VERB,USA
staircase,step down,step,step down,VERB,USA
staircase,climb,climb,climb,VERB,USA
whistle,call someone,call,call,VERB,USA
whistle,call someone,someone,someone,PRON,USA
whistle,vocalize a melody,vocalize,vocalize,VERB,USA
whistle,vocalize a melody,melody,melody,NOUN,USA
whistle,whistle with others,others,other,NOUN,USA
whistle,to get attention,get,get,VERB,USA
whistle,to get attention,attention,attention,NOUN,USA
button,push,push,push,VERB,USA
button,break,break,break,VERB,USA
button,hit,hit,hit,VERB,USA
button,start something,start,start,VERB,USA
button,start something,something,something,PRON,USA
button,turn something on/off,turn,turn,VERB,USA
button,turn something on/off,something,something,PRON,USA
ottoman,putt feet up,putt,putt,VERB,USA
ottoman,putt feet up,feet,foot,NOUN,USA
ottoman,sit on,sit,sit,VERB,USA
ottoman,lay on,lay,lay,VERB,USA
ottoman,build pillow fort with,build,build,VERB,USA
ottoman,build pillow fort with,pillow,pillow,NOUN,USA
ottoman,build pillow fort with,fort,fort,NOUN,USA
ottoman,decorate a room,decorate,decorate,VERB,USA
ottoman,decorate a room,room,room,NOUN,USA
pig,feed,feed,feed,NOUN,USA
pig,pet,pet,pet,VERB,USA
pig,love,love,love,VERB,USA
pig,play with,play,play,VERB,USA
pig,eat,eat,eat,VERB,USA
pig,cook,cook,cake,VERB,USA
pig,sell ,sell,sell,VERB,USA
nursery,get a job,get,get,VERB,USA
nursery,get a job,job,job,NOUN,USA
nursery,take care of children,take,take,VERB,USA
nursery,take care of children,care,care,VERB,USA
nursery,take care of children,children,child,NOUN,USA
stitching,fix clothing,fix,fix,VERB,USA
stitching,fix clothing,clothing,clothing,NOUN,USA
stitching,stab oneself,stab,stab,VERB,USA
stitching,stab oneself,oneself,oneself,PRON,USA
stitching,ruin clothing,ruin,ruin,VERB,USA
stitching,ruin clothing,clothing,clothing,NOUN,USA
stitching,alter fabric,alter,alter,VERB,USA
stitching,alter fabric,fabric,fabric,NOUN,USA
wiring,barricade,barricade,barricade,NOUN,USA
wiring,protect,protect,protect,VERB,USA
wiring,hold together,hold,hold,VERB,USA
wiring,hold together,together,together,ADV,USA
wiring,keep in,keep,keep,VERB,USA
wiring,keep out,keep,keep,VERB,USA
dorm,pay for,pay,pay,VERB,USA
dorm,lay in,lay,lay,VERB,USA
dorm,cook in,cook,cake,VERB,USA
dorm,live in,live,live,VERB,USA
dorm,party in,party,party,NOUN,USA
dorm,study in,study,study,VERB,USA
dorm,clean,clean,clean,VERB,USA
supper,eat,eat,eat,VERB,USA
supper,serve,serve,serve,VERB,USA
supper,share,share,share,VERB,USA
supper,play with,play,play,VERB,USA
supper,season,season,season,VERB,USA
supper,cook,cook,cake,VERB,USA
servant,pay,pay,pay,VERB,USA
servant,give orders,give,give,VERB,USA
servant,give orders,orders,order,VERB,USA
servant,befriend,befriend,befriend,VERB,USA
chisel,carve,carve,carve,VERB,USA
chisel,create art,create,create,VERB,USA
chisel,create art,art,art,NOUN,USA
chisel,create architecture,create,create,VERB,USA
chisel,create architecture,architecture,architecture,NOUN,USA
chisel,breakstone,break,break,VERB,USA
chisel,breakstone,stone,stone,NOUN,USA
chickenfeed,feed chickens,feed,feed,VERB,USA
chickenfeed,feed chickens,chickens,chicken,NOUN,USA
chickenfeed,make,make,make,VERB,USA
chickenfeed,throw,throw,throw,VERB,USA
teaspoon,cook with,cook,cake,VERB,USA
teaspoon,scoop with,scoop,scoop,VERB,USA
teaspoon,bake,bake,bake,VERB,USA
slacks,wear,wear,wear,VERB,USA
slacks,alter,alter,alter,VERB,USA
slacks,sew,sew,sew,VERB,USA
slacks,cut,cut,cut,VERB,USA
slacks,tear,tear,tear,VERB,USA
slacks,buy,buy,buy,VERB,USA
violinist,pay,pay,pay,VERB,USA
violinist,practice,practice,practice,VERB,USA
violinist,take lesson from,take,take,VERB,USA
violinist,take lesson from,lesson,lesson,NOUN,USA
violinist,sing with,sing,se,VERB,USA
violinist,listen to,listen,listen,VERB,USA
violinist,watch,watch,watch,VERB,USA
textile,wear,wear,wear,VERB,USA
textile,create,create,create,VERB,USA
textile,sell buy,sell,sell,VERB,USA
textile,sell buy,buy,buy,VERB,USA
questionnaire,take,take,take,VERB,USA
questionnaire,make,make,make,VERB,USA
questionnaire,send,send,send,VERB,USA
questionnaire,research,research,research,VERB,USA
questionnaire,discover,discover,discover,VERB,USA
sketchpad,draw,draw,dree,VERB,USA
sketchpad,create,create,create,VERB,USA
sketchpad,scribble on,scribble,scribble,VERB,USA
sketchpad,paint,paint,paint,VERB,USA
sketchpad,tear,tear,tear,VERB,USA
sketchpad,gift,gift,gift,NOUN,USA
sketchpad,sell,sell,sell,VERB,USA
sketchpad,take ,take,take,VERB,USA
businessman,meet with,meet,meet,VERB,USA
businessman,shake hands,shake,shake,VERB,USA
businessman,shake hands,hands,hand,NOUN,USA
businessman,talk to,talk,talk,VERB,USA
businessman,buy from,buy,buy,VERB,USA
businessman,work with,work,work,VERB,USA
primates,study,study,study,VERB,USA
primates,watch,watch,watch,VERB,USA
primates,listen you,listen,listen,VERB,USA
primates,discover,discover,discover,VERB,USA
primates,research,research,research,VERB,USA
cadet,made,made,make,VERB,USA
cadet,initiated,initiated,initiate,VERB,USA
hairpiece,placed,placed,place,VERB,USA
hairpiece,pinned,pinned,pin,VERB,USA
