Username,Stimuli.Cue,affordance_parsed,word,lemma,VERB,Group
10178510,clothesline,dry clothes,dry,dry,VERB,USM
10178510,clothesline,dry clothes,clothes,clothes,NOUN,USM
10178510,clothesline,hang things,hang,hang,VERB,USM
10178510,clothesline,hang things,things,thing,NOUN,USM
10178510,chef,cook,cook,cook,VERB,USM
10178510,chef,serve,serve,serve,VERB,USM
10178510,nylon,make things,make,make,AUX,USM
10178510,nylon,make things,things,thing,NOUN,USM
10178510,cattle,eat,eat,eat,VERB,USM
10178510,cattle,milk,milk,milk,VERB,USM
10178510,cattle,butter,butter,butter,NOUN,USM
10178510,cattle,eat grass,eat,eat,VERB,USM
10178510,cattle,eat grass,grass,grass,NOUN,USM
10178510,cattle,worsen climate change,worsen,worsen,ADV,USM
10178510,cattle,worsen climate change,climate,climate change,VERB,USM
10178510,sweatshirt,wear,wear,wear,VERB,USM
10178510,sweatshirt,destroy,destroy,destroy,VERB,USM
10178510,sweatshirt,get dirty,get,get,AUX,USM
10178510,sweatshirt,get dirty,dirty,get dirty,VERB,USM
10178510,sweatshirt,borrow,borrow,borrow,VERB,USM
10178510,sweatshirt,give,give,give,VERB,USM
10178510,sweatshirt,burn,burn,burn,VERB,USM
10178510,shank,stab,stab,stab,VERB,USM
10178510,shank,threaten,threaten,threaten,VERB,USM
10178510,periscope,see,see,see,VERB,USM
10178510,periscope,discover,discover,discover,VERB,USM
10178510,tablespoon,measure,measure,measure,VERB,USM
10178510,tablespoon,create,create,create,VERB,USM
10178510,tablespoon,assist cook,assist,assist,VERB,USM
10178510,tablespoon,assist cook,cook,cook,VERB,USM
w10045458_kdmc,globe,to view the world,view,view,VERB,USM
w10045458_kdmc,globe,to view the world,world,world,NOUN,USM
w10045458_kdmc,ballot,to vote for something,vote,vote,VERB,USM
w10045458_kdmc,ballot,to vote for something,something,something,PRON,USM
w10045458_kdmc,ballot,can list something for an election,can,can,AUX,USM
w10045458_kdmc,ballot,can list something for an election,list,list,VERB,USM
w10045458_kdmc,ballot,can list something for an election,something,something,PRON,USM
w10045458_kdmc,ballot,can list something for an election,election,elect,VERB,USM
w10045458_kdmc,eclair,can be eaten,can,can,AUX,USM
w10045458_kdmc,eclair,can be eaten,eaten,eat,VERB,USM
w10045458_kdmc,parchment,used to imprison inmates,used,use,AUX,USM
w10045458_kdmc,parchment,used to imprison inmates,imprison,imprison,VERB,USM
w10045458_kdmc,parchment,used to imprison inmates,inmates,inmate,NOUN,USM
w10045458_kdmc,parchment,used as punishment ,used,use,AUX,USM
w10045458_kdmc,parchment,used as punishment ,punishment,punish,VERB,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,used,use,AUX,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,connect,connect,VERB,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,top,top,ADJ,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,half,half,NOUN,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,bottom,bottom,NOUN,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,half,half,NOUN,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,human,human,ADJ,USM
w10045458_kdmc,torso,used to connect top half and bottom half of human body,body,body,NOUN,USM
w10045458_kdmc,horseman,men who tames horses,men,men,NOUN,USM
w10045458_kdmc,horseman,men who tames horses,tames,tame,VERB,USM
w10045458_kdmc,horseman,men who tames horses,horses,horse,NOUN,USM
w10045458_kdmc,barrette,used to hold hair in place,used,use,AUX,USM
w10045458_kdmc,barrette,used to hold hair in place,hold,hold,INTJ,USM
w10045458_kdmc,barrette,used to hold hair in place,hair,hair,NOUN,USM
w10045458_kdmc,barrette,used to hold hair in place,place,place,NOUN,USM
w10045458_kdmc,barrette,used as decoration in hair,used,use,AUX,USM
w10045458_kdmc,barrette,used as decoration in hair,decoration,decorate,VERB,USM
w10045458_kdmc,barrette,used as decoration in hair,hair,hair,NOUN,USM
w10045458_kdmc,optician,eye doctor,eye,eye doctor,NOUN,USM
w10045458_kdmc,optician,subscribes eyeglasses and contacts,subscribes,prescribe,VERB,USM
w10045458_kdmc,optician,subscribes eyeglasses and contacts,eyeglasses,eyeglass,NOUN,USM
w10045458_kdmc,optician,subscribes eyeglasses and contacts,contacts,contact,NOUN,USM
w10045458_kdmc,optician,checks vision,checks,check,VERB,USM
w10045458_kdmc,optician,checks vision,vision,vision,NOUN,USM
w10045458_kdmc,bankbook,passport,passport,passport,NOUN,USM
w10045458_kdmc,bankbook,used to enter another country,used,use,AUX,USM
w10045458_kdmc,bankbook,used to enter another country,enter,enter,VERB,USM
w10045458_kdmc,bankbook,used to enter another country,another,another,DET,USM
w10045458_kdmc,bankbook,used to enter another country,country,country,NOUN,USM
w10045458_kdmc,wiper,used to clean windshield,used,use,AUX,USM
w10045458_kdmc,wiper,used to clean windshield,clean,clean,VERB,USM
w10045458_kdmc,wiper,used to clean windshield,windshield,windshield,AUX,USM
w10045458_kdmc,piss,known as urine,known,know,VERB,USM
w10045458_kdmc,piss,known as urine,urine,urine,NOUN,USM
w10045458_kdmc,piss,used as an adjective or verb of being or describing how angry you areangry,used,use,AUX,USM
w10045458_kdmc,piss,used as an adjective or verb of being or describing how angry you areangry,adjective,adjective,ADJ,USM
w10045458_kdmc,piss,used as an adjective or verb of being or describing how angry you areangry,verb,verb,X,USM
w10045458_kdmc,piss,used as an adjective or verb of being or describing how angry you areangry,describing,describe,VERB,USM
w10045458_kdmc,piss,used as an adjective or verb of being or describing how angry you areangry,angry,angry,ADJ,USM
w10045458_kdmc,piss,used as an adjective or verb of being or describing how angry you areangry,angry,angry,ADJ,USM
w10045458_kdmc,teakwood,a scent,scent,smell,VERB,USM
w10045458_kdmc,teakwood,a type of wood,type,type,NOUN,USM
w10045458_kdmc,teakwood,a type of wood,wood,wood,NOUN,USM
w10045458_kdmc,nursemaid,used to babysit,used,use,AUX,USM
w10045458_kdmc,nursemaid,used to babysit,babysit,babysit,VERB,USM
w10045458_kdmc,worksheet,used to give instructions on something ,used,use,AUX,USM
w10045458_kdmc,worksheet,used to give instructions on something ,give,give,VERB,USM
w10045458_kdmc,worksheet,used to give instructions on something ,instructions,instruct,VERB,USM
w10045458_kdmc,worksheet,used to give instructions on something ,something,something,PRON,USM
w10045458_kdmc,teacup,used to drink tea out of,used,use,AUX,USM
w10045458_kdmc,teacup,used to drink tea out of,drink,drink,VERB,USM
w10045458_kdmc,teacup,used to drink tea out of,tea,tea,NOUN,USM
w10045458_kdmc,teacup,could also be used as a adjective for a dog meaning small,also,also,ADV,USM
w10045458_kdmc,teacup,could also be used as a adjective for a dog meaning small,used,use,AUX,USM
w10045458_kdmc,teacup,could also be used as a adjective for a dog meaning small,adjective,adjective,ADJ,USM
w10045458_kdmc,teacup,could also be used as a adjective for a dog meaning small,dog,dog,NOUN,USM
w10045458_kdmc,teacup,could also be used as a adjective for a dog meaning small,meaning,mean,VERB,USM
w10045458_kdmc,teacup,could also be used as a adjective for a dog meaning small,small,small,ADJ,USM
w10045458_kdmc,thumbnail,used as a nail to place in wall,used,use,AUX,USM
w10045458_kdmc,thumbnail,used as a nail to place in wall,nail,nail,NOUN,USM
w10045458_kdmc,thumbnail,used as a nail to place in wall,place,place,NOUN,USM
w10045458_kdmc,thumbnail,used as a nail to place in wall,wall,wall,NOUN,USM
w10045458_kdmc,thumbnail,used as a representation of images ,used,use,AUX,USM
w10045458_kdmc,thumbnail,used as a representation of images ,representation,represent,VERB,USM
w10045458_kdmc,thumbnail,used as a representation of images ,images,image,NOUN,USM
w10045458_kdmc,wheat,used in bread,used,use,AUX,USM
w10045458_kdmc,wheat,used in bread,bread,bread,NOUN,USM
w10045458_kdmc,wheat,"or food "" healthy choice""",food,food,NOUN,USM
w10045458_kdmc,wheat,"or food "" healthy choice""",healthy,health,VERB,USM
w10045458_kdmc,wheat,"or food "" healthy choice""",choice,choice,NOUN,USM
w10045458_kdmc,workroom,used as a job station,used,use,AUX,USM
w10045458_kdmc,workroom,used as a job station,job,job,NOUN,USM
w10045458_kdmc,workroom,used as a job station,station,station,NOUN,USM
w10045458_kdmc,workroom,store room ,store,store,VERB,USM
w10045458_kdmc,workroom,store room ,room,room,NOUN,USM
w10045458_kdmc,tablecloth,used to cover table to keep from getting dirty,used,use,AUX,USM
w10045458_kdmc,tablecloth,used to cover table to keep from getting dirty,cover,cover,NOUN,USM
w10045458_kdmc,tablecloth,used to cover table to keep from getting dirty,table,table,NOUN,USM
w10045458_kdmc,tablecloth,used to cover table to keep from getting dirty,keep,keep,AUX,USM
w10045458_kdmc,tablecloth,used to cover table to keep from getting dirty,getting,get,AUX,USM
w10045458_kdmc,tablecloth,used to cover table to keep from getting dirty,dirty,dirty,ADJ,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,used,use,AUX,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,apply,apply,VERB,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,something,something,PRON,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,without,without,ADP,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,physically,physically,ADV,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,touching,touch,VERB,USM
w10045458_kdmc,applicator,used to apply something without physically touching with hands,hands,hand,NOUN,USM
w10045458_kdmc,trainer,someone who helps achieve goals,someone,someone,PRON,USM
w10045458_kdmc,trainer,someone who helps achieve goals,helps,help,VERB,USM
w10045458_kdmc,trainer,someone who helps achieve goals,achieve,achieve,VERB,USM
w10045458_kdmc,trainer,someone who helps achieve goals,goals,goal,NOUN,USM
w10045458_kdmc,building,used to store thing,used,use,AUX,USM
w10045458_kdmc,building,used to store thing,store,store,VERB,USM
w10045458_kdmc,building,used to store thing,thing,thing,NOUN,USM
w10045458_kdmc,building,where businesses are located,businesses,business,NOUN,USM
w10045458_kdmc,building,where businesses are located,located,locate,VERB,USM
w10045458_kdmc,walrus,animal,animal,animal,NOUN,USM
w10087251,package,delivered,delivered,deliver,VERB,USM
w10087251,package,stolen,stolen,steal,VERB,USM
w10087251,package,opened,opened,open,VERB,USM
w10087251,package,returned,returned,return,VERB,USM
w10087251,package,shipped,shipped,ship,VERB,USM
w10087251,package,lost,lost,lose,VERB,USM
w10087251,gun,violence,violence,violence,VERB,USM
w10087251,gun,protection,protection,protect,VERB,USM
w10087251,gun,murder,murder,murder,VERB,USM
w10087251,gun,showing off,showing,show,VERB,USM
w10087251,marigold,grown,grown,grow,VERB,USM
w10087251,marigold,enjoyed,enjoyed,enjoy,VERB,USM
w10087251,padding,worn,worn,wear,VERB,USM
w10087251,padding,protects,protects,protect,VERB,USM
w10087251,padding,rips,rips,rip,VERB,USM
w10087251,padding,adds shape,adds,add,VERB,USM
w10087251,padding,adds shape,shape,shape,VERB,USM
w10087251,clipper,cuts,cuts,cut,VERB,USM
w10087251,licence,gives legality,gives,give,VERB,USM
w10087251,licence,gives legality,legality,legality,NOUN,USM
w10087251,licence,driving,driving,drive,VERB,USM
w10087251,licence,drinking,drinking,drink,VERB,USM
w10087251,licence,buying illicit substances,buying,buy,VERB,USM
w10087251,licence,buying illicit substances,illicit,illicit,ADJ,USM
w10087251,licence,buying illicit substances,substances,substance,NOUN,USM
w10087251,licence,renting,renting,rent,VERB,USM
w10087251,swimsuit,worn,worn,wear,VERB,USM
w10087251,swimsuit,swimming,swimming,swimm,VERB,USM
w10087251,swimsuit,tanning,tanning,tanning,VERB,USM
w10087251,swimsuit,showing off,showing,show,VERB,USM
w10087251,supermarket,shopping,shopping,shop,VERB,USM
w10087251,supermarket,browsing,browsing,browse,VERB,USM
w10087251,supermarket,planning,planning,plan,VERB,USM
w10087251,supermarket,stealing,stealing,steal,VERB,USM
w10087251,peony,enjoying,enjoying,enjoy,VERB,USM
w10087251,peony,growing,growing,grow,VERB,USM
w10087251,peony,nurturing,nurturing,nurture,VERB,USM
w10087251,airman,flying,flying,flie,VERB,USM
w10087251,airman,following guidelines,following,follow,VERB,USM
w10087251,airman,following guidelines,guidelines,guideline,NOUN,USM
w10087251,airman,earning,earning,earn,NOUN,USM
w10087251,river,flowing,flowing,flow,VERB,USM
w10087251,river,eroding,eroding,erod,NOUN,USM
w10087251,river,being a habitat,habitat,habitat,NOUN,USM
w10087251,river,flooding,flooding,flood,VERB,USM
w10087251,river,widening,widening,widen,VERB,USM
w10087251,river,experiencing drought,experiencing,experience,NOUN,USM
w10087251,river,experiencing drought,drought,drink,VERB,USM
w10087251,concrete,for building,building,build,VERB,USM
w10087251,concrete,making foundation,making,make,NOUN,USM
w10087251,concrete,making foundation,foundation,foundation,NOUN,USM
w10087251,airplane,transporting,transporting,transport,VERB,USM
w10087251,airplane,flying,flying,flie,VERB,USM
w10087251,alcohol,medicinal use,medicinal,medicinal,ADJ,USM
w10087251,alcohol,medicinal use,use,use,AUX,USM
w10087251,alcohol,leisurely indulgence,leisurely,leisurely,ADV,USM
w10087251,alcohol,leisurely indulgence,indulgence,indulge,VERB,USM
w10087251,alcohol,for cooking and mixology,cooking,cook,VERB,USM
w10087251,alcohol,for cooking and mixology,mix,mix,VERB,USM
w10087251,mathematician,researching,researching,research,VERB,USM
w10087251,mathematician,studying,studying,study,VERB,USM
w10087251,mathematician,solving equations,solving,solve,VERB,USM
w10087251,mathematician,solving equations,equations,equation,NOUN,USM
w10087251,mathematician,proposing ideas,proposing,propose,VERB,USM
w10087251,mathematician,proposing ideas,ideas,idea,NOUN,USM
w10087251,cymbals,for making music,making,make,NOUN,USM
w10087251,cymbals,for making music,music,music,VERB,USM
w10087251,tangerine,eating,eating,eat,VERB,USM
w10087251,tangerine,cooking,cooking,cook,VERB,USM
w10087251,tangerine,growing,growing,grow,VERB,USM
w10087251,log,fire,fire,fire,VERB,USM
w10087251,log,collection,collection,collect,VERB,USM
w10087251,calender,staying organized,staying,stay,VERB,USM
w10087251,calender,staying organized,organized,organize,VERB,USM
w10087251,calender,reminding,reminding,remind,VERB,USM
w10087251,fertilizer,for growing plants,growing,grow,VERB,USM
w10087251,fertilizer,for growing plants,plants,plant,NOUN,USM
w10087251,fertilizer,making bombs,making,make,NOUN,USM
w10087251,fertilizer,making bombs,bombs,bomb,VERB,USM
w10087251,fertilizer,to sell,sell,sell,VERB,USM
w10087251,neckerchief,to clean,clean,clean,VERB,USM
w10087251,toga,for wearing,wearing,wear,VERB,USM
w10087251,toga,costume,costume,costume,VERB,USM
w10087251,toga,ancient garb,ancient,ancient,ADJ,USM
w10087251,toga,ancient garb,garb,garb,NOUN,USM
w10087251,armor,protection,protection,protect,VERB,USM
w10087251,armor,costume,costume,costume,NOUN,USM
w10087251,leaflet,information,information,inform,VERB,USM
w10087251,leaflet,providing graphs and images,providing,provide,VERB,USM
w10087251,leaflet,providing graphs and images,graphs,graph,NOUN,USM
w10087251,leaflet,providing graphs and images,images,image,NOUN,USM
w10087251,leaflet,to be easily distributed,easily,easily,ADV,USM
w10087251,leaflet,to be easily distributed,distributed,distribute,VERB,USM
w10087251,leaflet,easily manufactured,easily,easily,ADV,USM
w10087251,leaflet,easily manufactured,manufactured,manufacture,VERB,USM
w10087251,mantelpiece,holding items,holding,hold,VERB,USM
w10087251,mantelpiece,holding items,items,item,NOUN,USM
w10087251,mantelpiece,decorations,decorations,decorate,VERB,USM
w10087251,mantelpiece,setting an area's theme,setting,set,NOUN,USM
w10087251,mantelpiece,setting an area's theme,theme,theme,NOUN,USM
w10087251,cornflakes,eating,eating,eat,VERB,USM
w10087251,cornflakes,cooking,cooking,cook,VERB,USM
w10087251,dustbin,collects trash,collects,collect,VERB,USM
w10087251,dustbin,collects trash,trash,trash,INTJ,USM
w10087251,handwork,to be completed,completed,complete,VERB,USM
w10087251,crate,holds objects,holds,hold,NOUN,USM
w10087251,crate,holds objects,objects,object,VERB,USM
w10087251,crate,stackable,stack,stack,VERB,USM
w10087251,crate,easily transported,easily,easily,ADV,USM
w10087251,crate,easily transported,transported,transport,VERB,USM
w10163952sbh,crabgrass,pull,pull,pull,VERB,USM
w10163952sbh,crabgrass,cut,cut,cut,VERB,USM
w10163952sbh,cayenne,eat,eat,eat,VERB,USM
w10163952sbh,cayenne,pull,pull,pull,VERB,USM
w10163952sbh,cayenne,break,break,break,VERB,USM
w10163952sbh,cayenne,water,water,water,NOUN,USM
w10163952sbh,cayenne,smell,smell,smell,VERB,USM
w10163952sbh,beefsteak,eat,eat,eat,VERB,USM
w10163952sbh,beefsteak,cook,cook,cook,VERB,USM
w10163952sbh,beefsteak,grill,grill,grill,VERB,USM
w10163952sbh,beefsteak,cut,cut,cut,VERB,USM
w10163952sbh,screen,watch,watch,watch,VERB,USM
w10163952sbh,screen,break,break,break,VERB,USM
w10163952sbh,screen,touch,touch,touch,VERB,USM
w10163952sbh,screen,clean,clean,clean,VERB,USM
w10163952sbh,schoolwork,finish,finish,finish,VERB,USM
w10163952sbh,schoolwork,assign,assign,assign,VERB,USM
w10163952sbh,schoolwork,bring,bring,bring,VERB,USM
w10163952sbh,conch,blow,blow,blow,VERB,USM
w10163952sbh,conch,break,break,break,VERB,USM
w10163952sbh,conch,grab,grab,grab,VERB,USM
w10163952sbh,committeewoman,talk,talk,talk,VERB,USM
w10163952sbh,committeewoman,meet,meet,meet,VERB,USM
w10163952sbh,committeewoman,listen,listen,listen,VERB,USM
w10163952sbh,colt,fire,fire,fire,VERB,USM
w10163952sbh,garland,walk,walk,walk,VERB,USM
w10163952sbh,goulash,carry,carry,carry,VERB,USM
w10163952sbh,pumpernickel,fill,fill,fill,VERB,USM
w10163952sbh,dipper,pet,pet,pet,VERB,USM
w10163952sbh,breeches,hit,hit,hit,VERB,USM
w10163952sbh,workshop,attend,attend,attend,VERB,USM
w10163952sbh,tomahawk,wear,wear,wear,VERB,USM
w10163952sbh,buttonhook,put on,put,put,VERB,USM
w10163952sbh,scribbling,draw,draw,dree,VERB,USM
w10163952sbh,smoothie,make,make,make,VERB,USM
w10163952sbh,smoothie,drink,drink,drink,VERB,USM
w10163952sbh,smoothie,mix,mix,mix,VERB,USM
w10163952sbh,plaything,play,play,play,VERB,USM
w10163952sbh,cowhide,brush,brush,brush,VERB,USM
w10163952sbh,rucksack,carry,carry,carry,VERB,USM
w10163952sbh,chalet,live,live,live,VERB,USM
w10163952sbh,chalet,decorate,decorate,decorate,VERB,USM
w10163952sbh,stage,perform,perform,perform,VERB,USM
w10163952sbh,stage,dance,dance,dance,VERB,USM
w10163952sbh,stage,sing,sing,se,VERB,USM
w10163952sbh,stage,play,play,play,VERB,USM
w10163952sbh,armoire,enter,enter,enter,VERB,USM
w10163952sbh,armoire,collect,collect,collect,VERB,USM
w10163952sbh,photocopier,print,print,print,VERB,USM
w10163952sbh,coat,put on,put,put,VERB,USM
w10163952sbh,coat,wash,wash,wash,VERB,USM
w10163952sbh,flaxseed,plant,plant,plant,VERB,USM
w10163952sbh,school,attend,attend,attend,VERB,USM
w10163952sbh,school,study,study,study,VERB,USM
w10163952sbh,dye,color,color,color,VERB,USM
W10170915,paintbrush,painting,painting,paint,VERB,USM
W10170915,paintbrush,arts and crafts,arts,arts,NOUN,USM
W10170915,paintbrush,arts and crafts,crafts,craft,VERB,USM
W10170915,paintbrush,toddler distraction,toddler,toddler,NOUN,USM
W10170915,paintbrush,toddler distraction,distraction,distract,VERB,USM
W10170915,paintbrush,cleaning,cleaning,clean,VERB,USM
W10170915,thong,underwear,underwear,underwear,ADJ,USM
W10170915,thong,sling shot,sling,sl,VERB,USM
W10170915,thong,sling shot,shot,sling shot,VERB,USM
W10170915,thong,string,string,str,VERB,USM
W10170915,thong,fastening agent,fastening,fasten,VERB,USM
W10170915,thong,fastening agent,agent,agent,NOUN,USM
W10170915,thong,hair tie ,hair,hair tie,VERB,USM
W10170915,bowling,activity,activity,activity,NOUN,USM
W10170915,bowling,birthday party,birthday,birthday,NOUN,USM
W10170915,bowling,birthday party,party,party,NOUN,USM
W10170915,bowling,celebration,celebration,celebrate,VERB,USM
W10170915,ant,science experiment,science,science,NOUN,USM
W10170915,ant,science experiment,experiment,experiment,VERB,USM
W10170915,ant,learning experience,learning,learn,VERB,USM
W10170915,ant,learning experience,experience,experience,NOUN,USM
W10170915,ant,firestarter,fire,fire,VERB,USM
W10170915,ant,firestarter,starter,starter,NOUN,USM
W10170915,ant,enemy punisher,enemy,enemy,NOUN,USM
W10170915,ant,enemy punisher,punish,punish,VERB,USM
W10170915,ant,blister creater,blister,blister,NOUN,USM
W10170915,ant,blister creater,create,create,VERB,USM
W10170915,sledge,construction,construction,construct,VERB,USM
W10170915,sledge,demolition,demolition,demolish,VERB,USM
W10170915,sledge,tent stake hammer,tent,tent,NOUN,USM
W10170915,sledge,tent stake hammer,stake,stake,VERB,USM
W10170915,sledge,tent stake hammer,hammer,hammer,VERB,USM
W10170915,sledge,log splitter,log,log,VERB,USM
W10170915,sledge,log splitter,split,split,VERB,USM
W10170915,sledge,sword hammer,sword,sword,NOUN,USM
W10170915,sledge,sword hammer,hammer,hammer,VERB,USM
W10170915,sledge,weapon,weapon,weapon,VERB,USM
W10170915,sledge,cane,cane,cane,VERB,USM
W10170915,sledge,dirt tiller,dirt,dirt,NOUN,USM
W10170915,sledge,dirt tiller,tiller,till,VERB,USM
W10170915,sledge,rock smasher,rock,rock,NOUN,USM
W10170915,sledge,rock smasher,smasher,smash,VERB,USM
W10170915,workbench,picnic table,picnic,picnic,ADJ,USM
W10170915,workbench,picnic table,table,table,VERB,USM
W10170915,workbench,craft table,craft,craft,ADJ,USM
W10170915,workbench,craft table,table,table,VERB,USM
W10170915,workbench,blanket fort construction,blanket,blanket,NOUN,USM
W10170915,workbench,blanket fort construction,fort,fort,NOUN,USM
W10170915,workbench,blanket fort construction,construction,construct,VERB,USM
W10170915,workbench,buffet table,buffet,buffet,ADJ,USM
W10170915,workbench,buffet table,table,table,VERB,USM
W10170915,workbench,sewing table,sewing,sew,VERB,USM
W10170915,workbench,sewing table,table,table,VERB,USM
W10170915,workbench,flotation device,flotation,float,VERB,USM
W10170915,workbench,flotation device,device,device,NOUN,USM
W10170915,workbench,yard decoration,yard,yard,X,USM
W10170915,workbench,yard decoration,decoration,decorate,VERB,USM
W10170915,workbench,potting table,potting,pot,VERB,USM
W10170915,workbench,potting table,table,table,VERB,USM
W10170915,workbench,swing,swing,swing,VERB,USM
W10170915,workbench,firewood,firewood,firewood,NOUN,USM
W10170915,cuttlefish,food,food,food,VERB,USM
W10170915,cuttlefish,fishing bait,fishing,fish,AUX,USM
W10170915,cuttlefish,fishing bait,bait,bait,VERB,USM
W10170915,cuttlefish,animal food,animal,animal,NOUN,USM
W10170915,cuttlefish,animal food,food,food,NOUN,USM
W10170915,cuttlefish,fertilizer,fertilizer,fertilize,VERB,USM
W10170915,cuttlefish,fish stock base,fish,fish,NOUN,USM
W10170915,cuttlefish,fish stock base,stock,stock,NOUN,USM
W10170915,cuttlefish,fish stock base,base,base,NOUN,USM
W10170915,cuttlefish,pet,pet,pet,VERB,USM
W10170915,cuttlefish,science experiment,science,science,NOUN,USM
W10170915,cuttlefish,science experiment,experiment,experiment,VERB,USM
W10170915,cuttlefish,still life subject,still,still,ADV,USM
W10170915,cuttlefish,still life subject,life,life,NOUN,USM
W10170915,cuttlefish,still life subject,subject,subject,NOUN,USM
W10170915,wreath,decoration,decoration,decorate,VERB,USM
W10170915,wreath,hat,hat,hat,VERB,USM
W10170915,wreath,costume piece,costume,costume,NOUN,USM
W10170915,wreath,costume piece,piece,piece,NOUN,USM
W10170915,wreath,swing,swing,swing,VERB,USM
W10170915,wreath,pendulum,pendulum,pendulum,NOUN,USM
W10170915,wreath,firestarter,fire,fire,VERB,USM
W10170915,wreath,firestarter,starter,starter,NOUN,USM
W10170915,wreath,bracelet,bracelet,bracelet,NOUN,USM
W10170915,wreath,skirt,skirt,skirt,NOUN,USM
W10170915,wreath,pretend play prop,pretend,pretend,VERB,USM
W10170915,wreath,pretend play prop,play,play,VERB,USM
