Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
10064738KL,kiwi,cut,cut,cut,VERB,USM
10064738KL,kiwi,serve,serve,serve,VERB,USM
10064738KL,kiwi,throw away,throw,throw away,VERB,USM
10064738KL,kiwi,throw away,away,away,ADV,USM
10064738KL,drawers,open,open,open,VERB,USM
10064738KL,drawers,close,close,close,VERB,USM
10064738KL,drawers,fill,fill,fill,VERB,USM
10064738KL,drawers,empty,empty,empty,VERB,USM
10064738KL,drawers,store,store,store,VERB,USM
10064738KL,stepchild,nurture,nurture,nurture,VERB,USM
10064738KL,stepchild,neglect,neglect,neglect,VERB,USM
10064738KL,stepchild,feed,feed,feed,VERB,USM
10064738KL,stepchild,bathe,bathe,bathe,VERB,USM
10064738KL,stepchild,care,care,care,VERB,USM
10064738KL,saffron,spice,spice,spice,VERB,USM
10064738KL,saffron,season,season,season,VERB,USM
10064738KL,saffron,cook,cook,cake,VERB,USM
10064738KL,saffron,smell,smell,smell,VERB,USM
10064738KL,seaplane,fly,fly,fly,VERB,USM
10064738KL,seaplane,ride,ride,ride,VERB,USM
10064738KL,seaplane,watch,watch,watch,VERB,USM
10064738KL,seaplane,fuel,fuel,fuel,VERB,USM
10064738KL,seaplane,maintain,maintain,maintain,VERB,USM
10064738KL,seaplane,load,load,load,VERB,USM
10064738KL,whiskers,pluck,pluck,pluck,VERB,USM
10064738KL,whiskers,pet,pet,pet,VERB,USM
10064738KL,dartboard,aim,aim,aim,VERB,USM
10064738KL,dartboard,shoot,shoot,shoot,VERB,USM
10064738KL,dartboard,score,score,score,VERB,USM
10064738KL,wool,knit,knit,knit,VERB,USM
10064738KL,wool,wear,wear,wear,VERB,USM
10064738KL,wool,crochet,crochet,crochet,VERB,USM
10064738KL,wool,mend,mend,mend,VERB,USM
10064738KL,wool,sheer,sheer,sheer,VERB,USM
10064738KL,shoestring,tie,tie,tie,VERB,USM
10064738KL,shoestring,loosen,loosen,loosen,VERB,USM
10064738KL,shoestring,wash,wash,wash,VERB,USM
10064738KL,shoelace,tie,tie,tie,VERB,USM
10064738KL,shoelace,loosen,loosen,loosen,VERB,USM
10064738KL,shoelace,wash,wash,wash,VERB,USM
10064738KL,puppet,manipulate,manipulate,manipulate,VERB,USM
10064738KL,puppet,watch,watch,watch,VERB,USM
10064738KL,puppet,listen,listen,listen,VERB,USM
10064738KL,ball,bounce,bounce,bounce,VERB,USM
10064738KL,ball,throw,throw,throw,VERB,USM
10064738KL,ball,shoot,shoot,shoot,VERB,USM
10064738KL,ball,hit,hit,hit,VERB,USM
10064738KL,ball,watch,watch,watch,VERB,USM
10064738KL,ball,kick,kick,kick,VERB,USM
10064738KL,ball,dribble,dribble,dribble,VERB,USM
10067639AS,leech,attaching to humans,attaching,attach,VERB,USM
10067639AS,leech,attaching to humans,humans,human,NOUN,USM
10067639AS,leech,drinking blood,drinking,drink,VERB,USM
10067639AS,leech,drinking blood,blood,blood,NOUN,USM
10067639AS,kitten,petting,petting,pet,VERB,USM
10067639AS,kitten,purring,purring,purr,VERB,USM
10067639AS,kitten,licking,licking,lick,VERB,USM
10067639AS,kitten,running,running,run,VERB,USM
10067639AS,parka,jacket,jacket,jacket,VERB,USM
10067639AS,parka,blanket,blanket,blanket,VERB,USM
10067639AS,parka,pillow,pillow,pillow,VERB,USM
10067639AS,parka,shirt,shirt,shirt,VERB,USM
10067639AS,parka,sleeping bag,sleeping,sleeping bag,VERB,USM
10067639AS,sleigh,pulling things,pulling,pull,VERB,USM
10067639AS,sleigh,pulling things,things,thing,NOUN,USM
10067639AS,sleigh,riding,riding,ride,VERB,USM
10067639AS,sleigh,sliding down hills,sliding,slide,VERB,USM
10067639AS,sleigh,sliding down hills,hills,hill,NOUN,USM
10067639AS,fingerboard,drawing,drawing,drawe,VERB,USM
10067639AS,wastebasket,trash,trash,trash,VERB,USM
10067639AS,aftershave,face,face,face,NOUN,USM
10067639AS,aftershave,legs,legs,leg,NOUN,USM
10067639AS,aftershave,arms ,arms,arms,NOUN,USM
10067639AS,feline,hunting,hunting,hunt,VERB,USM
10067639AS,feline,pet,pet,pet,NOUN,USM
10067639AS,bookseller,buy books,buy,buy,VERB,USM
10067639AS,bookseller,buy books,books,book,NOUN,USM
10067639AS,jacket,warmth,warmth,warm,VERB,USM
10067639AS,jacket,pillow,pillow,pillow,VERB,USM
10067639AS,jacket,blaket,blanket,blanket,VERB,USM
10067639AS,jacket,sleeping mat,sleeping,sleeping mat,VERB,USM
10067639AS,gingersnap,cooking,cooking,cook,VERB,USM
10067639AS,gingersnap,drinks,drinks,drink,VERB,USM
10067639AS,gingersnap,medicine,medicine,medicine,NOUN,USM
10067639AS,nutshell,food,food,food,NOUN,USM
10067639AS,chapel,praise,praise,praise,VERB,USM
10067639AS,chapel,worship,worship,worship,VERB,USM
10067639AS,chapel,church,church,church,NOUN,USM
10067639AS,chapel,gatheirng,gather,gather,VERB,USM
10067639AS,chapel,fellowship,fellowship,fellowship,VERB,USM
10067639AS,doorknob,access a room,access,access,NOUN,USM
10067639AS,doorknob,access a room,room,room,NOUN,USM
10067639AS,doorknob,turn,turn,turn,VERB,USM
10067639AS,doorknob,grab,grab,grab,VERB,USM
10067639AS,memorabilia,to remember someone or something,remember,remember,VERB,USM
10067639AS,memorabilia,to remember someone or something,someone,someone,PRON,USM
10067639AS,memorabilia,to remember someone or something,something,something,PRON,USM
10067639AS,spice,cooking,cooking,cook,NOUN,USM
10067639AS,rum,drinking,drinking,drink,VERB,USM
10067639AS,frame,put a picture inside ,put,put,VERB,USM
10067639AS,frame,put a picture inside ,picture,picture,NOUN,USM
10067639AS,frame,put a picture inside ,inside,inside,ADV,USM
10067639AS,handbook,read rules and regualtions,read,read,VERB,USM
10067639AS,handbook,read rules and regualtions,rules,rule,NOUN,USM
10067639AS,handbook,read rules and regualtions,regulate,regulate,VERB,USM
10067639AS,kid,chores,chores,chore,NOUN,USM
10067639AS,kid,work,work,work,NOUN,USM
10067639AS,bubble,blow,blow,blow,VERB,USM
10067639AS,bubble,bathe,bathe,bathe,VERB,USM
10067639AS,drill,to fix something,fix,fix,VERB,USM
10067639AS,drill,to fix something,something,something,PRON,USM
10067639AS,drill,drill underground,drill,drill,VERB,USM
10067639AS,drill,drill underground,underground,underground,ADJ,USM
10067639AS,washerwoman,wash clothes,wash,wash,VERB,USM
10067639AS,washerwoman,wash clothes,clothes,clothes,NOUN,USM
10067639AS,caddy,carry items,carry,carry,VERB,USM
10067639AS,caddy,carry items,items,item,NOUN,USM
10067639AS,mincemeat,cut up meat,cut,cut,VERB,USM
10067639AS,mincemeat,cut up meat,meat,meat,NOUN,USM
10067639AS,gearbox,hold your gear,hold,hold,VERB,USM
10067639AS,gearbox,hold your gear,gear,gear,NOUN,USM
10067639AS,wart,serves no use,use,use,VERB,USM
10067639AS,headphones,listen to music,listen,listen,VERB,USM
10067639AS,headphones,listen to music,music,music,VERB,USM
10067639AS,headphones,lectures,lectures,lecture,NOUN,USM
10067639AS,headphones,podcsts,podcast,podcast,NOUN,USM
10067639AS,headphones,sermons,sermons,sermon,NOUN,USM
10067639AS,groom,cut or bathe humans hair or animal hair,cut,cut,VERB,USM
10067639AS,groom,cut or bathe humans hair or animal hair,bathe,bathe,VERB,USM
10067639AS,groom,cut or bathe humans hair or animal hair,humans,human,NOUN,USM
10067639AS,groom,cut or bathe humans hair or animal hair,hair,hair,NOUN,USM
10067639AS,groom,cut or bathe humans hair or animal hair,animal,animal,NOUN,USM
10067639AS,groom,cut or bathe humans hair or animal hair,hair,hair,NOUN,USM
1006869SJ,jean,wear,wear,wear,VERB,USM
1006869SJ,jean,make,make,make,VERB,USM
1006869SJ,lake,swim,swim,swim,VERB,USM
1006869SJ,lake,fish,fish,fish,VERB,USM
1006869SJ,easel,draw,draw,dree,VERB,USM
1006869SJ,easel,paint,paint,paint,VERB,USM
1006869SJ,linen,sheets,sheets,sheet,NOUN,USM
1006869SJ,linen,clothes,clothes,clothes,NOUN,USM
1006869SJ,thigh,chicken,chicken,chicken,NOUN,USM
1006869SJ,satin,pillows,pillows,pillow,NOUN,USM
1006869SJ,raindrop,water,water,water,NOUN,USM
1006869SJ,spatula,cook,cook,cake,VERB,USM
1006869SJ,spatula,stir,stir,stir,VERB,USM
1006869SJ,collar,dog,dog,dog,NOUN,USM
1006869SJ,collar,id,id,identify,VERB,USM
1006869SJ,cellar,wine,wine,wine,NOUN,USM
1006869SJ,cellar,basement,basement,basement,NOUN,USM
1006869SJ,scientist,chemicals,chemicals,chemical,NOUN,USM
1006869SJ,pole,flag,flag,flag,NOUN,USM
1006869SJ,apprentice,sidekick,sidekick,sidekick,NOUN,USM
1006869SJ,soap,wash,wash,wash,VERB,USM
1006869SJ,soap,clean,clean,clean,VERB,USM
1006869SJ,lip,chapstick,chapstick,chapstick,NOUN,USM
1006869SJ,nickel,currency,currency,currency,NOUN,USM
1006869SJ,note,write,write,write,VERB,USM
1006869SJ,note,pass,pass,pass,VERB,USM
1006869SJ,cocaine,bad,bad,bad,ADJ,USM
1006869SJ,policewoman,authority,authority,authority,NOUN,USM
1006869SJ,stoop,hill,hill,hill,ADV,USM
1006869SJ,coal,fire,fire,fire,VERB,USM
1006869SJ,sardine,fish,fish,fish,VERB,USM
1006869SJ,genital,private,private,private,ADJ,USM
1006869SJ,paraphernalia,substance,substance,substance,NOUN,USM
10109717DF,goggle,safety,safety,safety,VERB,USM
10109717DF,goggle,diving,diving,dive,NOUN,USM
10109717DF,goggle,swimming,swimming,swimm,VERB,USM
10109717DF,clamp,hold things together,hold,hold,VERB,USM
10109717DF,clamp,hold things together,things,thing,NOUN,USM
10109717DF,clamp,hold things together,together,together,ADV,USM
10109717DF,clamp,close something,close,close,VERB,USM
10109717DF,clamp,close something,something,something,PRON,USM
10109717DF,clamp,shut something off,shut,shut,VERB,USM
10109717DF,clamp,shut something off,something,something,PRON,USM
10109717DF,limes,make juice,make,make,VERB,USM
10109717DF,limes,make juice,juice,juice,VERB,USM
10109717DF,limes,limeade,limeade,limeade,NOUN,USM
10109717DF,limes,seasoning,seasoning,season,VERB,USM
10109717DF,limes,salad dressing,salad,salad,NOUN,USM
10109717DF,limes,salad dressing,dressing,dressing,NOUN,USM
10109717DF,limes,make a dessert ,make,make,VERB,USM
10109717DF,limes,make a dessert ,dessert,dessert,NOUN,USM
10109717DF,workbench,studying,studying,study,VERB,USM
10109717DF,workbench,building,building,build,VERB,USM
10109717DF,workbench,crafting,crafting,craft,NOUN,USM
10109717DF,workbench,sketching,sketching,sketch,VERB,USM
10109717DF,workbench,lounging,lounging,lounge,VERB,USM
10109717DF,workbench,storage,storage,store,VERB,USM
10109717DF,pipe,plumbing,plumbing,plumb,VERB,USM
10109717DF,pipe,water drainage,water,water,NOUN,USM
10109717DF,pipe,water drainage,drainage,drain,VERB,USM
10109717DF,pipe,ac units,ac,ac,X,USM
10109717DF,pipe,ac units,units,unit,NOUN,USM
10109717DF,pipe,oil rigging,oil,oil,NOUN,USM
10109717DF,pipe,oil rigging,rigging,rig,VERB,USM
10109717DF,buttonhole,fastening,fastening,fasten,VERB,USM
10109717DF,blackheads,popping,popping,pop,VERB,USM
10109717DF,livestock,meat,meat,meat,NOUN,USM
10109717DF,livestock,milking,milking,milk,NOUN,USM
10109717DF,livestock,pets,pets,pets,NOUN,USM
10109717DF,livestock,breeding,breeding,breed,VERB,USM
10109717DF,livestock,selling,selling,sell,VERB,USM
10109717DF,fig,jam,jam,jam,NOUN,USM
10109717DF,fig,jelly,jelly,jelly,ADV,USM
10109717DF,fig,marmalade,marmalade,marmalade,NOUN,USM
10109717DF,fig,juice,juice,juice,VERB,USM
10109717DF,fig,baking,baking,bake,VERB,USM
10109717DF,fig,preserves,preserves,preserve,VERB,USM
10109717DF,rye,make flour,make,make,VERB,USM
10109717DF,rye,make flour,flour,flour,NOUN,USM
10109717DF,rye,make bread,make,make,VERB,USM
10109717DF,rye,make bread,bread,bread,NOUN,USM
10109717DF,rye,make desserts,make,make,VERB,USM
10109717DF,rye,make desserts,desserts,dessert,NOUN,USM
10109717DF,timber,burning,burning,burn,VERB,USM
10109717DF,timber,building ,building,build,VERB,USM
10109717DF,putty,toy,toy,toy,NOUN,USM
10109717DF,putty,hang something on the wall,hang,hang,VERB,USM
10109717DF,putty,hang something on the wall,something,something,PRON,USM
10109717DF,putty,hang something on the wall,wall,wall,NOUN,USM
10109717DF,putty,stop drainage,stop,stop,VERB,USM
10109717DF,putty,stop drainage,drainage,drain,VERB,USM
10109717DF,putty,filling in holes/cracks ,filling,fill,VERB,USM
10109717DF,putty,filling in holes/cracks ,holes,hole,NOUN,USM
10109717DF,putty,filling in holes/cracks ,cracks,crack,NOUN,USM
10109717DF,plumber,fixing septic system,fixing,fix,VERB,USM
10109717DF,plumber,fixing septic system,septic,septic,ADJ,USM
10109717DF,plumber,fixing septic system,system,system,NOUN,USM
10109717DF,plumber,installing new piping,installing,install,VERB,USM
10109717DF,plumber,installing new piping,new,new,ADJ,USM
10109717DF,plumber,installing new piping,piping,piping,NOUN,USM
10109717DF,plumber,removing old piping,removing,remove,VERB,USM
10109717DF,plumber,removing old piping,old,old,ADJ,USM
10109717DF,plumber,removing old piping,piping,piping,NOUN,USM
10109717DF,stepparent,friend,friend,friend,NOUN,USM
10109717DF,stepparent,parent,parent,parent,NOUN,USM
10109717DF,stepparent,money,money,money,NOUN,USM
10109717DF,cavalryman,fight in battle,fight,fight,VERB,USM
10109717DF,cavalryman,fight in battle,battle,battle,VERB,USM
10109717DF,cavalryman,comrade,comrade,comrade,NOUN,USM
10109717DF,cavalryman,send messages,send,send,VERB,USM
10109717DF,cavalryman,send messages,messages,message,VERB,USM
10109717DF,cavalryman,patrolling ,patrolling,patrol,VERB,USM
10109717DF,gatekeeper,protection,protection,protect,VERB,USM
10112107jf,money,buy things,buy,buy,VERB,USM
10112107jf,money,buy things,things,thing,NOUN,USM
10112107jf,money,look at,look,look,VERB,USM
10112107jf,money,learn history,learn,learn,VERB,USM
10112107jf,money,learn history,history,history,NOUN,USM
10112107jf,essay,write,write,write,VERB,USM
10112107jf,essay,test knowledge,test,test,NOUN,USM
10112107jf,essay,test knowledge,knowledge,knowledge,NOUN,USM
10112107jf,essay,grammar skills,grammar,grammar,NOUN,USM
10112107jf,essay,grammar skills,skills,skill,NOUN,USM
10112107jf,essay,for fun,fun,fun,NOUN,USM
10112107jf,essay,read,read,read,VERB,USM
10112107jf,rod,weapon,weapon,weapon,VERB,USM
10112107jf,rod,house construction,house,house,NOUN,USM
10112107jf,rod,house construction,construction,construction,NOUN,USM
10112107jf,rod,plumbing,plumbing,plumb,VERB,USM
10112107jf,rod,exercise tool,exercise,exercise,VERB,USM
10112107jf,rod,exercise tool,tool,tool,VERB,USM
10112107jf,investigator,find people,find,find,VERB,USM
10112107jf,investigator,find people,people,people,NOUN,USM
10112107jf,investigator,find objects,find,find,VERB,USM
10112107jf,investigator,find objects,objects,object,VERB,USM
10112107jf,investigator,look for clues,look,look,VERB,USM
10112107jf,investigator,look for clues,clues,clue,NOUN,USM
10112107jf,investigator,solve crimes,solve,solve,NOUN,USM
10112107jf,investigator,solve crimes,crimes,crime,NOUN,USM
10112107jf,grandma,love,love,love,NOUN,USM
10112107jf,grandma,money,money,money,NOUN,USM
10112107jf,grandma,presents,presents,present,NOUN,USM
10112107jf,grandma,a house,house,house,NOUN,USM
10112107jf,grandma,cooking for you,cooking,cook,VERB,USM
10112107jf,thermometer,tell temperature,tell,tell,VERB,USM
10112107jf,thermometer,tell temperature,temperature,temperature,NOUN,USM
10112107jf,thermometer,decoration,decoration,decorate,VERB,USM
10112107jf,keyboard,typing,typing,type,VERB,USM
10112107jf,keyboard,decoration,decoration,decorate,VERB,USM
10112107jf,lifeboat,float on water,float,float,VERB,USM
10112107jf,lifeboat,float on water,water,water,NOUN,USM
10112107jf,lifeboat,a bed,bed,bed,NOUN,USM
10112107jf,newlyweds,love,love,love,VERB,USM
10112107jf,newlyweds,marriage,marriage,marriage,NOUN,USM
10112107jf,newlyweds,weddings,weddings,wedding,NOUN,USM
10112107jf,newlyweds,fun ,fun,fun,NOUN,USM
10112107jf,sibling,money,money,money,NOUN,USM
10112107jf,sibling,car rides,car,car,NOUN,USM
10112107jf,sibling,car rides,rides,ride,NOUN,USM
10112107jf,sibling,advice,advice,advice,NOUN,USM
10112107jf,sibling,make life interesting,make,make,VERB,USM
10112107jf,sibling,make life interesting,life,life,NOUN,USM
10112107jf,sibling,make life interesting,interesting,interesting,ADJ,USM
10112107jf,sibling,arguing,arguing,argue,VERB,USM
10112107jf,sibling,fighting,fighting,fight,VERB,USM
10112107jf,sibling,steal clothes,steal,steal,VERB,USM
10112107jf,sibling,steal clothes,clothes,clothes,NOUN,USM
10112107jf,sibling,attention from parents,attention,attention,NOUN,USM
10112107jf,sibling,attention from parents,parents,parent,NOUN,USM
10112107jf,slut,sex,sex,sex,VERB,USM
10112107jf,flounder,sea decorations,sea,sea,NOUN,USM
10112107jf,flounder,sea decorations,decorations,decorate,VERB,USM
10112107jf,claw,grab things,grab,grab,VERB,USM
10112107jf,claw,grab things,things,thing,NOUN,USM
10112107jf,claw,eat,eat,eat,VERB,USM
10112107jf,claw,produces pain,produces,produces,NOUN,USM
10112107jf,claw,produces pain,pain,pain,NOUN,USM
10112107jf,racket,tennis,tennis,tennis,VERB,USM
10112107jf,racket,hit things,hit,hit,VERB,USM
10112107jf,racket,hit things,things,thing,NOUN,USM
10112107jf,racket,games for kids,games,game,NOUN,USM
10112107jf,racket,games for kids,kids,kid,NOUN,USM
10112107jf,racket,decorations,decorations,decorate,VERB,USM
10112107jf,corridor,walk through,walk,walk,VERB,USM
10112107jf,corridor,decorate,decorate,decorate,VERB,USM
10112107jf,corridor,get from one room to another,get,get,VERB,USM
10112107jf,corridor,get from one room to another,one,one,NUM,USM
10112107jf,corridor,get from one room to another,room,room,NOUN,USM
10112107jf,corridor,get from one room to another,another,another,DET,USM
10112107jf,restaurant,eat,eat,eat,VERB,USM
10112107jf,restaurant,talk with people,talk,talk,VERB,USM
10112107jf,restaurant,talk with people,people,people,NOUN,USM
10112107jf,restaurant,meet people,meet,meet,VERB,USM
10112107jf,restaurant,meet people,people,people,NOUN,USM
