Username,Condition.Description,Stimuli.Cue,Procedure.Trial.Type,affordance_parsed,word,lemma,POS,Source
AllieBorcherts,Version 15,apartment,BOI,privacy,privacy,privacy,NOUN,Clemson
AllieBorcherts,Version 15,slut,BOI,sexual activity,sex,sex,VERB,Clemson
AllieBorcherts,Version 15,slut,BOI,gossip,gossip,gossip,VERB,Clemson
AllieBorcherts,Version 15,newlyweds,BOI,happiness,happiness,happiness,NOUN,Clemson
AllieBorcherts,Version 15,newlyweds,BOI,free things,free,free,ADJ,Clemson
AllieBorcherts,Version 15,newlyweds,BOI,free things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,claw,BOI,scratch,scratch,scratch,VERB,Clemson
AllieBorcherts,Version 15,claw,BOI,threaten,threaten,threaten,VERB,Clemson
AllieBorcherts,Version 15,claw,BOI,grab something,grab,grab,VERB,Clemson
AllieBorcherts,Version 15,claw,BOI,grab something,something,something,PRON,Clemson
AllieBorcherts,Version 15,claw,BOI,poke something,poke,poke,VERB,Clemson
AllieBorcherts,Version 15,claw,BOI,poke something,something,something,PRON,Clemson
AllieBorcherts,Version 15,flounder,BOI,eat,eat,eat,VERB,Clemson
AllieBorcherts,Version 15,flounder,BOI,catch,catch,catch,VERB,Clemson
AllieBorcherts,Version 15,flounder,BOI,look at,look,look,VERB,Clemson
AllieBorcherts,Version 15,newsstand,BOI,buying news and magazines,buying,buy,VERB,Clemson
AllieBorcherts,Version 15,newsstand,BOI,buying news and magazines,news,news,NOUN,Clemson
AllieBorcherts,Version 15,newsstand,BOI,buying news and magazines,magazines,magazine,NOUN,Clemson
AllieBorcherts,Version 15,newsstand,BOI,gossip,gossip,gossip,VERB,Clemson
AllieBorcherts,Version 15,newsstand,BOI,dropping breaking news,dropping,drop,NOUN,Clemson
AllieBorcherts,Version 15,newsstand,BOI,dropping breaking news,breaking,break,NOUN,Clemson
AllieBorcherts,Version 15,newsstand,BOI,dropping breaking news,news,news,NOUN,Clemson
AllieBorcherts,Version 15,rod,BOI,hanging things,hanging,hang,VERB,Clemson
AllieBorcherts,Version 15,rod,BOI,hanging things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,rod,BOI,separate things,separate,separate,VERB,Clemson
AllieBorcherts,Version 15,rod,BOI,separate things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,rod,BOI,drying things,drying,dry,NOUN,Clemson
AllieBorcherts,Version 15,rod,BOI,drying things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,parachutist,BOI,jump out of planes,jump,jump,VERB,Clemson
AllieBorcherts,Version 15,parachutist,BOI,jump out of planes,planes,plane,NOUN,Clemson
AllieBorcherts,Version 15,corridor,BOI,walking through,walking,walk,VERB,Clemson
AllieBorcherts,Version 15,corridor,BOI,connector,connector,connect,VERB,Clemson
AllieBorcherts,Version 15,corridor,BOI,place to decorate,place,place,NOUN,Clemson
AllieBorcherts,Version 15,corridor,BOI,place to decorate,decorate,decorate,VERB,Clemson
AllieBorcherts,Version 15,sibling,BOI,fun,fun,fun,VERB,Clemson
AllieBorcherts,Version 15,sibling,BOI,built-in playmate,built,build,VERB,Clemson
AllieBorcherts,Version 15,sibling,BOI,built-in playmate,playmate,playmate,NOUN,Clemson
AllieBorcherts,Version 15,sibling,BOI,emotional support,emotional,emotional,ADJ,Clemson
AllieBorcherts,Version 15,sibling,BOI,emotional support,support,support,VERB,Clemson
AllieBorcherts,Version 15,investigator,BOI,solve things,solve,solve,VERB,Clemson
AllieBorcherts,Version 15,investigator,BOI,solve things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,investigator,BOI,inform people on findings,inform,inform,VERB,Clemson
AllieBorcherts,Version 15,investigator,BOI,inform people on findings,people,people,NOUN,Clemson
AllieBorcherts,Version 15,investigator,BOI,inform people on findings,findings,find,VERB,Clemson
AllieBorcherts,Version 15,investigator,BOI,used to find details,used,use,VERB,Clemson
AllieBorcherts,Version 15,investigator,BOI,used to find details,find,find,VERB,Clemson
AllieBorcherts,Version 15,investigator,BOI,used to find details,details,detail,VERB,Clemson
AllieBorcherts,Version 15,grandma,BOI,cookies,cookies,cookie,NOUN,Clemson
AllieBorcherts,Version 15,grandma,BOI,cute gifts,cute,cute,ADJ,Clemson
AllieBorcherts,Version 15,grandma,BOI,cute gifts,gifts,gift,NOUN,Clemson
AllieBorcherts,Version 15,grandma,BOI,love,love,love,NOUN,Clemson
AllieBorcherts,Version 15,cap,BOI,sun protection,sun,sun,NOUN,Clemson
AllieBorcherts,Version 15,cap,BOI,sun protection,protection,protect,VERB,Clemson
AllieBorcherts,Version 15,cap,BOI,warm,warm,warm,VERB,Clemson
AllieBorcherts,Version 15,cap,BOI,bad hair day prevention,bad,bad,ADJ,Clemson
AllieBorcherts,Version 15,cap,BOI,bad hair day prevention,hair,hair,NOUN,Clemson
AllieBorcherts,Version 15,cap,BOI,bad hair day prevention,day,day,NOUN,Clemson
AllieBorcherts,Version 15,cap,BOI,bad hair day prevention,prevention,prevent,VERB,Clemson
AllieBorcherts,Version 15,thermometer,BOI,check for fever,check,check,VERB,Clemson
AllieBorcherts,Version 15,thermometer,BOI,check for fever,fever,fever,NOUN,Clemson
AllieBorcherts,Version 15,thermometer,BOI,check temperature outside,check,check,VERB,Clemson
AllieBorcherts,Version 15,thermometer,BOI,check temperature outside,temperature,temperature,NOUN,Clemson
AllieBorcherts,Version 15,thermometer,BOI,check temperature outside,outside,outside,ADV,Clemson
AllieBorcherts,Version 15,thermometer,BOI,see if food is cooked enough,see,see,VERB,Clemson
AllieBorcherts,Version 15,thermometer,BOI,see if food is cooked enough,food,food,NOUN,Clemson
AllieBorcherts,Version 15,thermometer,BOI,see if food is cooked enough,cooked,cook,VERB,Clemson
AllieBorcherts,Version 15,thermometer,BOI,see if food is cooked enough,enough,enough,ADV,Clemson
AllieBorcherts,Version 15,burger,BOI,food,food,food,NOUN,Clemson
AllieBorcherts,Version 15,burger,BOI,thing to cook,thing,thing,NOUN,Clemson
AllieBorcherts,Version 15,burger,BOI,thing to cook,cook,cake,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,study ocean animals,study,study,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,study ocean animals,ocean,ocean,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,study ocean animals,animals,animal,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,study ocean nature,study,study,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,study ocean nature,ocean,ocean,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,study ocean nature,nature,nature,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,predict things that may happen in ocean,predict,predict,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,predict things that may happen in ocean,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,predict things that may happen in ocean,may,may,AUX,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,predict things that may happen in ocean,happen,happen,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,predict things that may happen in ocean,ocean,ocean,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,assess damage done to ocean (pollution,assess,assess,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,assess damage done to ocean (pollution,damage,damage,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,assess damage done to ocean (pollution,done,done,VERB,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,assess damage done to ocean (pollution,ocean,ocean,NOUN,Clemson
AllieBorcherts,Version 15,oceanographer,BOI,assess damage done to ocean (pollution,pollution,pollution,NOUN,Clemson
AllieBorcherts,Version 15,restaurant,BOI,eat in,eat,eat,VERB,Clemson
AllieBorcherts,Version 15,restaurant,BOI,give jobs to chef and waitresses,give,give,VERB,Clemson
AllieBorcherts,Version 15,restaurant,BOI,give jobs to chef and waitresses,jobs,job,NOUN,Clemson
AllieBorcherts,Version 15,restaurant,BOI,give jobs to chef and waitresses,chef,chef,VERB,Clemson
AllieBorcherts,Version 15,restaurant,BOI,give jobs to chef and waitresses,waitresses,waitress,NOUN,Clemson
AllieBorcherts,Version 15,restaurant,BOI,make money,make,make,VERB,Clemson
AllieBorcherts,Version 15,restaurant,BOI,make money,money,money,NOUN,Clemson
AllieBorcherts,Version 15,restaurant,BOI,show off skills,show,show,VERB,Clemson
AllieBorcherts,Version 15,restaurant,BOI,show off skills,skills,skill,NOUN,Clemson
AllieBorcherts,Version 15,racket,BOI,hit ball,hit,hit,VERB,Clemson
AllieBorcherts,Version 15,racket,BOI,hit ball,ball,ball,NOUN,Clemson
AllieBorcherts,Version 15,racket,BOI,serve ball,serve,serve,VERB,Clemson
AllieBorcherts,Version 15,racket,BOI,serve ball,ball,ball,NOUN,Clemson
AllieBorcherts,Version 15,racket,BOI,tennis,tennis,tennis,NOUN,Clemson
AllieBorcherts,Version 15,sundeck,BOI,layout place,layout,layout,VERB,Clemson
AllieBorcherts,Version 15,sundeck,BOI,layout place,place,place,NOUN,Clemson
AllieBorcherts,Version 15,sundeck,BOI,place to read,place,place,NOUN,Clemson
AllieBorcherts,Version 15,sundeck,BOI,place to read,read,read,VERB,Clemson
AllieBorcherts,Version 15,sundeck,BOI,decorate,decorate,decorate,VERB,Clemson
AllieBorcherts,Version 15,sundeck,BOI,grow plants,grow,grow,VERB,Clemson
AllieBorcherts,Version 15,sundeck,BOI,grow plants,plants,plant,NOUN,Clemson
AllieBorcherts,Version 15,sundeck,BOI,grill food,grill,grill,VERB,Clemson
AllieBorcherts,Version 15,sundeck,BOI,grill food,food,food,NOUN,Clemson
AllieBorcherts,Version 15,cake,BOI,eat,eat,eat,VERB,Clemson
AllieBorcherts,Version 15,cake,BOI,decorate,decorate,decorate,VERB,Clemson
AllieBorcherts,Version 15,storekeeper,BOI,sell things,sell,sell,VERB,Clemson
AllieBorcherts,Version 15,storekeeper,BOI,sell things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,storekeeper,BOI,run business,run,run,VERB,Clemson
AllieBorcherts,Version 15,storekeeper,BOI,run business,business,business,NOUN,Clemson
AllieBorcherts,Version 15,trapeze,BOI,acrobat,acrobat,acrobat,NOUN,Clemson
AllieBorcherts,Version 15,trapeze,BOI,flips,flips,flip,VERB,Clemson
AllieBorcherts,Version 15,trapeze,BOI,circus show,circus,circus,NOUN,Clemson
AllieBorcherts,Version 15,trapeze,BOI,circus show,show,show,VERB,Clemson
AllieBorcherts,Version 15,tongs,BOI,pick up salad,pick,pick,VERB,Clemson
AllieBorcherts,Version 15,tongs,BOI,pick up salad,salad,salad,NOUN,Clemson
AllieBorcherts,Version 15,tongs,BOI,pick up hot food,pick,pick,VERB,Clemson
AllieBorcherts,Version 15,tongs,BOI,pick up hot food,hot,hot,ADJ,Clemson
AllieBorcherts,Version 15,tongs,BOI,pick up hot food,food,food,NOUN,Clemson
AllieBorcherts,Version 15,tongs,BOI,mix up things,mix,mix,VERB,Clemson
AllieBorcherts,Version 15,tongs,BOI,mix up things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,keyboard,BOI,type,type,type,VERB,Clemson
AllieBorcherts,Version 15,keyboard,BOI,write papers,write,write,VERB,Clemson
AllieBorcherts,Version 15,keyboard,BOI,write papers,papers,paper,NOUN,Clemson
AllieBorcherts,Version 15,keyboard,BOI,play games,play,play,VERB,Clemson
AllieBorcherts,Version 15,keyboard,BOI,play games,games,game,NOUN,Clemson
AllieBorcherts,Version 15,keyboard,BOI,program,program,program,VERB,Clemson
AllieBorcherts,Version 15,money,BOI,buy things,buy,buy,VERB,Clemson
AllieBorcherts,Version 15,money,BOI,buy things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,money,BOI,sell things,sell,sell,VERB,Clemson
AllieBorcherts,Version 15,money,BOI,sell things,things,thing,NOUN,Clemson
AllieBorcherts,Version 15,money,BOI,bribery,bribery,bribe,VERB,Clemson
AllieBorcherts,Version 15,essay,BOI,persuade,persuade,persuade,VERB,Clemson
AllieBorcherts,Version 15,essay,BOI,inform,inform,inform,VERB,Clemson
AllieBorcherts,Version 15,essay,BOI,test writing skills,test,test,VERB,Clemson
AllieBorcherts,Version 15,essay,BOI,test writing skills,writing,write,VERB,Clemson
AllieBorcherts,Version 15,essay,BOI,test writing skills,skills,skill,NOUN,Clemson
AshtonRubley,Version 6,bird,BOI,flying,flying,flie,VERB,Clemson
AshtonRubley,Version 6,screw,BOI,tools,tools,tool,VERB,Clemson
AshtonRubley,Version 6,screw,BOI,creating something,creating,create,VERB,Clemson
AshtonRubley,Version 6,screw,BOI,creating something,something,something,PRON,Clemson
AshtonRubley,Version 6,screw,BOI,making sure something stays,making,make,NOUN,Clemson
AshtonRubley,Version 6,screw,BOI,making sure something stays,sure,sure,ADJ,Clemson
AshtonRubley,Version 6,screw,BOI,making sure something stays,something,something,PRON,Clemson
AshtonRubley,Version 6,screw,BOI,making sure something stays,stays,stay,VERB,Clemson
AshtonRubley,Version 6,bicep,BOI,working out,working,work,VERB,Clemson
AshtonRubley,Version 6,bicep,BOI,using to lift heavy thing,using,use,VERB,Clemson
AshtonRubley,Version 6,bicep,BOI,using to lift heavy thing,lift,lift,VERB,Clemson
AshtonRubley,Version 6,bicep,BOI,using to lift heavy thing,heavy,heavy,ADJ,Clemson
AshtonRubley,Version 6,bicep,BOI,using to lift heavy thing,thing,thing,NOUN,Clemson
AshtonRubley,Version 6,crystal,BOI,engagement,engagement,engagement,NOUN,Clemson
AshtonRubley,Version 6,crystal,BOI,jewelry,jewelry,jewelry,NOUN,Clemson
AshtonRubley,Version 6,crystal,BOI,discovering,discovering,discover,VERB,Clemson
AshtonRubley,Version 6,wand,BOI,magic,magic,magic,NOUN,Clemson
AshtonRubley,Version 6,wand,BOI,costumes,costumes,costume,NOUN,Clemson
AshtonRubley,Version 6,wand,BOI,hair curler,hair,hair,NOUN,Clemson
AshtonRubley,Version 6,wand,BOI,hair curler,curler,curl,VERB,Clemson
AshtonRubley,Version 6,canvass,BOI,painting,painting,paint,VERB,Clemson
AshtonRubley,Version 6,canvass,BOI,art,art,art,NOUN,Clemson
AshtonRubley,Version 6,snowfall,BOI,snowy,snowy,snow,NOUN,Clemson
AshtonRubley,Version 6,snowfall,BOI,snowday,snow,snow day,NOUN,Clemson
AshtonRubley,Version 6,snowfall,BOI,snowcones,snow,snow cone,NOUN,Clemson
AshtonRubley,Version 6,harvest,BOI,foods,foods,food,NOUN,Clemson
AshtonRubley,Version 6,harvest,BOI,farming,farming,farm,VERB,Clemson
AshtonRubley,Version 6,physician,BOI,getting diagnosed,getting,get,VERB,Clemson
AshtonRubley,Version 6,physician,BOI,getting diagnosed,diagnosed,diagnose,VERB,Clemson
AshtonRubley,Version 6,physician,BOI,doctor,doctor,doctor,NOUN,Clemson
AshtonRubley,Version 6,physician,BOI,getting help,getting,get,VERB,Clemson
AshtonRubley,Version 6,physician,BOI,getting help,help,help,VERB,Clemson
AshtonRubley,Version 6,tabasco,BOI,sauce,sauce,sauce,NOUN,Clemson
AshtonRubley,Version 6,tabasco,BOI,put on food,put,put,VERB,Clemson
AshtonRubley,Version 6,tabasco,BOI,put on food,food,food,NOUN,Clemson
AshtonRubley,Version 6,tinfoil,BOI,to keep things covered,keep,keep,VERB,Clemson
AshtonRubley,Version 6,tinfoil,BOI,to keep things covered,things,thing,NOUN,Clemson
AshtonRubley,Version 6,tinfoil,BOI,to keep things covered,covered,cover,VERB,Clemson
AshtonRubley,Version 6,tinfoil,BOI,to use for cooking,use,use,VERB,Clemson
AshtonRubley,Version 6,tinfoil,BOI,to use for cooking,cooking,cook,VERB,Clemson
AshtonRubley,Version 6,bathe,BOI,to clean,clean,clean,ADJ,Clemson
AshtonRubley,Version 6,bathe,BOI,clean off something,clean,clean,ADJ,Clemson
AshtonRubley,Version 6,bathe,BOI,clean off something,something,something,PRON,Clemson
AshtonRubley,Version 6,ticket,BOI,to get into an event,get,get,VERB,Clemson
AshtonRubley,Version 6,ticket,BOI,to get into an event,event,event,NOUN,Clemson
AshtonRubley,Version 6,desert,BOI,hot,hot,hot,ADJ,Clemson
AshtonRubley,Version 6,desert,BOI,no water,water,water,NOUN,Clemson
AshtonRubley,Version 6,myself,BOI,to do things,things,thing,NOUN,Clemson
AshtonRubley,Version 6,balcony,BOI,to stand outside,stand,stand,VERB,Clemson
AshtonRubley,Version 6,balcony,BOI,to stand outside,outside,outside,ADV,Clemson
AshtonRubley,Version 6,balcony,BOI,look out at something,look,look,VERB,Clemson
AshtonRubley,Version 6,balcony,BOI,look out at something,something,something,PRON,Clemson
AshtonRubley,Version 6,blindfold,BOI,to cover someones eyes,cover,cover,VERB,Clemson
AshtonRubley,Version 6,blindfold,BOI,to cover someones eyes,someones,someone,NOUN,Clemson
AshtonRubley,Version 6,blindfold,BOI,to cover someones eyes,eyes,eyes,NOUN,Clemson
AshtonRubley,Version 6,berry,BOI,to eat,eat,eat,VERB,Clemson
AshtonRubley,Version 6,berry,BOI,put in smoothies,put,put,VERB,Clemson
AshtonRubley,Version 6,berry,BOI,put in smoothies,smoothies,smoothie,NOUN,Clemson
AshtonRubley,Version 6,tofu,BOI,to eat,eat,eat,VERB,Clemson
AshtonRubley,Version 6,tofu,BOI,prepare with food,prepare,prepare,VERB,Clemson
AshtonRubley,Version 6,tofu,BOI,prepare with food,food,food,NOUN,Clemson
AshtonRubley,Version 6,whisky,BOI,to drink,drink,drink,VERB,Clemson
AshtonRubley,Version 6,whisky,BOI,get drunk,get,get,VERB,Clemson
AshtonRubley,Version 6,whisky,BOI,get drunk,drunk,drink,ADJ,Clemson
AshtonRubley,Version 6,van,BOI,to drive,drive,drive,VERB,Clemson
AshtonRubley,Version 6,van,BOI,go somewhere,go,go,VERB,Clemson
AshtonRubley,Version 6,van,BOI,go somewhere,somewhere,somewhere,ADV,Clemson
AshtonRubley,Version 6,family,BOI,to have people,people,people,NOUN,Clemson
AshtonRubley,Version 6,scale,BOI,to weigh yourself or something,weigh,weigh,VERB,Clemson
AshtonRubley,Version 6,scale,BOI,to weigh yourself or something,something,something,PRON,Clemson
AshtonRubley,Version 6,ginger,BOI,a healthy alternative,healthy,healthy,ADJ,Clemson
AshtonRubley,Version 6,ginger,BOI,a healthy alternative,alternative,alternative,ADJ,Clemson
AshtonRubley,Version 6,ginger,BOI,put in smoothies or sushi,put,put,VERB,Clemson
AshtonRubley,Version 6,ginger,BOI,put in smoothies or sushi,smoothies,smoothie,NOUN,Clemson
AshtonRubley,Version 6,ginger,BOI,put in smoothies or sushi,sushi,sushi,NOUN,Clemson
AshtonRubley,Version 6,chinaware,BOI,nice dishes for nicer occassions,nice,nice,ADJ,Clemson
AshtonRubley,Version 6,chinaware,BOI,nice dishes for nicer occassions,dishes,dish,NOUN,Clemson
AshtonRubley,Version 6,chinaware,BOI,nice dishes for nicer occassions,nicer,nicer,ADJ,Clemson
AshtonRubley,Version 6,chinaware,BOI,nice dishes for nicer occassions,occasions,occasion,NOUN,Clemson
BreeReynolds,Version 6,ticket,BOI,to inform of offense,inform,inform,VERB,Clemson
BreeReynolds,Version 6,ticket,BOI,to inform of offense,offense,offense,NOUN,Clemson
BreeReynolds,Version 6,ticket,BOI,for admittance to an event,admittance,admit,VERB,Clemson
BreeReynolds,Version 6,ticket,BOI,for admittance to an event,event,event,NOUN,Clemson
BreeReynolds,Version 6,ticket,BOI,to spread information ,spread,spread,VERB,Clemson
BreeReynolds,Version 6,ticket,BOI,to spread information ,information,information,NOUN,Clemson
BreeReynolds,Version 6,whisky,BOI,two drink,two,two,NUM,Clemson
BreeReynolds,Version 6,whisky,BOI,two drink,drink,drink,VERB,Clemson
BreeReynolds,Version 6,whisky,BOI,to clean,clean,clean,VERB,Clemson
BreeReynolds,Version 6,whisky,BOI,to cook with,cook,cake,VERB,Clemson
BreeReynolds,Version 6,bicep,BOI,to lift things,lift,lift,VERB,Clemson
BreeReynolds,Version 6,bicep,BOI,to lift things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,bicep,BOI,to show off (lol),show,show,VERB,Clemson
BreeReynolds,Version 6,ginger,BOI,to cook,cook,cake,VERB,Clemson
BreeReynolds,Version 6,ginger,BOI,used for health,used,use,VERB,Clemson
BreeReynolds,Version 6,ginger,BOI,used for health,health,health,NOUN,Clemson
BreeReynolds,Version 6,ginger,BOI,used for scents,used,use,VERB,Clemson
BreeReynolds,Version 6,ginger,BOI,used for scents,scents,scent,NOUN,Clemson
BreeReynolds,Version 6,van,BOI,to transport people,transport,transport,VERB,Clemson
BreeReynolds,Version 6,van,BOI,to transport people,people,people,NOUN,Clemson
BreeReynolds,Version 6,van,BOI,to work out of,work,work,VERB,Clemson
BreeReynolds,Version 6,van,BOI,to deliver things,deliver,deliver,VERB,Clemson
BreeReynolds,Version 6,van,BOI,to deliver things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,van,BOI,to advertise,advertise,advertise,VERB,Clemson
BreeReynolds,Version 6,scale,BOI,to weigh things,weigh,weigh,VERB,Clemson
BreeReynolds,Version 6,scale,BOI,to weigh things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,scale,BOI,to balance things,balance,balance,VERB,Clemson
BreeReynolds,Version 6,scale,BOI,to balance things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,scale,BOI,to form a protective barrier on fish,form,form,NOUN,Clemson
BreeReynolds,Version 6,scale,BOI,to form a protective barrier on fish,protective,protect,VERB,Clemson
BreeReynolds,Version 6,scale,BOI,to form a protective barrier on fish,barrier,barrier,VERB,Clemson
BreeReynolds,Version 6,scale,BOI,to form a protective barrier on fish,fish,fish,NOUN,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to produce and conduct heat,produce,produce,VERB,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to produce and conduct heat,conduct,conduct,VERB,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to produce and conduct heat,heat,heat,NOUN,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to wrap things,wrap,wrap,VERB,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to wrap things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to cover things,cover,cover,VERB,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to cover things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to make crafts,make,make,VERB,Clemson
BreeReynolds,Version 6,tinfoil,BOI,to make crafts,crafts,craft,NOUN,Clemson
BreeReynolds,Version 6,footballer,BOI,used for entertainment,used,use,VERB,Clemson
BreeReynolds,Version 6,footballer,BOI,used for entertainment,entertainment,entertain,VERB,Clemson
BreeReynolds,Version 6,footballer,BOI,used for exercise ,used,use,VERB,Clemson
BreeReynolds,Version 6,footballer,BOI,used for exercise ,exercise,exercise,VERB,Clemson
BreeReynolds,Version 6,chronograph,BOI,record time ,record,record,VERB,Clemson
BreeReynolds,Version 6,chronograph,BOI,record time ,time,time,NOUN,Clemson
BreeReynolds,Version 6,bathe,BOI,to become clean,become,become,VERB,Clemson
BreeReynolds,Version 6,bathe,BOI,to become clean,clean,clean,VERB,Clemson
BreeReynolds,Version 6,bathe,BOI,to relax,relax,relax,VERB,Clemson
BreeReynolds,Version 6,bathe,BOI,to pass time,pass,pass,VERB,Clemson
BreeReynolds,Version 6,bathe,BOI,to pass time,time,time,NOUN,Clemson
BreeReynolds,Version 6,bathe,BOI,to get warm,get,get,VERB,Clemson
BreeReynolds,Version 6,bathe,BOI,to get warm,warm,warm,ADJ,Clemson
BreeReynolds,Version 6,tofu,BOI,to eat,eat,eat,VERB,Clemson
BreeReynolds,Version 6,tofu,BOI,to substitute for meat products ,substitute,substitute,VERB,Clemson
BreeReynolds,Version 6,tofu,BOI,to substitute for meat products ,meat,meat,NOUN,Clemson
BreeReynolds,Version 6,tofu,BOI,to substitute for meat products ,products,product,NOUN,Clemson
BreeReynolds,Version 6,berry,BOI,to eat,eat,eat,VERB,Clemson
BreeReynolds,Version 6,berry,BOI,to make smoothies,make,make,VERB,Clemson
BreeReynolds,Version 6,berry,BOI,to make smoothies,smoothies,smoothie,NOUN,Clemson
BreeReynolds,Version 6,berry,BOI,to create scents/candles/lotions,create,create,VERB,Clemson
BreeReynolds,Version 6,berry,BOI,to create scents/candles/lotions,scents,scent,NOUN,Clemson
BreeReynolds,Version 6,berry,BOI,to create scents/candles/lotions,candles,candle,NOUN,Clemson
BreeReynolds,Version 6,berry,BOI,to create scents/candles/lotions,lotions,lotion,NOUN,Clemson
BreeReynolds,Version 6,parsnip,BOI,to eat,eat,eat,VERB,Clemson
BreeReynolds,Version 6,parsnip,BOI,to increase vegetable consumption ,increase,increase,NOUN,Clemson
BreeReynolds,Version 6,parsnip,BOI,to increase vegetable consumption ,vegetable,vegetable,NOUN,Clemson
BreeReynolds,Version 6,parsnip,BOI,to increase vegetable consumption ,consumption,consume,VERB,Clemson
BreeReynolds,Version 6,screw,BOI,to build things,build,build,VERB,Clemson
BreeReynolds,Version 6,screw,BOI,to build things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,screw,BOI,to puncture things,puncture,puncture,VERB,Clemson
BreeReynolds,Version 6,screw,BOI,to puncture things,things,thing,NOUN,Clemson
BreeReynolds,Version 6,screw,BOI,to hold something together,hold,hold,VERB,Clemson
BreeReynolds,Version 6,screw,BOI,to hold something together,something,something,PRON,Clemson
