"Username","Trial","Condition.Number","Condition.Notes","Stimuli.Cue","Procedure.Item","Procedure.Max.Time","Procedure.Min.Time","Response.RT","Response.RTfirst","Response.RTlast","affordance","affordance_corrected"
"10012878_CL",16,2,"List 2","godmother",47,"-","-",15972,1974,14738,"parenting","parenting"
"10012878_CL",17,2,"List 2","skittles",39,"-","-",20662,2281,19370,"eating","eating"
"10012878_CL",17,2,"List 2","skittles",39,"-","-",20662,2281,19370,"art","art"
"10012878_CL",17,2,"List 2","skittles",39,"-","-",20662,2281,19370,"satisfaction","satisfaction"
"10012878_CL",18,2,"List 2","mice",48,"-","-",27840,1581,26627,"experiments","experiments"
"10012878_CL",18,2,"List 2","mice",48,"-","-",27840,1581,26627,"feed","feed"
"10012878_CL",18,2,"List 2","mice",48,"-","-",27840,1581,26627,"entertainment","entertainment"
"10012878_CL",19,2,"List 2","barman",40,"-","-",11157,1690,10027,"drinks","drinks"
"10012878_CL",19,2,"List 2","barman",40,"-","-",11157,1690,10027,"mixing","mixing"
"10012878_CL",19,2,"List 2","barman",40,"-","-",11157,1690,10027,"conversation","conversation"
"10012878_CL",20,2,"List 2","coverall",51,"-","-",17503,5015,16482,"coverage","coverage"
"10012878_CL",20,2,"List 2","coverall",51,"-","-",17503,5015,16482,"fashion","fashion"
"10012878_CL",20,2,"List 2","coverall",51,"-","-",17503,5015,16482,"clothing","clothing"
"10012878_CL",21,2,"List 2","satchel",37,"-","-",13891,1962,12488,"fashion","fashion"
"10012878_CL",21,2,"List 2","satchel",37,"-","-",13891,1962,12488,"carrying","carrying"
"10012878_CL",21,2,"List 2","satchel",37,"-","-",13891,1962,12488,"holding","holding"
"10012878_CL",22,2,"List 2","goalpost",38,"-","-",11187,3386,10224,"scoring","scoring"
"10012878_CL",22,2,"List 2","goalpost",38,"-","-",11187,3386,10224,"sports","sports"
"10012878_CL",22,2,"List 2","goalpost",38,"-","-",11187,3386,10224,"catching","catching"
"10012878_CL",23,2,"List 2","hotplate",46,"-","-",17529,2273,4699,"warming","warming"
"10012878_CL",23,2,"List 2","hotplate",46,"-","-",17529,2273,4699,"food","food"
"10012878_CL",24,2,"List 2","blower",54,"-","-",19770,2976,18475,"blowing","blowing"
"10012878_CL",24,2,"List 2","blower",54,"-","-",19770,2976,18475,"assistance","assistance"
"10012878_CL",25,2,"List 2","yogurt",50,"-","-",10184,1620,9089,"consumption","consumption"
"10012878_CL",25,2,"List 2","yogurt",50,"-","-",10184,1620,9089,"food","food"
"10012878_CL",25,2,"List 2","yogurt",50,"-","-",10184,1620,9089,"hunger","hunger"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"mixing","mixing"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"making","making"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"tea","tea"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"drink","drink"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"viewing","viewing"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"entertainment","entertainment"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"privacy","privacy"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"relaxing","relaxing"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"fun","fun"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"vacation","vacation"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"medicine","medicine"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"treatment","treatment"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"illnesses","illnesses"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"curing","curing"
"10012878_CL",29,2,"List 2","tripe",57,"-","-",47141,40718,46054,"consuming","consuming"
"10012878_CL",29,2,"List 2","tripe",57,"-","-",47141,40718,46054,"eating","eating"
"10012878_CL",30,2,"List 2","dolphin",49,"-","-",14868,1307,13808,"swimming","swimming"
"10012878_CL",30,2,"List 2","dolphin",49,"-","-",14868,1307,13808,"talking","talking"
"10012878_CL",30,2,"List 2","dolphin",49,"-","-",14868,1307,13808,"entertainment","entertainment"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"drinking","drinking"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"holding","holding"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"filling","filling"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"preserving","preserving"
"10012878_CL",32,2,"List 2","turban",41,"-","-",23563,1751,22148,"holding","holding"
"10012878_CL",32,2,"List 2","turban",41,"-","-",23563,1751,22148,"fashion","fashion"
"10012878_CL",32,2,"List 2","turban",41,"-","-",23563,1751,22148,"religion","religion"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"shooting","shooting"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"crafting","crafting"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"making","making"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"bullets","bullets"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"jokes","jokes"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"views","views"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"laughter","laughter"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"entertainment","entertainment"
"10012878_CL",35,2,"List 2","newscaster",33,"-","-",15187,2841,13990,"gossip","gossip"
"10012878_CL",35,2,"List 2","newscaster",33,"-","-",15187,2841,13990,"entertainment","entertainment"
"10012878_CL",35,2,"List 2","newscaster",33,"-","-",15187,2841,13990,"curiousity","curiosity"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"recycling","recycling"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"drink","drink"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"planting","planting"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"farming","farming"
"10012878_CL",37,2,"List 2","yourself",35,"-","-",54671,3313,24213,"adventures","adventures"
"10012878_CL",37,2,"List 2","yourself",35,"-","-",54671,3313,24213,"entertainment","entertainment"
"10012878_CL",38,2,"List 2","boot",42,"-","-",5967,1267,5151,"walking","walking"
"10012878_CL",38,2,"List 2","boot",42,"-","-",5967,1267,5151,"stomping","stomping"
"10012878_CL",39,2,"List 2","toy",44,"-","-",6401,1215,4583,"playing","playing"
"10012878_CL",39,2,"List 2","toy",44,"-","-",6401,1215,4583,"entertainment","entertainment"
"10012878_CL",40,2,"List 2","choreographer",45,"-","-",9942,1277,5927,"art","art"
"10012878_CL",40,2,"List 2","choreographer",45,"-","-",9942,1277,5927,"dancing","dancing"
"10016155",11,24,"List 74","engineer",2203,"-","-",27448,3665,24400,"chemical","chemical"
"10016155",11,24,"List 74","engineer",2203,"-","-",27448,3665,24400,"electrical","electrical"
"10016155",11,24,"List 74","engineer",2203,"-","-",27448,3665,24400,"mechanical","mechanical"
"10016155",12,24,"List 74","watchband",2207,"-","-",12292,2447,11625,"worn","worn"
"10016155",12,24,"List 74","watchband",2207,"-","-",12292,2447,11625,"used","used"
"10016155",12,24,"List 74","watchband",2207,"-","-",12292,2447,11625,"touched","touched"
"10016155",13,24,"List 74","abacus",2197,"-","-",17071,14472,15439,"thrown","thrown"
"10016155",15,24,"List 74","duster",2192,"-","-",8561,3584,7898,"clean","clean"
"10016155",15,24,"List 74","duster",2192,"-","-",8561,3584,7898,"pick","pick"
"10016155",15,24,"List 74","duster",2192,"-","-",8561,3584,7898,"up","up"
"10016155",16,24,"List 74","eyewash",2220,"-","-",15596,2915,10132,"ease","ease"
"10016155",16,24,"List 74","eyewash",2220,"-","-",15596,2915,10132,"pain","pain"
"10016155",16,24,"List 74","eyewash",2220,"-","-",15596,2915,10132,"rinse","rinse"
"10016155",17,24,"List 74","underclothing",2200,"-","-",13476,3366,12946,"worn","worn"
"10016155",17,24,"List 74","underclothing",2200,"-","-",13476,3366,12946,"washed","washed"
"10016155",17,24,"List 74","underclothing",2200,"-","-",13476,3366,12946,"folded","folded"
"10016155",18,24,"List 74","lunchroom",2201,"-","-",16962,12765,16635,"to","to"
"10016155",18,24,"List 74","lunchroom",2201,"-","-",16962,12765,16635,"eat","eat"
"10016155",19,24,"List 74","percolator",2195,"-","-",3887,3127,3413,"idk","id"
"10016155",20,24,"List 74","props",2221,"-","-",5081,2079,4813,"used","used"
"10016155",20,24,"List 74","props",2221,"-","-",5081,2079,4813,"for","for"
"10016155",20,24,"List 74","props",2221,"-","-",5081,2079,4813,"play","play"
"10016155",21,24,"List 74","teacher",2202,"-","-",8168,4143,7831,"help","help"
"10016155",21,24,"List 74","teacher",2202,"-","-",8168,4143,7831,"students","students"
"10016155",21,24,"List 74","teacher",2202,"-","-",8168,4143,7831,"learn","learn"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"works","works"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"on","on"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"electrical","electrical"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"problems","problems"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"issues","issues"
"10016155",23,24,"List 74","flaxseed",2216,"-","-",6553,1837,6202,"eaten","eaten"
"10016155",23,24,"List 74","flaxseed",2216,"-","-",6553,1837,6202,"grown","grown"
"10016155",24,24,"List 74","gasket",2208,"-","-",12374,8656,10866,"used","used"
"10016155",24,24,"List 74","gasket",2208,"-","-",12374,8656,10866,"to","to"
"10016155",24,24,"List 74","gasket",2208,"-","-",12374,8656,10866,"fixe","fix"
"10016155",25,24,"List 74","trench",2218,"-","-",9216,2206,8917,"dug","dug"
"10016155",25,24,"List 74","trench",2218,"-","-",9216,2206,8917,"walk","walk"
"10016155",25,24,"List 74","trench",2218,"-","-",9216,2206,8917,"in","in"
"10016155",26,24,"List 74","rowboat",2194,"-","-",11358,2741,11030,"to","to"
"10016155",26,24,"List 74","rowboat",2194,"-","-",11358,2741,11030,"get","get"
"10016155",26,24,"List 74","rowboat",2194,"-","-",11358,2741,11030,"places","places"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"to","to"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"hold","hold"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"something","something"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"up","up"
"10016155",28,24,"List 74","tangerine",2214,"-","-",7545,2032,7292,"eaten","eaten"
"10016155",28,24,"List 74","tangerine",2214,"-","-",7545,2032,7292,"picked","picked"
"10016155",28,24,"List 74","tangerine",2214,"-","-",7545,2032,7292,"grown","grown"
"10016155",29,24,"List 74","coaster",2204,"-","-",11278,3962,10225,"hold","hold"
"10016155",29,24,"List 74","coaster",2204,"-","-",11278,3962,10225,"drinks","drinks"
"10016155",30,24,"List 74","shank",2205,"-","-",3401,1781,2480,"stab","stab"
"10016155",31,24,"List 74","parchment",2219,"-","-",6892,3297,6706,"used","used"
"10016155",31,24,"List 74","parchment",2219,"-","-",6892,3297,6706,"when","when"
"10016155",31,24,"List 74","parchment",2219,"-","-",6892,3297,6706,"cooking","cooking"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"used","used"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"to","to"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"help","help"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"keep","keep"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"table","table"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"clean","clean"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"turn","turn"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"in","in"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"do","do"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"work","work"
"10016155",34,24,"List 74","stem",2196,"-","-",6604,5472,6471,"picked","picked"
"10016155",35,24,"List 74","lunch",2212,"-","-",2173,1108,1886,"eaten","eaten"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"gets","gets"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"red","red"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"helps","helps"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"with","with"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"smile","smile"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"as","as"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"a","a"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"pet","pet"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"in","in"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"the","the"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"wild","wild"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"also","also"
"10016155",38,24,"List 74","ruler",2217,"-","-",5872,1748,5652,"used","used"
"10016155",38,24,"List 74","ruler",2217,"-","-",5872,1748,5652,"to","to"
"10016155",38,24,"List 74","ruler",2217,"-","-",5872,1748,5652,"measure","measure"
"10016155",39,24,"List 74","stepbrother",2215,"-","-",9883,3092,9686,"advice","advice"
"10016155",39,24,"List 74","stepbrother",2215,"-","-",9883,3092,9686,"quality","quality"
"10016155",39,24,"List 74","stepbrother",2215,"-","-",9883,3092,9686,"time","time"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"perform","perform"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"sing","sing"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"dance","dance"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"worship","worship"
"10032501AW",11,11,"List 11","billiards",328,"-","-",86845,57245,82431,"sitting","sitting"
"10032501AW",11,11,"List 11","billiards",328,"-","-",86845,57245,82431,"coaster","coaster"
"10032501AW",11,11,"List 11","billiards",328,"-","-",86845,57245,82431,"storage","storage"
"10032501AW",11,11,"List 11","billiards",328,"-","-",86845,57245,82431,"table","table"
"10032501AW",12,11,"List 11","mongoose",330,"-","-",17212,5249,11497,"eaten","eaten"
"10032501AW",12,11,"List 11","mongoose",330,"-","-",17212,5249,11497,"cooked","cooked"
"10032501AW",12,11,"List 11","mongoose",330,"-","-",17212,5249,11497,"pet","pet"
"10032501AW",13,11,"List 11","village",322,"-","-",36352,6554,25275,"visit","visit"
"10032501AW",13,11,"List 11","village",322,"-","-",36352,6554,25275,"resident","resident"
"10032501AW",14,11,"List 11","hibachi",313,"-","-",29292,24679,25435,"cooking","cooking"
"10032501AW",15,11,"List 11","furnace",331,"-","-",11514,2131,4409,"heating","heating"
"10032501AW",15,11,"List 11","furnace",331,"-","-",11514,2131,4409,"burning","burning"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"tenant","tenant"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"sleep","sleep"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"cook","cook"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"eat","eat"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"clean","clean"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"storage","storage"
"10032501AW",16,11,"List 11","apartments",310,"-","-",34165,5595,33084,"shelter","shelter"
"10032501AW",17,11,"List 11","teaspoonful",323,"-","-",42647,11953,34526,"seasoning","seasoning"
"10032501AW",17,11,"List 11","teaspoonful",323,"-","-",42647,11953,34526,"sweetener","sweetener"
"10032501AW",17,11,"List 11","teaspoonful",323,"-","-",42647,11953,34526,"mix","mix"
"10032501AW",17,11,"List 11","teaspoonful",323,"-","-",42647,11953,34526,"scoop","scoop"
"10032501AW",18,11,"List 11","flowerpot",315,"-","-",15826,2169,4115,"plant","plant"
"10032501AW",18,11,"List 11","flowerpot",315,"-","-",15826,2169,4115,"storage","storage"
"10032501AW",19,11,"List 11","grandchild",316,"-","-",25033,2346,24053,"play","play"
"10032501AW",19,11,"List 11","grandchild",316,"-","-",25033,2346,24053,"care","care"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"eat","eat"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"stretch","stretch"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"suck","suck"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"bite","bite"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"lick","lick"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"tear","tear"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"crush","crush"
"10032501AW",20,11,"List 11","taffy",324,"-","-",27432,2447,24919,"melt","melt"
"10032501AW",21,11,"List 11","mullets",319,"-","-",18045,2055,15458,"cut","cut"
"10032501AW",21,11,"List 11","mullets",319,"-","-",18045,2055,15458,"washed","washed"
"10032501AW",21,11,"List 11","mullets",319,"-","-",18045,2055,15458,"dyed","dyed"
"10032501AW",21,11,"List 11","mullets",319,"-","-",18045,2055,15458,"straightened","straightened"
"10032501AW",21,11,"List 11","mullets",319,"-","-",18045,2055,15458,"curled","curled"
"10032501AW",22,11,"List 11","flatiron",311,"-","-",24782,5684,23726,"hold","hold"
"10032501AW",22,11,"List 11","flatiron",311,"-","-",24782,5684,23726,"weapon","weapon"
"10032501AW",22,11,"List 11","flatiron",311,"-","-",24782,5684,23726,"straighten","straighten"
"10032501AW",23,11,"List 11","bondsman",308,"-","-",71479,41760,68725,"hug","hug"
"10032501AW",23,11,"List 11","bondsman",308,"-","-",71479,41760,68725,"hit","hit"
"10032501AW",24,11,"List 11","raincoat",326,"-","-",23484,1979,15435,"wear","wear"
"10032501AW",24,11,"List 11","raincoat",326,"-","-",23484,1979,15435,"fold","fold"
"10032501AW",24,11,"List 11","raincoat",326,"-","-",23484,1979,15435,"burn","burn"
"10032501AW",24,11,"List 11","raincoat",326,"-","-",23484,1979,15435,"shelter","shelter"
"10032501AW",25,11,"List 11","casserole",306,"-","-",22414,3166,18461,"eat","eat"
"10032501AW",25,11,"List 11","casserole",306,"-","-",22414,3166,18461,"reheat","reheat"
"10032501AW",25,11,"List 11","casserole",306,"-","-",22414,3166,18461,"scoop","scoop"
"10032501AW",25,11,"List 11","casserole",306,"-","-",22414,3166,18461,"stab","stab"
"10032501AW",26,11,"List 11","crust",304,"-","-",8475,2169,7390,"eat","eat"
"10032501AW",26,11,"List 11","crust",304,"-","-",8475,2169,7390,"crushed","crushed"
"10032501AW",26,11,"List 11","crust",304,"-","-",8475,2169,7390,"cut","cut"
"10032501AW",27,11,"List 11","molasses",321,"-","-",30848,1931,29847,"syrup","syrup"
"10032501AW",27,11,"List 11","molasses",321,"-","-",30848,1931,29847,"lick","lick"
"10032501AW",27,11,"List 11","molasses",321,"-","-",30848,1931,29847,"sweetner","sweetener"
"10032501AW",28,11,"List 11","butt",312,"-","-",20240,5097,15604,"slap","slap"
"10032501AW",28,11,"List 11","butt",312,"-","-",20240,5097,15604,"fondle","fondle"
"10032501AW",28,11,"List 11","butt",312,"-","-",20240,5097,15604,"rub","rub"
"10032501AW",28,11,"List 11","butt",312,"-","-",20240,5097,15604,"cushion","cushion"
"10032501AW",29,11,"List 11","parakeet",329,"-","-",8809,4277,4781,"pet","pet"
"10032501AW",30,11,"List 11","nut",307,"-","-",26911,6352,20166,"eat","eat"
"10032501AW",30,11,"List 11","nut",307,"-","-",26911,6352,20166,"crush","crush"
"10032501AW",30,11,"List 11","nut",307,"-","-",26911,6352,20166,"topping","topping"
"10032501AW",31,11,"List 11","pan",327,"-","-",12572,4371,11411,"fry","fry"
"10032501AW",31,11,"List 11","pan",327,"-","-",12572,4371,11411,"clean","clean"
"10032501AW",31,11,"List 11","pan",327,"-","-",12572,4371,11411,"weapon","weapon"
"10032501AW",32,11,"List 11","corn",317,"-","-",14705,1645,11298,"eat","eat"
"10032501AW",32,11,"List 11","corn",317,"-","-",14705,1645,11298,"boil","boil"
"10032501AW",32,11,"List 11","corn",317,"-","-",14705,1645,11298,"crush","crush"
"10032501AW",32,11,"List 11","corn",317,"-","-",14705,1645,11298,"ingredient","ingredient"
"10032501AW",33,11,"List 11","stepdaughter",314,"-","-",11812,4348,4951,"hug","hug"
"10032501AW",34,11,"List 11","trigger",320,"-","-",7852,4875,5298,"push","push"
"10032501AW",35,11,"List 11","belt",318,"-","-",11412,6058,9802,"accessory","accessory"
"10032501AW",35,11,"List 11","belt",318,"-","-",11412,6058,9802,"weapon","weapon"
"10032501AW",36,11,"List 11","acupuncture",302,"-","-",14969,5538,14075,"weapon","weapon"
"10032501AW",36,11,"List 11","acupuncture",302,"-","-",14969,5538,14075,"medical","medical"
"10032501AW",36,11,"List 11","acupuncture",302,"-","-",14969,5538,14075,"tool","tool"
"10032501AW",37,11,"List 11","rectum",309,"-","-",33346,6813,32299,"stretched","stretched"
"10032501AW",37,11,"List 11","rectum",309,"-","-",33346,6813,32299,"an","an"
"10032501AW",37,11,"List 11","rectum",309,"-","-",33346,6813,32299,"exit","exit"
"10032501AW",38,11,"List 11","device",303,"-","-",51612,1846,41935,"diary","diary"
"10032501AW",38,11,"List 11","device",303,"-","-",51612,1846,41935,"book","book"
"10032501AW",38,11,"List 11","device",303,"-","-",51612,1846,41935,"storage","storage"
"10032501AW",39,11,"List 11","dirt",325,"-","-",11728,7083,7693,"dug","dug"
"10032501AW",40,11,"List 11","kettledrum",305,"-","-",72159,67847,69822,"instrument","instrument"
"10043633MWA",11,11,"List 36","edibles",1064,"-","-",35909,1425,10472,"eaten","eaten"
"10043633MWA",11,11,"List 36","edibles",1064,"-","-",35909,1425,10472,"made","made"
"10043633MWA",11,11,"List 36","edibles",1064,"-","-",35909,1425,10472,"sold","sold"
"10043633MWA",11,11,"List 36","edibles",1064,"-","-",35909,1425,10472,"bought","bought"
"10043633MWA",12,11,"List 36","barber",1061,"-","-",17695,3398,14821,"called","called"
"10043633MWA",12,11,"List 36","barber",1061,"-","-",17695,3398,14821,"used","used"
"10043633MWA",12,11,"List 36","barber",1061,"-","-",17695,3398,14821,"killed","killed"
"10043633MWA",13,11,"List 36","alfalfa",1074,"-","-",30951,7184,16502,"listened","listened"
"10043633MWA",13,11,"List 36","alfalfa",1074,"-","-",30951,7184,16502,"to","to"
"10043633MWA",13,11,"List 36","alfalfa",1074,"-","-",30951,7184,16502,"watched","watched"
"10043633MWA",13,11,"List 36","alfalfa",1074,"-","-",30951,7184,16502,"talk","talk"
"10043633MWA",14,11,"List 36","evergreen",1079,"-","-",23631,13599,22337,"seen","seen"
"10043633MWA",14,11,"List 36","evergreen",1079,"-","-",23631,13599,22337,"sold","sold"
"10043633MWA",14,11,"List 36","evergreen",1079,"-","-",23631,13599,22337,"cut","cut"
"10043633MWA",14,11,"List 36","evergreen",1079,"-","-",23631,13599,22337,"down","down"
"10043633MWA",14,11,"List 36","evergreen",1079,"-","-",23631,13599,22337,"viewed","viewed"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"broken","broken"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"turned","turned"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"on","on"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"turned","turned"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"off","off"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"bought","bought"
"10043633MWA",15,11,"List 36","flashbulb",1077,"-","-",20826,2940,20705,"sold","sold"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"sold","sold"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"rode","rode"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"bought","bought"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"viewed","viewed"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"kicked","kicked"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"tripped","tripped"
"10043633MWA",17,11,"List 36","llama",1055,"-","-",20252,1363,17069,"over","over"
"10043633MWA",18,11,"List 36","curler",1069,"-","-",19491,2623,8362,"bought","bought"
"10043633MWA",18,11,"List 36","curler",1069,"-","-",19491,2623,8362,"used","used"
"10043633MWA",18,11,"List 36","curler",1069,"-","-",19491,2623,8362,"sold","sold"
