"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","affordance_corrected"
"20317098SB",21,"Version 37","dressing",1099,"on a wound","on a wound"
"20317098SB",21,"Version 37","dressing",1099,"on cupcake","on cupcake"
"20317098SB",22,"Version 37","auto",1097,"automotive","automotive"
"20317098SB",22,"Version 37","auto",1097,"auto pilot","auto pilot"
"20317098SB",22,"Version 37","auto",1097,"auto care","auto care"
"20317098SB",22,"Version 37","auto",1097,"auto insurance ","auto insurance "
"20317098SB",23,"Version 37","twig",1110,"start a fire","start a fire"
"20317098SB",23,"Version 37","twig",1110,"make a fishing pole","make a fishing pole"
"20317098SB",23,"Version 37","twig",1110,"use it as a snake poker","use it as a snake poker"
"20317098SB",24,"Version 37","jet",1085,"fly","fly"
"20317098SB",24,"Version 37","jet",1085,"go fast","go fast"
"20317098SB",25,"Version 37","clover",1090,"good luck","good luck"
"20317098SB",25,"Version 37","clover",1090,"saint patricks day","saint anti itch day"
"20317098SB",26,"Version 37","lotion",1098,"moisturize","moisturize"
"20317098SB",26,"Version 37","lotion",1098,"conditioner","conditioner"
"20317098SB",27,"Version 37","lid",1108,"on a cup","on a cup"
"20317098SB",27,"Version 37","lid",1108,"to keep food fresh","to keep food fresh"
"20317098SB",28,"Version 37","forklift",1095,"to reach high places","to reach high places"
"20317098SB",28,"Version 37","forklift",1095,"work on roof","work on roof"
"20317098SB",28,"Version 37","forklift",1095,"work on light post","work on light post"
"20317098SB",29,"Version 37","chair",1111,"to sit","to sit"
"20317098SB",29,"Version 37","chair",1111,"to reach top shelf","to reach top shelf"
"20317098SB",30,"Version 37","vase",1082,"hold flowers","hold flowers"
"20317098SB",30,"Version 37","vase",1082,"hold ashes","hold ashes"
"20317098SB",30,"Version 37","vase",1082,"decorations","decorations"
"20317098SB",31,"Version 37","tummy",1106,"hold food","hold food"
"20317098SB",31,"Version 37","tummy",1106,"study the body","study the body"
"20317098SB",31,"Version 37","tummy",1106,"digesting","digesting"
"20317098SB",31,"Version 37","tummy",1106,"absorb nutrients ","absorb nutrients "
"20317098SB",32,"Version 37","glue",1107,"to stick things together","to stick things together"
"20317098SB",32,"Version 37","glue",1107,"close a cut","close a cut"
"20317098SB",33,"Version 37","gear",1084,"gearshift","gearshift"
"20317098SB",33,"Version 37","gear",1084,"hunting gear","hunting gear"
"20317098SB",33,"Version 37","gear",1084,"fishing gear","fishing gear"
"20317098SB",33,"Version 37","gear",1084,"sports gear","sports gear"
"20317098SB",34,"Version 37","lamplight",1096,"for light","for light"
"20317098SB",34,"Version 37","lamplight",1096,"to see in the dark","to see in the dark"
"20317098SB",34,"Version 37","lamplight",1096,"to read in bed","to read in bed"
"20317098SB",35,"Version 37","locket",1089,"to keep a picture","to keep a picture"
"20317098SB",35,"Version 37","locket",1089,"as a lock on a locker","as a lock on a locker"
"20317098SB",36,"Version 37","handle",1087,"door handle","door handle"
"20317098SB",36,"Version 37","handle",1087,"car handle","car handle"
"20317098SB",37,"Version 37","pistachio",1102,"ice cream","ice cream"
"20317098SB",37,"Version 37","pistachio",1102,"snack","snack"
"20317098SB",38,"Version 37","critter",1088,"raccoon","raccoon"
"20317098SB",38,"Version 37","critter",1088,"armadillo","armadillo"
"20317098SB",38,"Version 37","critter",1088,"raccoon","raccoon"
"20317098SB",39,"Version 37","tub",1100,"take a bath","take a bath"
"20317098SB",39,"Version 37","tub",1100,"wash clothes","wash clothes"
"20317098SB",39,"Version 37","tub",1100,"bathe dogs and cats","bathe dogs and cats"
"20317098SB",40,"Version 37","rag",1086,"take off makeup","take off makeup"
"20317098SB",40,"Version 37","rag",1086,"wipe counter","wipe counter"
"20317098SB",40,"Version 37","rag",1086,"clean up spill","clean up spill"
"20317098SB",40,"Version 37","rag",1086,"clean floor","clean floor"
"jadkison0505JA",11,"Version 16","sardine",454,"food","food"
"jadkison0505JA",11,"Version 16","sardine",454,"bait","bait"
"jadkison0505JA",12,"Version 16","coal",459,"energy","energy"
"jadkison0505JA",12,"Version 16","coal",459,"fire","fire"
"jadkison0505JA",12,"Version 16","coal",459,"forging","forging"
"jadkison0505JA",12,"Version 16","coal",459,"trains","trains"
"jadkison0505JA",12,"Version 16","coal",459,"furnaces ","furnaces "
"jadkison0505JA",13,"Version 16","rupee",481,"buying things","buying things"
"jadkison0505JA",13,"Version 16","rupee",481,"exchange","exchange"
"jadkison0505JA",14,"Version 16","checklist",458,"groceries","groceries"
"jadkison0505JA",14,"Version 16","checklist",458,"chores ","chores "
"jadkison0505JA",15,"Version 16","mortician",452,"handling bodies","handling bodies"
"jadkison0505JA",16,"Version 16","thigh",455,"food","food"
"jadkison0505JA",17,"Version 16","cocaine",469,"getting high","getting high"
"jadkison0505JA",17,"Version 16","cocaine",469,"going to jail","going to jail"
"jadkison0505JA",18,"Version 16","cellar",477,"keeping wine","keeping wine"
"jadkison0505JA",18,"Version 16","cellar",477,"food","food"
"jadkison0505JA",19,"Version 16","linen",463,"sheets","sheets"
"jadkison0505JA",19,"Version 16","linen",463,"clothes","clothes"
"jadkison0505JA",20,"Version 16","satin",456,"drapes ","drapes "
"jadkison0505JA",21,"Version 16","scientist",457,"finding cures","finding cures"
"jadkison0505JA",21,"Version 16","scientist",457,"understanding life","understanding life"
"jadkison0505JA",22,"Version 16","soap",453,"cleaning things","cleaning things"
"jadkison0505JA",23,"Version 16","stoop",474,"spy","spy"
"jadkison0505JA",24,"Version 16","easel",471,"use for canvas ","use for canvas "
"jadkison0505JA",25,"Version 16","policewoman",480,"kill people","kill people"
"jadkison0505JA",26,"Version 16","paintbox",479,"paint things","paint things"
"jadkison0505JA",27,"Version 16","jean",478,"clothes ","clothes "
"jadkison0505JA",28,"Version 16","note",460,"school","school"
"jadkison0505JA",28,"Version 16","note",460,"work","work"
"jadkison0505JA",28,"Version 16","note",460,"study","study"
"jadkison0505JA",29,"Version 16","lip",464,"speak","speak"
"jadkison0505JA",29,"Version 16","lip",464,"kiss ","kiss "
"jadkison0505JA",30,"Version 16","apprentice",467,"help","help"
"jadkison0505JA",30,"Version 16","apprentice",467,"teach","teach"
"jadkison0505JA",31,"Version 16","genital",465,"use the bathroom","use the bathroom"
"jadkison0505JA",31,"Version 16","genital",465,"sex","sex"
"jadkison0505JA",32,"Version 16","paraphernalia",473,"fill your pockets","fill your pockets"
"jadkison0505JA",33,"Version 16","spatula",462,"flip burgers","flip burgers"
"jadkison0505JA",34,"Version 16","lake",466,"swim","swim"
"jadkison0505JA",34,"Version 16","lake",466,"fish","fish"
"jadkison0505JA",34,"Version 16","lake",466,"boat","boat"
"jadkison0505JA",35,"Version 16","raindrop",461,"water collecting","water collecting"
"jadkison0505JA",36,"Version 16","bayonet",472,"stabbing","stabbing"
"jadkison0505JA",36,"Version 16","bayonet",472,"murder ","murder "
"jadkison0505JA",37,"Version 16","nickel",468,"make metal things","make metal things"
"jadkison0505JA",38,"Version 16","collar",470,"helps dogs not get lost","helps dogs not get lost"
"jadkison0505JA",39,"Version 16","mutton",475,"food ","food "
"jadkison0505JA",40,"Version 16","pole",476,"flags","flags"
"jadkison0505JA",40,"Version 16","pole",476,"dancing","dancing"
"lasilver0515LAS",11,"Version 21","gangster",602,"hire","hire"
"lasilver0515LAS",11,"Version 21","gangster",602,"employee","employee"
"lasilver0515LAS",11,"Version 21","gangster",602,"entice","entice"
"lasilver0515LAS",11,"Version 21","gangster",602,"betray","betray"
"lasilver0515LAS",12,"Version 21","ammo",604,"shoot","shoot"
"lasilver0515LAS",12,"Version 21","ammo",604,"stash","stash"
"lasilver0515LAS",12,"Version 21","ammo",604,"stow","stow"
"lasilver0515LAS",12,"Version 21","ammo",604,"carry","carry"
"lasilver0515LAS",12,"Version 21","ammo",604,"pass","pass"
"lasilver0515LAS",12,"Version 21","ammo",604,"install","install"
"lasilver0515LAS",12,"Version 21","ammo",604,"buy","buy"
"lasilver0515LAS",12,"Version 21","ammo",604,"trade","trade"
"lasilver0515LAS",12,"Version 21","ammo",604,"sell","sell"
"lasilver0515LAS",12,"Version 21","ammo",604,"fire","fire"
"lasilver0515LAS",12,"Version 21","ammo",604,"expend","expend"
"lasilver0515LAS",13,"Version 21","can",620,"open","open"
"lasilver0515LAS",13,"Version 21","can",620,"buy","buy"
"lasilver0515LAS",13,"Version 21","can",620,"grab","grab"
"lasilver0515LAS",13,"Version 21","can",620,"throw","throw"
"lasilver0515LAS",13,"Version 21","can",620,"stack","stack"
"lasilver0515LAS",13,"Version 21","can",620,"hand","hand"
"lasilver0515LAS",13,"Version 21","can",620,"withdraw","withdraw"
"lasilver0515LAS",13,"Version 21","can",620,"close","close"
"lasilver0515LAS",14,"Version 21","bugle",623,"pack","pack"
"lasilver0515LAS",14,"Version 21","bugle",623,"unpack","unpack"
"lasilver0515LAS",14,"Version 21","bugle",623,"play","play"
"lasilver0515LAS",14,"Version 21","bugle",623,"buy","buy"
"lasilver0515LAS",14,"Version 21","bugle",623,"sell","sell"
"lasilver0515LAS",14,"Version 21","bugle",623,"purchase","purchase"
"lasilver0515LAS",14,"Version 21","bugle",623,"auction","auction"
"lasilver0515LAS",14,"Version 21","bugle",623,"clean","clean"
"lasilver0515LAS",14,"Version 21","bugle",623,"polish","polish"
"lasilver0515LAS",14,"Version 21","bugle",623,"carry","carry"
"lasilver0515LAS",15,"Version 21","sunflower",616,"eat","eat"
"lasilver0515LAS",15,"Version 21","sunflower",616,"admire","admire"
"lasilver0515LAS",15,"Version 21","sunflower",616,"plant","plant"
"lasilver0515LAS",15,"Version 21","sunflower",616,"pick","pick"
"lasilver0515LAS",15,"Version 21","sunflower",616,"kill","kill"
"lasilver0515LAS",15,"Version 21","sunflower",616,"water","water"
"lasilver0515LAS",15,"Version 21","sunflower",616,"nurture","nurture"
"lasilver0515LAS",15,"Version 21","sunflower",616,"foster","foster"
"lasilver0515LAS",15,"Version 21","sunflower",616,"harvest","harvest"
"lasilver0515LAS",15,"Version 21","sunflower",616,"cut","cut"
"lasilver0515LAS",15,"Version 21","sunflower",616,"pluck","pluck"
"lasilver0515LAS",16,"Version 21","schoolhouse",613,"build","build"
"lasilver0515LAS",16,"Version 21","schoolhouse",613,"inhabit","inhabit"
"lasilver0515LAS",16,"Version 21","schoolhouse",613,"burn","burn"
"lasilver0515LAS",16,"Version 21","schoolhouse",613,"torch","torch"
"lasilver0515LAS",16,"Version 21","schoolhouse",613,"enter","enter"
"lasilver0515LAS",16,"Version 21","schoolhouse",613,"exit","exit"
"lasilver0515LAS",17,"Version 21","washroom",626,"restroom","restroom"
"lasilver0515LAS",17,"Version 21","washroom",626,"shower","shower"
"lasilver0515LAS",17,"Version 21","washroom",626,"bath","bath"
"lasilver0515LAS",17,"Version 21","washroom",626,"handwash","wash"
"lasilver0515LAS",17,"Version 21","washroom",626,"urinate","urinate"
"lasilver0515LAS",17,"Version 21","washroom",626,"defecate","defecate"
"lasilver0515LAS",17,"Version 21","washroom",626,"cleanse","cleanse"
"lasilver0515LAS",17,"Version 21","washroom",626,"rinse up","rinse up"
"lasilver0515LAS",17,"Version 21","washroom",626,"bleach","bleach"
"lasilver0515LAS",18,"Version 21","iguana",618,"pet","pet"
"lasilver0515LAS",18,"Version 21","iguana",618,"buy","buy"
"lasilver0515LAS",18,"Version 21","iguana",618,"sell","sell"
"lasilver0515LAS",18,"Version 21","iguana",618,"carry","carry"
"lasilver0515LAS",18,"Version 21","iguana",618,"water","water"
"lasilver0515LAS",18,"Version 21","iguana",618,"present","present"
"lasilver0515LAS",18,"Version 21","iguana",618,"steal","steal"
"lasilver0515LAS",18,"Version 21","iguana",618,"smuggle","smuggle"
"lasilver0515LAS",18,"Version 21","iguana",618,"dress","dress"
"lasilver0515LAS",18,"Version 21","iguana",618,"eat","eat"
"lasilver0515LAS",18,"Version 21","iguana",618,"nurture","nurture"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"paint","paint"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"play","play"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"stash","stash"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"unpack","unpack"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"gift","gift"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"steal","steal"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"buy","buy"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"inherit","inherit"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"throw away","throw away"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"showcase","showcase"
"lasilver0515LAS",19,"Version 21","checkerboard",610,"clean","clean"
"lasilver0515LAS",20,"Version 21","condominium",621,"inhabit","inhabit"
"lasilver0515LAS",20,"Version 21","condominium",621,"evacuate","evacuate"
"lasilver0515LAS",20,"Version 21","condominium",621,"leave","leave"
"lasilver0515LAS",20,"Version 21","condominium",621,"enter","enter"
"lasilver0515LAS",20,"Version 21","condominium",621,"buy","buy"
"lasilver0515LAS",20,"Version 21","condominium",621,"sell","sell"
"lasilver0515LAS",20,"Version 21","condominium",621,"rent","rent"
"lasilver0515LAS",20,"Version 21","condominium",621,"decorate","decorate"
"lasilver0515LAS",20,"Version 21","condominium",621,"trash","trash"
"lasilver0515LAS",20,"Version 21","condominium",621,"clean","clean"
"lasilver0515LAS",20,"Version 21","condominium",621,"wash","wash"
"lasilver0515LAS",20,"Version 21","condominium",621,"enjoy","enjoy"
"lasilver0515LAS",20,"Version 21","condominium",621,"lease","lease"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"wear","wear"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"stash","stash"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"clean","clean"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"gift","gift"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"buy","buy"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"sell","sell"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"adorn","adorn"
"lasilver0515LAS",21,"Version 21","snowshoe",606,"remove","remove"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"clean","clean"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"tidy","tidy"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"rent","rent"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"lease","lease"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"sell","sell"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"paint","paint"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"destroy","destroy"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"demolish","demolish"
"lasilver0515LAS",22,"Version 21","guesthouse",628,"renovate","renovate"
"lasilver0515LAS",23,"Version 21","ring",625,"buy","buy"
"lasilver0515LAS",23,"Version 21","ring",625,"sell","sell"
"lasilver0515LAS",23,"Version 21","ring",625,"steal","steal"
"lasilver0515LAS",23,"Version 21","ring",625,"gift","gift"
"lasilver0515LAS",23,"Version 21","ring",625,"offer","offer"
"lasilver0515LAS",23,"Version 21","ring",625,"receive","receive"
"lasilver0515LAS",23,"Version 21","ring",625,"clean","clean"
"lasilver0515LAS",23,"Version 21","ring",625,"polish","polish"
"lasilver0515LAS",23,"Version 21","ring",625,"cherish","cherish"
"lasilver0515LAS",23,"Version 21","ring",625,"hide","hide"
"lasilver0515LAS",23,"Version 21","ring",625,"rob","rob"
"lasilver0515LAS",23,"Version 21","ring",625,"display","display"
"lasilver0515LAS",23,"Version 21","ring",625,"pawn","pawn"
"lasilver0515LAS",24,"Version 21","muffler",617,"install","install"
"lasilver0515LAS",24,"Version 21","muffler",617,"remove","remove"
"lasilver0515LAS",24,"Version 21","muffler",617,"modify","modify"
"lasilver0515LAS",24,"Version 21","muffler",617,"buy","buy"
"lasilver0515LAS",24,"Version 21","muffler",617,"sell","sell"
"lasilver0515LAS",24,"Version 21","muffler",617,"steal","steal"
"lasilver0515LAS",24,"Version 21","muffler",617,"gift","gift"
"lasilver0515LAS",24,"Version 21","muffler",617,"block","block"
"lasilver0515LAS",24,"Version 21","muffler",617,"unblock","unblock"
"lasilver0515LAS",25,"Version 21","bell",615,"ring","ring"
"lasilver0515LAS",25,"Version 21","bell",615,"crack","crack"
"lasilver0515LAS",25,"Version 21","bell",615,"clean","clean"
"lasilver0515LAS",25,"Version 21","bell",615,"buy","buy"
"lasilver0515LAS",25,"Version 21","bell",615,"sell","sell"
"lasilver0515LAS",25,"Version 21","bell",615,"gift","gift"
"lasilver0515LAS",25,"Version 21","bell",615,"display","display"
"lasilver0515LAS",26,"Version 21","splint",619,"wear","wear"
"lasilver0515LAS",26,"Version 21","splint",619,"apply","apply"
"lasilver0515LAS",27,"Version 21","piano",631,"play","play"
"lasilver0515LAS",27,"Version 21","piano",631,"display","display"
"lasilver0515LAS",27,"Version 21","piano",631,"instruct ","instruct "
"lasilver0515LAS",28,"Version 21","steroids",624,"inject","inject"
"lasilver0515LAS",28,"Version 21","steroids",624,"sell","sell"
"lasilver0515LAS",28,"Version 21","steroids",624,"display","display"
"lasilver0515LAS",28,"Version 21","steroids",624,"offer","offer"
"lasilver0515LAS",28,"Version 21","steroids",624,"receive","receive"
"lasilver0515LAS",29,"Version 21","frog",605,"own","own"
"lasilver0515LAS",29,"Version 21","frog",605,"pet","pet"
"lasilver0515LAS",29,"Version 21","frog",605,"admire","admire"
"lasilver0515LAS",29,"Version 21","frog",605,"loathe","loathe"
"lasilver0515LAS",29,"Version 21","frog",605,"kiss","kiss"
"lasilver0515LAS",30,"Version 21","seaweed",611,"eat","eat"
"lasilver0515LAS",30,"Version 21","seaweed",611,"harvest","harvest"
"lasilver0515LAS",30,"Version 21","seaweed",611,"transport","transport"
"lasilver0515LAS",30,"Version 21","seaweed",611,"buy","buy"
"lasilver0515LAS",30,"Version 21","seaweed",611,"sell","sell"
"lasilver0515LAS",30,"Version 21","seaweed",611,"crush","crush"
"lasilver0515LAS",30,"Version 21","seaweed",611,"consume","consume"
"lasilver0515LAS",30,"Version 21","seaweed",611,"dry-out","dry-out"
"lasilver0515LAS",31,"Version 21","organ",612,"buy","buy"
"lasilver0515LAS",31,"Version 21","organ",612,"sell","sell"
"lasilver0515LAS",31,"Version 21","organ",612,"donate","donate"
"lasilver0515LAS",31,"Version 21","organ",612,"study","study"
"lasilver0515LAS",31,"Version 21","organ",612,"admire","admire"
"lasilver0515LAS",31,"Version 21","organ",612,"offer","offer"
"lasilver0515LAS",31,"Version 21","organ",612,"relocate","relocate"
"lasilver0515LAS",32,"Version 21","lizard",607,"admire","admire"
"lasilver0515LAS",32,"Version 21","lizard",607,"observe","observe"
"lasilver0515LAS",32,"Version 21","lizard",607,"buy","buy"
"lasilver0515LAS",32,"Version 21","lizard",607,"sell","sell"
"lasilver0515LAS",32,"Version 21","lizard",607,"raise","raise"
"lasilver0515LAS",32,"Version 21","lizard",607,"order","order"
"lasilver0515LAS",33,"Version 21","quill",614,"write","write"
"lasilver0515LAS",33,"Version 21","quill",614,"author","author"
"lasilver0515LAS",33,"Version 21","quill",614,"scribe","scribe"
"lasilver0515LAS",33,"Version 21","quill",614,"decorate","decorate"
"lasilver0515LAS",34,"Version 21","placenta",630,"eat","eat"
"lasilver0515LAS",34,"Version 21","placenta",630,"sell","sell"
"lasilver0515LAS",34,"Version 21","placenta",630,"nurture ","nurture "
"lasilver0515LAS",35,"Version 21","whore",609,"fuck","fuck"
"lasilver0515LAS",35,"Version 21","whore",609,"pleasure","pleasure"
"lasilver0515LAS",35,"Version 21","whore",609,"buy","buy"
"lasilver0515LAS",35,"Version 21","whore",609,"sell","sell"
"lasilver0515LAS",35,"Version 21","whore",609,"borrow","borrow"
"lasilver0515LAS",35,"Version 21","whore",609,"include","include"
"lasilver0515LAS",35,"Version 21","whore",609,"play","play"
"lasilver0515LAS",36,"Version 21","toiletry",603,"buy","buy"
"lasilver0515LAS",36,"Version 21","toiletry",603,"sell","sell"
"lasilver0515LAS",36,"Version 21","toiletry",603,"gift","gift"
"lasilver0515LAS",36,"Version 21","toiletry",603,"decorate","decorate"
"lasilver0515LAS",36,"Version 21","toiletry",603,"stock","stock"
"lasilver0515LAS",36,"Version 21","toiletry",603,"remove","remove"
"lasilver0515LAS",36,"Version 21","toiletry",603,"carry","carry"
"lasilver0515LAS",37,"Version 21","gumdrop",629,"eat","eat"
"lasilver0515LAS",37,"Version 21","gumdrop",629,"throw up","throw up"
"lasilver0515LAS",37,"Version 21","gumdrop",629,"buy","buy"
"lasilver0515LAS",37,"Version 21","gumdrop",629,"sell","sell"
"lasilver0515LAS",37,"Version 21","gumdrop",629,"consume","consume"
"lasilver0515LAS",37,"Version 21","gumdrop",629,"enjoy","enjoy"
"lasilver0515LAS",38,"Version 21","cutlery",608,"gift","gift"
"lasilver0515LAS",38,"Version 21","cutlery",608,"buy","buy"
"lasilver0515LAS",38,"Version 21","cutlery",608,"sell","sell"
"lasilver0515LAS",38,"Version 21","cutlery",608,"store","store"
"lasilver0515LAS",38,"Version 21","cutlery",608,"remove","remove"
"lasilver0515LAS",38,"Version 21","cutlery",608,"clean","clean"
"lasilver0515LAS",38,"Version 21","cutlery",608,"rinse","rinse"
"lasilver0515LAS",39,"Version 21","cadillac",622,"drive","drive"
"lasilver0515LAS",39,"Version 21","cadillac",622,"display","display"
"lasilver0515LAS",39,"Version 21","cadillac",622,"clean","clean"
"lasilver0515LAS",39,"Version 21","cadillac",622,"trash","trash"
"lasilver0515LAS",39,"Version 21","cadillac",622,"crash","crash"
"lasilver0515LAS",39,"Version 21","cadillac",622,"buy","buy"
"lasilver0515LAS",39,"Version 21","cadillac",622,"sell","sell"
"lasilver0515LAS",39,"Version 21","cadillac",622,"gift","gift"
"lasilver0515LAS",40,"Version 21","spinach",627,"eat","eat"
"lasilver0515LAS",40,"Version 21","spinach",627,"grow","grow"
"lasilver0515LAS",40,"Version 21","spinach",627,"cook","cook"
"lasilver0515LAS",40,"Version 21","spinach",627,"clean","clean"
"lasilver0515LAS",40,"Version 21","spinach",627,"ship","ship"
"lasilver0515LAS",40,"Version 21","spinach",627,"unpack","unpack"
"lasilver0515LAS",40,"Version 21","spinach",627,"package","package"
"lasilver0515LAS",40,"Version 21","spinach",627,"study","study"
"M20248455C.W.",11,"Version 22","shed",654,"storage","storage"
"M20248455C.W.",11,"Version 22","shed",654,"housing","housing"
"M20248455C.W.",11,"Version 22","shed",654,"enclosure","enclosure"
"M20248455C.W.",11,"Version 22","shed",654,"greenhouse","greenhouse"
"M20248455C.W.",11,"Version 22","shed",654,"buy","buy"
"M20248455C.W.",11,"Version 22","shed",654,"sell","sell"
"M20248455C.W.",11,"Version 22","shed",654,"demolish","demolish"
"M20248455C.W.",11,"Version 22","shed",654,"hide ","hide "
"M20248455C.W.",12,"Version 22","junk",657,"throw away","throw away"
"M20248455C.W.",12,"Version 22","junk",657,"keep","keep"
"M20248455C.W.",12,"Version 22","junk",657,"collect","collect"
"M20248455C.W.",12,"Version 22","junk",657,"store","store"
"M20248455C.W.",12,"Version 22","junk",657,"buy","buy"
"M20248455C.W.",12,"Version 22","junk",657,"sell","sell"
"M20248455C.W.",12,"Version 22","junk",657,"repurpose","repurposed"
"M20248455C.W.",12,"Version 22","junk",657,"restore","restore"
"M20248455C.W.",13,"Version 22","stool",660,"sample","sample"
"M20248455C.W.",13,"Version 22","stool",660,"sit","sit"
"M20248455C.W.",13,"Version 22","stool",660,"stand","stand"
"M20248455C.W.",13,"Version 22","stool",660,"spin","spin"
"M20248455C.W.",13,"Version 22","stool",660,"place","place"
"M20248455C.W.",13,"Version 22","stool",660,"decorate","decorate"
"M20248455C.W.",13,"Version 22","stool",660,"flush","flush"
"M20248455C.W.",13,"Version 22","stool",660,"paint","paint"
"M20248455C.W.",13,"Version 22","stool",660,"as small table","as small table"
"M20248455C.W.",13,"Version 22","stool",660,"plant stand","plant stand"
"M20248455C.W.",13,"Version 22","stool",660,"dissassemble","disassemble"
"M20248455C.W.",13,"Version 22","stool",660,"repurpose","repurposed"
"M20248455C.W.",13,"Version 22","stool",660,"restore","restore"
"M20248455C.W.",13,"Version 22","stool",660,"refinish","refinish"
"M20248455C.W.",13,"Version 22","stool",660,"buy","buy"
"M20248455C.W.",13,"Version 22","stool",660,"sell","sell"
"M20248455C.W.",14,"Version 22","carport",633,"park","park"
"M20248455C.W.",14,"Version 22","carport",633,"protect","protect"
"M20248455C.W.",14,"Version 22","carport",633,"shelter","shelter"
"M20248455C.W.",14,"Version 22","carport",633,"buy","buy"
"M20248455C.W.",14,"Version 22","carport",633,"sell","sell"
"M20248455C.W.",15,"Version 22","tutor",635,"teach","teach"
"M20248455C.W.",15,"Version 22","tutor",635,"learn","learn"
"M20248455C.W.",15,"Version 22","tutor",635,"talk to","talk to"
"M20248455C.W.",15,"Version 22","tutor",635,"listen to","listen to"
"M20248455C.W.",15,"Version 22","tutor",635,"study","study"
"M20248455C.W.",15,"Version 22","tutor",635,"date","date"
"M20248455C.W.",15,"Version 22","tutor",635,"eat with","eat with"
"M20248455C.W.",15,"Version 22","tutor",635,"pay","pay"
"M20248455C.W.",16,"Version 22","needlepoint",641,"look at","look at"
"M20248455C.W.",16,"Version 22","needlepoint",641,"create","create"
"M20248455C.W.",16,"Version 22","needlepoint",641,"decorate","decorate"
"M20248455C.W.",16,"Version 22","needlepoint",641,"dye","dye"
"M20248455C.W.",16,"Version 22","needlepoint",641,"buy","buy"
