Username,Stimuli.Cue,Procedure.Trial.Type,affordance_parsed,word,lemma,POS,Source
5598528afdf99b38e56c8c0d,buffet,BOI,party,party,party,NOUN,Prolific
5598528afdf99b38e56c8c0d,buffet,BOI,food,food,food,NOUN,Prolific
5598528afdf99b38e56c8c0d,buffet,BOI,suprise,surprise,surprise,NOUN,Prolific
5598528afdf99b38e56c8c0d,teakwood,BOI,table,table,table,NOUN,Prolific
5598528afdf99b38e56c8c0d,teakwood,BOI,carve,carve,carve,NOUN,Prolific
5598528afdf99b38e56c8c0d,teakwood,BOI,furniture,furniture,furniture,NOUN,Prolific
5598528afdf99b38e56c8c0d,sidecar,BOI,ride,ride,ride,NOUN,Prolific
5598528afdf99b38e56c8c0d,sidecar,BOI,sit,sit,sit,VERB,Prolific
5598528afdf99b38e56c8c0d,petroleum,BOI,fuel,fuel,fuel,NOUN,Prolific
5598528afdf99b38e56c8c0d,petroleum,BOI,burn,burn,burn,VERB,Prolific
5598528afdf99b38e56c8c0d,petroleum,BOI,light,light,light,NOUN,Prolific
5598528afdf99b38e56c8c0d,announcer,BOI,speech,speech,speech,NOUN,Prolific
5598528afdf99b38e56c8c0d,announcer,BOI,instructions,instructions,instructions,NOUN,Prolific
5598528afdf99b38e56c8c0d,card,BOI,gift,gift,gift,NOUN,Prolific
5598528afdf99b38e56c8c0d,card,BOI,birthday,birthday,birthday,NOUN,Prolific
5598528afdf99b38e56c8c0d,card,BOI,craft,craft,craft,NOUN,Prolific
5598528afdf99b38e56c8c0d,card,BOI,art,art,art,NOUN,Prolific
5598528afdf99b38e56c8c0d,punter,BOI,sell,sell,sell,VERB,Prolific
5598528afdf99b38e56c8c0d,net,BOI,fish,fish,fish,NOUN,Prolific
5598528afdf99b38e56c8c0d,net,BOI,hunt,hunt,hunt,NOUN,Prolific
5598528afdf99b38e56c8c0d,net,BOI,wear,wear,wear,VERB,Prolific
5598528afdf99b38e56c8c0d,net,BOI,sew,sew,sew,NOUN,Prolific
5598528afdf99b38e56c8c0d,net,BOI,clothing,clothing,clothing,NOUN,Prolific
56afa11aabec410005a56534,perfume,BOI,to put on oneself,put,put,VERB,Prolific
56afa11aabec410005a56534,perfume,BOI,to put on oneself,oneself,oneself,PRON,Prolific
56afa11aabec410005a56534,perfume,BOI,to spray in a room,spray,spray,NOUN,Prolific
56afa11aabec410005a56534,perfume,BOI,to spray in a room,room,room,NOUN,Prolific
56afa11aabec410005a56534,stake,BOI,to cut something,cut,cut,VERB,Prolific
56afa11aabec410005a56534,stake,BOI,to cut something,something,something,PRON,Prolific
56afa11aabec410005a56534,plastics,BOI,to wrap something,wrap,wrap,NOUN,Prolific
56afa11aabec410005a56534,plastics,BOI,to wrap something,something,something,PRON,Prolific
56afa11aabec410005a56534,plastics,BOI,to carry something,carry,carry,VERB,Prolific
56afa11aabec410005a56534,plastics,BOI,to carry something,something,something,PRON,Prolific
56afa11aabec410005a56534,postage,BOI,to send out cards or letters,send,send,VERB,Prolific
56afa11aabec410005a56534,postage,BOI,to send out cards or letters,cards,card,NOUN,Prolific
56afa11aabec410005a56534,postage,BOI,to send out cards or letters,letters,letter,NOUN,Prolific
56afa11aabec410005a56534,rink,BOI,to go ice skating,go,go,VERB,Prolific
56afa11aabec410005a56534,rink,BOI,to go ice skating,ice,ice,NOUN,Prolific
56afa11aabec410005a56534,rink,BOI,to go ice skating,skating,skat,VERB,Prolific
56afa11aabec410005a56534,police,BOI,to stop criminals,stop,stop,VERB,Prolific
56afa11aabec410005a56534,police,BOI,to stop criminals,criminals,criminal,NOUN,Prolific
56afa11aabec410005a56534,police,BOI,to maintain order,maintain,maintain,VERB,Prolific
56afa11aabec410005a56534,police,BOI,to maintain order,order,order,NOUN,Prolific
56afa11aabec410005a56534,stone,BOI,to throw,throw,throw,INTJ,Prolific
56afa11aabec410005a56534,stone,BOI,to build something,build,build,NOUN,Prolific
56afa11aabec410005a56534,stone,BOI,to build something,something,something,PRON,Prolific
56afa11aabec410005a56534,stone,BOI,to step on,step,step,NOUN,Prolific
56afa11aabec410005a56534,lumber,BOI,to construct a house,construct,construct,NOUN,Prolific
56afa11aabec410005a56534,lumber,BOI,to construct a house,house,house,NOUN,Prolific
56afa11aabec410005a56534,lumber,BOI,to put in the fireplace,put,put,VERB,Prolific
56afa11aabec410005a56534,lumber,BOI,to put in the fireplace,fireplace,fireplace,NOUN,Prolific
56afa11aabec410005a56534,plow,BOI,to turn soil,turn,turn,VERB,Prolific
56afa11aabec410005a56534,plow,BOI,to turn soil,soil,soil,NOUN,Prolific
56afa11aabec410005a56534,curtain,BOI,to keep lights out,keep,keep,VERB,Prolific
56afa11aabec410005a56534,curtain,BOI,to keep lights out,lights,light,NOUN,Prolific
56afa11aabec410005a56534,curtain,BOI,to hide behind,hide,hide,NOUN,Prolific
56afa11aabec410005a56534,curtain,BOI,to hide behind,behind,behind,ADP,Prolific
56afa11aabec410005a56534,curtain,BOI,to maintain warmth in a room,maintain,maintain,VERB,Prolific
56afa11aabec410005a56534,curtain,BOI,to maintain warmth in a room,warmth,warmth,NOUN,Prolific
56afa11aabec410005a56534,curtain,BOI,to maintain warmth in a room,room,room,NOUN,Prolific
56afa11aabec410005a56534,tights,BOI,to keep warm,keep,keep,VERB,Prolific
56afa11aabec410005a56534,tights,BOI,to keep warm,warm,warm,ADJ,Prolific
56afa11aabec410005a56534,tights,BOI,to hide legs,hide,hide,NOUN,Prolific
56afa11aabec410005a56534,tights,BOI,to hide legs,legs,leg,NOUN,Prolific
56afa11aabec410005a56534,footplate,BOI,to stand on,stand,stand,VERB,Prolific
56afa11aabec410005a56534,stuff,BOI,to share,share,share,NOUN,Prolific
56afa11aabec410005a56534,dogcatcher,BOI,to catch gods,catch,catch,VERB,Prolific
56afa11aabec410005a56534,dogcatcher,BOI,to catch gods,gods,gods,NOUN,Prolific
56afa11aabec410005a56534,backbone,BOI,to hold the back straight,hold,hold,INTJ,Prolific
56afa11aabec410005a56534,backbone,BOI,to hold the back straight,back,back,ADV,Prolific
56afa11aabec410005a56534,backbone,BOI,to hold the back straight,straight,straight,ADV,Prolific
56afa11aabec410005a56534,spit,BOI,to wet something,wet,wet,ADJ,Prolific
56afa11aabec410005a56534,spit,BOI,to wet something,something,something,PRON,Prolific
56afa11aabec410005a56534,spit,BOI,to keep mouth moist,keep,keep,VERB,Prolific
56afa11aabec410005a56534,spit,BOI,to keep mouth moist,mouth,mouth,NOUN,Prolific
56afa11aabec410005a56534,spit,BOI,to keep mouth moist,moist,moist,NOUN,Prolific
56afa11aabec410005a56534,overcoat,BOI,to protect something,protect,protect,VERB,Prolific
56afa11aabec410005a56534,overcoat,BOI,to protect something,something,something,PRON,Prolific
56afa11aabec410005a56534,cart,BOI,to carry things around,carry,carry,VERB,Prolific
56afa11aabec410005a56534,cart,BOI,to carry things around,things,thing,NOUN,Prolific
56afa11aabec410005a56534,cart,BOI,to carry things around,around,around,ADV,Prolific
56afa11aabec410005a56534,cart,BOI,to hide in,hide,hide,NOUN,Prolific
56afa11aabec410005a56534,pinecone,BOI,to decorate,decorate,decorate,VERB,Prolific
56afa11aabec410005a56534,pinecone,BOI,to burn,burn,burn,VERB,Prolific
56afa11aabec410005a56534,lilac,BOI,to give a room a good smell,give,give,VERB,Prolific
56afa11aabec410005a56534,lilac,BOI,to give a room a good smell,room,room,NOUN,Prolific
56afa11aabec410005a56534,lilac,BOI,to give a room a good smell,good,good,ADJ,Prolific
56afa11aabec410005a56534,lilac,BOI,to give a room a good smell,smell,smell,INTJ,Prolific
56afa11aabec410005a56534,lilac,BOI,for a bouquet,bouquet,bouquet,NOUN,Prolific
56afa11aabec410005a56534,lilac,BOI,in tea,tea,tea,NOUN,Prolific
56afa11aabec410005a56534,litter,BOI,for pets to do their business,pets,pets,NOUN,Prolific
56afa11aabec410005a56534,litter,BOI,for pets to do their business,business,business,NOUN,Prolific
56afa11aabec410005a56534,delicatessen,BOI,to eat,eat,eat,VERB,Prolific
56afa11aabec410005a56534,delicatessen,BOI,with tea,tea,tea,NOUN,Prolific
56afa11aabec410005a56534,rack,BOI,to hold something,hold,hold,INTJ,Prolific
56afa11aabec410005a56534,rack,BOI,to hold something,something,something,PRON,Prolific
56afa11aabec410005a56534,rack,BOI,to strain,strain,strain,NOUN,Prolific
572f526c3c27e7000e0b8aaa,wrist,BOI,wearing watches,wearing,wear,VERB,Prolific
572f526c3c27e7000e0b8aaa,wrist,BOI,wearing watches,watches,watch,NOUN,Prolific
572f526c3c27e7000e0b8aaa,wrist,BOI,shaking,shaking,shak,VERB,Prolific
572f526c3c27e7000e0b8aaa,marketeer,BOI,marketing,marketing,marketing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,marketeer,BOI,advertising ,advertising,advertising,NOUN,Prolific
572f526c3c27e7000e0b8aaa,centipede,BOI,scaring children ,scaring,scar,NOUN,Prolific
572f526c3c27e7000e0b8aaa,centipede,BOI,scaring children ,children,child,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dish,BOI,holding food,holding,hold,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dish,BOI,holding food,food,food,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dish,BOI,storage,storage,storage,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dish,BOI,covering things ,covering,cover,VERB,Prolific
572f526c3c27e7000e0b8aaa,dish,BOI,covering things ,things,thing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,tee,BOI,golf,golf,golf,NOUN,Prolific
572f526c3c27e7000e0b8aaa,pulley,BOI,lifting things,lifting,lift,NOUN,Prolific
572f526c3c27e7000e0b8aaa,pulley,BOI,lifting things,things,thing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,pulley,BOI,as a wheel ,wheel,wheel,NOUN,Prolific
572f526c3c27e7000e0b8aaa,earplugs,BOI,block noise,block,block,NOUN,Prolific
572f526c3c27e7000e0b8aaa,earplugs,BOI,block noise,noise,noise,NOUN,Prolific
572f526c3c27e7000e0b8aaa,earplugs,BOI,keeping water out,keeping,keep,VERB,Prolific
572f526c3c27e7000e0b8aaa,earplugs,BOI,keeping water out,water,water,NOUN,Prolific
572f526c3c27e7000e0b8aaa,earplugs,BOI,keeping dirt out,keeping,keep,VERB,Prolific
572f526c3c27e7000e0b8aaa,earplugs,BOI,keeping dirt out,dirt,dirt,NOUN,Prolific
572f526c3c27e7000e0b8aaa,breadboard,BOI,cutting food,cutting,cut,VERB,Prolific
572f526c3c27e7000e0b8aaa,breadboard,BOI,cutting food,food,food,NOUN,Prolific
572f526c3c27e7000e0b8aaa,breadboard,BOI,mixing ingredients ,mixing,mix,NOUN,Prolific
572f526c3c27e7000e0b8aaa,breadboard,BOI,mixing ingredients ,ingredients,ingredient,NOUN,Prolific
572f526c3c27e7000e0b8aaa,waist,BOI,supporting clothes,supporting,support,VERB,Prolific
572f526c3c27e7000e0b8aaa,waist,BOI,supporting clothes,clothes,clothe,NOUN,Prolific
572f526c3c27e7000e0b8aaa,waist,BOI,dancing ,dancing,dancing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,limb,BOI,lifting,lifting,lift,NOUN,Prolific
572f526c3c27e7000e0b8aaa,limb,BOI,walking,walking,walk,NOUN,Prolific
572f526c3c27e7000e0b8aaa,limb,BOI,moving ,moving,move,VERB,Prolific
572f526c3c27e7000e0b8aaa,hound,BOI,hunting,hunting,hunt,VERB,Prolific
572f526c3c27e7000e0b8aaa,hound,BOI,chasing,chasing,chase,VERB,Prolific
572f526c3c27e7000e0b8aaa,hound,BOI,guarding,guarding,guard,VERB,Prolific
572f526c3c27e7000e0b8aaa,hound,BOI,going for walks ,going,go,VERB,Prolific
572f526c3c27e7000e0b8aaa,hound,BOI,going for walks ,walks,walk,VERB,Prolific
572f526c3c27e7000e0b8aaa,bowling,BOI,sport,sport,sport,NOUN,Prolific
572f526c3c27e7000e0b8aaa,bowling,BOI,fun,fun,fun,NOUN,Prolific
572f526c3c27e7000e0b8aaa,bowling,BOI,exercise ,exercise,exercise,NOUN,Prolific
572f526c3c27e7000e0b8aaa,school,BOI,learning,learning,learn,VERB,Prolific
572f526c3c27e7000e0b8aaa,school,BOI,teaching,teaching,teache,NOUN,Prolific
572f526c3c27e7000e0b8aaa,school,BOI,entertainment,entertainment,entertainment,NOUN,Prolific
572f526c3c27e7000e0b8aaa,school,BOI,events ,events,event,NOUN,Prolific
572f526c3c27e7000e0b8aaa,Fern,BOI,decoration,decoration,decoration,NOUN,Prolific
572f526c3c27e7000e0b8aaa,Fern,BOI,shelter,shelter,shelter,NOUN,Prolific
572f526c3c27e7000e0b8aaa,Fern,BOI,landscaping ,landscaping,landscaping,NOUN,Prolific
572f526c3c27e7000e0b8aaa,knickers,BOI,clothing,clothing,clothing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,knickers,BOI,rags,rags,rag,NOUN,Prolific
572f526c3c27e7000e0b8aaa,respirator,BOI,breathing,breathing,breathing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,respirator,BOI,protection ,protection,protection,NOUN,Prolific
572f526c3c27e7000e0b8aaa,brow,BOI,wiping,wiping,wip,NOUN,Prolific
572f526c3c27e7000e0b8aaa,brow,BOI,frowning,frowning,frown,VERB,Prolific
572f526c3c27e7000e0b8aaa,brow,BOI,sweating ,sweating,sweat,VERB,Prolific
572f526c3c27e7000e0b8aaa,waffle,BOI,honey,honey,honey,NOUN,Prolific
572f526c3c27e7000e0b8aaa,waffle,BOI,chocolate,chocolate,chocolate,NOUN,Prolific
572f526c3c27e7000e0b8aaa,waffle,BOI,butter ,butter,butter,NOUN,Prolific
572f526c3c27e7000e0b8aaa,blowgun,BOI,fun,fun,fun,NOUN,Prolific
572f526c3c27e7000e0b8aaa,blowgun,BOI,scaring pests,scaring,scar,NOUN,Prolific
572f526c3c27e7000e0b8aaa,blowgun,BOI,scaring pests,pests,pest,NOUN,Prolific
572f526c3c27e7000e0b8aaa,blowgun,BOI,killing flies,killing,kill,VERB,Prolific
572f526c3c27e7000e0b8aaa,blowgun,BOI,killing flies,flies,flie,VERB,Prolific
572f526c3c27e7000e0b8aaa,greenhouse,BOI,growing plants,growing,grow,VERB,Prolific
572f526c3c27e7000e0b8aaa,greenhouse,BOI,growing plants,plants,plant,NOUN,Prolific
572f526c3c27e7000e0b8aaa,greenhouse,BOI,shelter,shelter,shelter,NOUN,Prolific
572f526c3c27e7000e0b8aaa,greenhouse,BOI,storage ,storage,storage,NOUN,Prolific
572f526c3c27e7000e0b8aaa,wallboard,BOI,pinning notes,pinning,pinning,VERB,Prolific
572f526c3c27e7000e0b8aaa,wallboard,BOI,pinning notes,notes,note,NOUN,Prolific
572f526c3c27e7000e0b8aaa,wallboard,BOI,scribbling,scribbling,scribbl,NOUN,Prolific
572f526c3c27e7000e0b8aaa,wallboard,BOI,hanging things ,hanging,hang,VERB,Prolific
572f526c3c27e7000e0b8aaa,wallboard,BOI,hanging things ,things,thing,NOUN,Prolific
572f526c3c27e7000e0b8aaa,guardrail,BOI,protection ,protection,protection,NOUN,Prolific
572f526c3c27e7000e0b8aaa,badminton,BOI,sport,sport,sport,NOUN,Prolific
572f526c3c27e7000e0b8aaa,badminton,BOI,exercise,exercise,exercise,NOUN,Prolific
572f526c3c27e7000e0b8aaa,badminton,BOI,entertainment,entertainment,entertainment,NOUN,Prolific
572f526c3c27e7000e0b8aaa,badminton,BOI,competitions ,competitions,competitions,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dye,BOI,colouring clothes,coloring,coloring,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dye,BOI,colouring clothes,clothes,clothe,NOUN,Prolific
572f526c3c27e7000e0b8aaa,dye,BOI,hair,hair,hair,NOUN,Prolific
572f526c3c27e7000e0b8aaa,debris,BOI,sweeping up,sweeping,sweep,ADJ,Prolific
572f526c3c27e7000e0b8aaa,debris,BOI,littering,littering,litter,VERB,Prolific
572f526c3c27e7000e0b8aaa,debris,BOI,filling bin,filling,fill,NOUN,Prolific
572f526c3c27e7000e0b8aaa,debris,BOI,filling bin,bin,bin,NOUN,Prolific
572f526c3c27e7000e0b8aaa,trampoline,BOI,jumping,jumping,jump,VERB,Prolific
572f526c3c27e7000e0b8aaa,trampoline,BOI,exercise,exercise,exercise,NOUN,Prolific
572f526c3c27e7000e0b8aaa,trampoline,BOI,entertainment ,entertainment,entertainment,NOUN,Prolific
572f526c3c27e7000e0b8aaa,topaz,BOI,jewellery ,jeweler,jeweler,NOUN,Prolific
572f526c3c27e7000e0b8aaa,fieldstone,BOI,building ,building,building,NOUN,Prolific
572f526c3c27e7000e0b8aaa,deck,BOI,sitting,sitting,sit,VERB,Prolific
572f526c3c27e7000e0b8aaa,deck,BOI,standing ,standing,stand,VERB,Prolific
57b715b842195e000159f82b,lemon,BOI,squeeze,squeeze,squeeze,NOUN,Prolific
57b715b842195e000159f82b,lemon,BOI,cook with,cook,cake,VERB,Prolific
57b715b842195e000159f82b,lemon,BOI,put on pancakes,put,put,VERB,Prolific
57b715b842195e000159f82b,lemon,BOI,put on pancakes,pancakes,pancake,NOUN,Prolific
57b715b842195e000159f82b,lemon,BOI,make lemonade,make,make,VERB,Prolific
57b715b842195e000159f82b,lemon,BOI,make lemonade,lemonade,lemonade,NOUN,Prolific
57b715b842195e000159f82b,lemon,BOI,peal,peal,peal,NOUN,Prolific
57b715b842195e000159f82b,lemon,BOI,zest,zest,zest,ADJ,Prolific
57b715b842195e000159f82b,lemon,BOI,juice,juice,juice,NOUN,Prolific
57b715b842195e000159f82b,lemon,BOI,smell,smell,smell,INTJ,Prolific
57b715b842195e000159f82b,lemon,BOI,buy,buy,buy,VERB,Prolific
57b715b842195e000159f82b,lemon,BOI,plant,plant,plant,NOUN,Prolific
57b715b842195e000159f82b,lemon,BOI,pick,pick,pick,VERB,Prolific
57b715b842195e000159f82b,lemon,BOI,hold,hold,hold,INTJ,Prolific
57b715b842195e000159f82b,Taco,BOI,fill,fill,fill,NOUN,Prolific
57b715b842195e000159f82b,Taco,BOI,eat,eat,eat,VERB,Prolific
57b715b842195e000159f82b,Taco,BOI,cook,cook,cake,VERB,Prolific
57b715b842195e000159f82b,Taco,BOI,buy,buy,buy,VERB,Prolific
57b715b842195e000159f82b,Taco,BOI,order at restaurant,order,order,NOUN,Prolific
57b715b842195e000159f82b,Taco,BOI,order at restaurant,restaurant,restaurant,NOUN,Prolific
57b715b842195e000159f82b,handgun,BOI,shoot,shoot,shoot,NOUN,Prolific
57b715b842195e000159f82b,handgun,BOI,put in holster,put,put,VERB,Prolific
57b715b842195e000159f82b,handgun,BOI,put in holster,holster,holster,NOUN,Prolific
57b715b842195e000159f82b,handgun,BOI,buy,buy,buy,VERB,Prolific
57b715b842195e000159f82b,handgun,BOI,store,store,store,NOUN,Prolific
57b715b842195e000159f82b,handgun,BOI,take apart,take,take,VERB,Prolific
57b715b842195e000159f82b,handgun,BOI,take apart,apart,apart,ADV,Prolific
57b715b842195e000159f82b,handgun,BOI,threaten with,threaten,threaten,NOUN,Prolific
57b715b842195e000159f82b,handgun,BOI,kill with,kill,kill,VERB,Prolific
57b715b842195e000159f82b,javelin,BOI,throw,throw,throw,INTJ,Prolific
57b715b842195e000159f82b,javelin,BOI,stick in thr ground,stick,stick,NOUN,Prolific
57b715b842195e000159f82b,javelin,BOI,stick in thr ground,ground,ground,NOUN,Prolific
57b715b842195e000159f82b,javelin,BOI,aim,aim,aim,NOUN,Prolific
57b715b842195e000159f82b,pitcher,BOI,fill,fill,fill,NOUN,Prolific
57b715b842195e000159f82b,pitcher,BOI,pour,pour,pour,VERB,Prolific
57b715b842195e000159f82b,pitcher,BOI,display,display,display,NOUN,Prolific
57b715b842195e000159f82b,pitcher,BOI,clean,clean,clean,ADJ,Prolific
57b715b842195e000159f82b,dinnerware,BOI,eat off,eat,eat,VERB,Prolific
57b715b842195e000159f82b,dinnerware,BOI,clean,clean,clean,ADJ,Prolific
57b715b842195e000159f82b,dinnerware,BOI,stack,stack,stack,NOUN,Prolific
57b715b842195e000159f82b,guillotine,BOI,cut someone's head off,cut,cut,VERB,Prolific
57b715b842195e000159f82b,guillotine,BOI,cut someone's head off,head,head,NOUN,Prolific
57b715b842195e000159f82b,guillotine,BOI,cut paper,cut,cut,VERB,Prolific
57b715b842195e000159f82b,guillotine,BOI,cut paper,paper,paper,NOUN,Prolific
57b715b842195e000159f82b,nutmeg,BOI,put in food,put,put,VERB,Prolific
