Username,Condition.Description,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group,
cas2024CS,Version 33,sage,cleansing,cleansing,cleanse,VERB,USA,
cas2024CS,Version 33,sage,cleaning,cleaning,clean,VERB,USA,
cas2024CS,Version 33,sage,drinking,drinking,drink,VERB,USA,
cas2024CS,Version 33,sage,seasoning,seasoning,season,VERB,USA,
cas2024CS,Version 33,sage,healing,healing,heal,VERB,USA,
cas2024CS,Version 33,bonbon,eating,eating,eat,VERB,USA,
cas2024CS,Version 33,bonbon,melting,melting,melt,VERB,USA,
cas2024CS,Version 33,bonbon,enjoying,enjoying,enjoy,VERB,USA,
cas2024CS,Version 33,baseball,throwing,throwing,throw,VERB,USA,
cas2024CS,Version 33,baseball,bouncing,bouncing,bounce,VERB,USA,
cas2024CS,Version 33,baseball,batting,batting,batt,VERB,USA,
cas2024CS,Version 33,baseball,catching,catching,catch,VERB,USA,
cas2024CS,Version 33,baseball,pitching,pitching,pitch,VERB,USA,
cas2024CS,Version 33,baseball,hitting,hitting,hit,VERB,USA,
cas2024CS,Version 33,baseball,grabbing,grabbing,grab,VERB,USA,
cas2024CS,Version 33,drawing,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,drawing,calming,calming,calme,VERB,USA,
cas2024CS,Version 33,drawing,fun,fun,fun,NOUN,USA,
cas2024CS,Version 33,drawing,relaxing,relaxing,relax,VERB,USA,
cas2024CS,Version 33,drawing,comforting,comforting,comforte,ADJ,USA,
cas2024CS,Version 33,cadet,learning,learning,learn,VERB,USA,
cas2024CS,Version 33,cadet,teaching,teaching,teach,VERB,USA,
cas2024CS,Version 33,straw,sucking,sucking,suck,VERB,USA,
cas2024CS,Version 33,straw,blowing,blowing,blow,VERB,USA,
cas2024CS,Version 33,straw,cutting up,cutting,cut,VERB,USA,
cas2024CS,Version 33,straw,playing,playing,play,VERB,USA,
cas2024CS,Version 33,straw,drinking,drinking,drink,VERB,USA,
cas2024CS,Version 33,straw,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,mango,eating,eating,eat,VERB,USA,
cas2024CS,Version 33,mango,cooking,cooking,cook,VERB,USA,
cas2024CS,Version 33,mango,baking,baking,bake,VERB,USA,
cas2024CS,Version 33,mango,juicing,juicing,juice,VERB,USA,
cas2024CS,Version 33,mango,drinking,drinking,drink,VERB,USA,
cas2024CS,Version 33,mango,freezing,freezing,freeze,VERB,USA,
cas2024CS,Version 33,mango,refrigerating ,refrigerating,refrigerat,VERB,USA,
cas2024CS,Version 33,senorita,learning ,learning,learn,VERB,USA,
cas2024CS,Version 33,luggage,packing,packing,pack,VERB,USA,
cas2024CS,Version 33,luggage,carrying,carrying,carry,VERB,USA,
cas2024CS,Version 33,luggage,storing,storing,store,VERB,USA,
cas2024CS,Version 33,luggage,organizing,organizing,organize,VERB,USA,
cas2024CS,Version 33,luggage,travelling,traveling,travel,VERB,USA,
cas2024CS,Version 33,luggage,exploring,exploring,explore,VERB,USA,
cas2024CS,Version 33,luggage,holding,holding,hold,VERB,USA,
cas2024CS,Version 33,luggage,rolling,rolling,roll,VERB,USA,
cas2024CS,Version 33,hairpiece,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,hairpiece,accessorizing,accessorizing,accessorize,VERB,USA,
cas2024CS,Version 33,mannequin,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,mannequin,arranging,arranging,arrange,VERB,USA,
cas2024CS,Version 33,mannequin,dressing,dressing,dress,VERB,USA,
cas2024CS,Version 33,mannequin,marketing,marketing,market,VERB,USA,
cas2024CS,Version 33,mannequin,selling,selling,sell,VERB,USA,
cas2024CS,Version 33,fabric,weaving,weaving,weave,VERB,USA,
cas2024CS,Version 33,fabric,tailoring,tailoring,tailor,VERB,USA,
cas2024CS,Version 33,fabric,sewing,sewing,sew,VERB,USA,
cas2024CS,Version 33,fabric,making,making,make,VERB,USA,
cas2024CS,Version 33,fabric,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,termite,exterminating,exterminating,exterminate,VERB,USA,
cas2024CS,Version 33,dime,spending,spending,spend,VERB,USA,
cas2024CS,Version 33,dime,collecting,collecting,collect,VERB,USA,
cas2024CS,Version 33,dime,saving,saving,save,VERB,USA,
cas2024CS,Version 33,dime,rolling,rolling,roll,VERB,USA,
cas2024CS,Version 33,dime,investing,investing,invest,VERB,USA,
cas2024CS,Version 33,pajama,sleeping,sleeping,sleep,VERB,USA,
cas2024CS,Version 33,pajama,relaxing,relaxing,relax,VERB,USA,
cas2024CS,Version 33,pajama,lounging,lounging,lounge,VERB,USA,
cas2024CS,Version 33,pajama,laying down,laying,lay,VERB,USA,
cas2024CS,Version 33,handshake,making,making,make,VERB,USA,
cas2024CS,Version 33,handshake,friendship,friendship,friendship,NOUN,USA,
cas2024CS,Version 33,handshake,fun,fun,fun,NOUN,USA,
cas2024CS,Version 33,handshake,meeting,meeting,meet,VERB,USA,
cas2024CS,Version 33,handshake,acquainting,acquainting,acquaint,VERB,USA,
cas2024CS,Version 33,bobsleigh,sleighing,sleighing,sleigh,VERB,USA,
cas2024CS,Version 33,bobsleigh,sledding,sledding,sled,VERB,USA,
cas2024CS,Version 33,bobsleigh,riding,riding,ride,VERB,USA,
cas2024CS,Version 33,cowskin,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,cowskin,processing,processing,process,VERB,USA,
cas2024CS,Version 33,cowskin,designing,designing,designe,VERB,USA,
cas2024CS,Version 33,hose,watering,watering,wate,VERB,USA,
cas2024CS,Version 33,hose,fun,fun,fun,NOUN,USA,
cas2024CS,Version 33,hose,sprinkler,sprinkler,sprinkler,NOUN,USA,
cas2024CS,Version 33,hose,washing,washing,wash,VERB,USA,
cas2024CS,Version 33,hose,cleaning ,cleaning,clean,VERB,USA,
cas2024CS,Version 33,sculpture,looking,looking,look,VERB,USA,
cas2024CS,Version 33,sculpture,admiring,admiring,admir,VERB,USA,
cas2024CS,Version 33,sculpture,art,art,art,NOUN,USA,
cas2024CS,Version 33,sculpture,expressing,expressing,express,VERB,USA,
cas2024CS,Version 33,sculpture,examining,examining,examine,VERB,USA,
cas2024CS,Version 33,sculpture,studying,studying,study,VERB,USA,
cas2024CS,Version 33,outlet,charging,charging,charge,VERB,USA,
cas2024CS,Version 33,outlet,plugging,plugging,plugge,VERB,USA,
cas2024CS,Version 33,gazebo,relaxing,relaxing,relax,VERB,USA,
cas2024CS,Version 33,gazebo,building,building,build,VERB,USA,
cas2024CS,Version 33,gazebo,cooling down,cooling,cool,VERB,USA,
cas2024CS,Version 33,balloon,popping,popping,pop,VERB,USA,
cas2024CS,Version 33,balloon,inflating,inflating,inflate,VERB,USA,
cas2024CS,Version 33,balloon,sucking,sucking,suck,VERB,USA,
cas2024CS,Version 33,balloon,blowing,blowing,blow,VERB,USA,
cas2024CS,Version 33,balloon,decorating,decorating,decorate,VERB,USA,
cas2024CS,Version 33,balloon,surprise,surprise,surprise,VERB,USA,
cas2024CS,Version 33,balloon,fun,fun,fun,NOUN,USA,
cas2024CS,Version 33,balloon,playing,playing,play,VERB,USA,
cas2024CS,Version 33,magician,watching,watching,watch,VERB,USA,
cas2024CS,Version 33,magician,learning,learning,learn,VERB,USA,
cas2024CS,Version 33,magician,wondering,wondering,wonder,VERB,USA,
cas2024CS,Version 33,magician,fun,fun,fun,NOUN,USA,
cas2024CS,Version 33,magician,birthday,birthday,birthday,NOUN,USA,
cas2024CS,Version 33,magician,magic,magic,magic,NOUN,USA,
J00641914PS,Version 61,trailer,move things,move,move,VERB,USA,
J00641914PS,Version 61,trailer,move things,things,thing,NOUN,USA,
J00641914PS,Version 61,trailer,carry things,carry,carry,VERB,USA,
J00641914PS,Version 61,trailer,carry things,things,thing,NOUN,USA,
J00641914PS,Version 61,trailer,a movie ,movie,movie,NOUN,USA,
J00641914PS,Version 61,cymbals,make music,make,make,VERB,USA,
J00641914PS,Version 61,cymbals,make music,music,music,NOUN,USA,
J00641914PS,Version 61,fingertip,poking,poking,pok,VERB,USA,
J00641914PS,Version 61,fingertip,pointing,pointing,point,VERB,USA,
J00641914PS,Version 61,nettle,treatment,treatment,treatment,NOUN,USA,
J00641914PS,Version 61,chalet,stay in,stay,stay,VERB,USA,
J00641914PS,Version 61,mouthpiece,protect,protect,protect,VERB,USA,
J00641914PS,Version 61,piglet,nurture,nurture,nurture,VERB,USA,
J00641914PS,Version 61,piglet,feed,feed,feed,VERB,USA,
J00641914PS,Version 61,piglet,care for,care,care,VERB,USA,
J00641914PS,Version 61,bookshelf,store books,store,store,VERB,USA,
J00641914PS,Version 61,bookshelf,store books,books,book,NOUN,USA,
J00641914PS,Version 61,bra,secure,secure,secure,VERB,USA,
J00641914PS,Version 61,banana,eat,eat,eat,VERB,USA,
J00641914PS,Version 61,banana,provide nutrients,provide,provide,VERB,USA,
J00641914PS,Version 61,banana,provide nutrients,nutrients,nutrient,NOUN,USA,
J00641914PS,Version 61,tearoom,drink tea,drink,drink,VERB,USA,
J00641914PS,Version 61,tearoom,drink tea,tea,tea,NOUN,USA,
J00641914PS,Version 61,igloo,keep safe,keep,keep,VERB,USA,
J00641914PS,Version 61,igloo,keep safe,safe,safe,ADJ,USA,
J00641914PS,Version 61,igloo,warm,warm,warm,ADJ,USA,
J00641914PS,Version 61,bacon,eat,eat,eat,VERB,USA,
J00641914PS,Version 61,prostitute,seduce,seduce,seduce,VERB,USA,
J00641914PS,Version 61,prostitute,entertain,entertain,entertain,ADJ,USA,
J00641914PS,Version 61,item,anything,anything,anything,PRON,USA,
J00641914PS,Version 61,moccasin,protect the feet,protect,protect,VERB,USA,
J00641914PS,Version 61,moccasin,protect the feet,feet,foot,NOUN,USA,
J00641914PS,Version 61,chihuahua,to love,love,love,NOUN,USA,
J00641914PS,Version 61,chihuahua,guard ,guard,guard,NOUN,USA,
J00641914PS,Version 61,paw,shake,shake,shake,VERB,USA,
J00641914PS,Version 61,earmuff,keep warm,keep,keep,VERB,USA,
J00641914PS,Version 61,earmuff,keep warm,warm,warm,ADJ,USA,
J00641914PS,Version 61,strap,protection,protection,protect,VERB,USA,
J00641914PS,Version 61,pond,swim,swim,swim,NOUN,USA,
J00641914PS,Version 61,pond,fish ,fish,fish,VERB,USA,
J00641914PS,Version 61,potboiler,cook,cook,cake,VERB,USA,
J00641914PS,Version 61,cement,secure,secure,secure,VERB,USA,
J00641914PS,Version 61,sportswoman,speak upon sports,speak,speak,VERB,USA,
J00641914PS,Version 61,sportswoman,speak upon sports,upon,upon,ADP,USA,
J00641914PS,Version 61,sportswoman,speak upon sports,sports,sport,NOUN,USA,
J00641914PS,Version 61,camisole,cover,cover,cover,VERB,USA,
J00641914PS,Version 61,employee,work,work,work,VERB,USA,
J00641914PS,Version 61,employee,lead,lead,lead,VERB,USA,
J00641914PS,Version 61,crewman,work,work,work,VERB,USA,
J00641914PS,Version 61,mask,to wear,wear,wear,VERB,USA,
J00641914PS,Version 61,script,read,read,read,VERB,USA,
J00641914PS,Version 61,script,write,write,write,VERB,USA,
J00641914PS,Version 61,journalist,write stories,write,write,VERB,USA,
J00641914PS,Version 61,journalist,write stories,stories,story,NOUN,USA,
J00656083_acs,Version 11,trigger,pulled,pulled,pull,VERB,USA,
J00656083_acs,Version 11,trigger,set off,set,set,VERB,USA,
J00656083_acs,Version 11,trigger,snapped,snapped,snap,VERB,USA,
J00656083_acs,Version 11,trigger,cut,cut,cut,VERB,USA,
J00656083_acs,Version 11,grandchild,held,held,hold,VERB,USA,
J00656083_acs,Version 11,grandchild,pat,pat,pat,VERB,USA,
J00656083_acs,Version 11,grandchild,hugged,hugged,hug,VERB,USA,
J00656083_acs,Version 11,grandchild,carried,carried,carry,VERB,USA,
J00656083_acs,Version 11,grandchild,played,played,play,VERB,USA,
J00656083_acs,Version 11,grandchild,cuddled,cuddled,cuddle,VERB,USA,
J00656083_acs,Version 11,stepdaughter,loved,loved,love,VERB,USA,
J00656083_acs,Version 11,stepdaughter,cherrished,cherished,cherish,VERB,USA,
J00656083_acs,Version 11,stepdaughter,held,held,hold,VERB,USA,
J00656083_acs,Version 11,stepdaughter,hug,hug,hug,VERB,USA,
J00656083_acs,Version 11,stepdaughter,enjoyed,enjoyed,enjoy,VERB,USA,
J00656083_acs,Version 11,stepdaughter,played,played,play,VERB,USA,
J00656083_acs,Version 11,belt,wrapped,wrapped,wrap,VERB,USA,
J00656083_acs,Version 11,belt,rope,rope,rope,NOUN,USA,
J00656083_acs,Version 11,belt,whip,whip,whip,VERB,USA,
J00656083_acs,Version 11,belt,throw,throw,throw,VERB,USA,
J00656083_acs,Version 11,belt,hit,hit,hit,VERB,USA,
J00656083_acs,Version 11,belt,dropped,dropped,drop,VERB,USA,
J00656083_acs,Version 11,belt,snapped,snapped,snap,VERB,USA,
J00656083_acs,Version 11,nut,eaten,eaten,eat,VERB,USA,
J00656083_acs,Version 11,nut,crazy,crazy,crazy,ADJ,USA,
J00656083_acs,Version 11,nut,slapped,slapped,slap,VERB,USA,
J00656083_acs,Version 11,nut,chewed,chewed,chew,VERB,USA,
J00656083_acs,Version 11,nut,spat,spat,spat,NOUN,USA,
J00656083_acs,Version 11,nut,thrown,thrown,throw,VERB,USA,
J00656083_acs,Version 11,nut,cracked,cracked,crack,VERB,USA,
J00656083_acs,Version 11,nut,dropped,dropped,drop,VERB,USA,
J00656083_acs,Version 11,nut,peeled,peeled,peel,VERB,USA,
J00656083_acs,Version 11,nut,deshelled,shelled,shell,VERB,USA,
J00656083_acs,Version 11,butt,sit,sit,sit,VERB,USA,
J00656083_acs,Version 11,butt,lay,lay,lay,VERB,USA,
J00656083_acs,Version 11,butt,fall on,fall,fall,VERB,USA,
J00656083_acs,Version 11,butt,slap,slap,slap,VERB,USA,
J00656083_acs,Version 11,bondsman,to spy,spy,spy,VERB,USA,
J00656083_acs,Version 11,bondsman,fight,fight,fight,VERB,USA,
J00656083_acs,Version 11,bondsman,seek,seek,seek,VERB,USA,
J00656083_acs,Version 11,bondsman,hire,hire,hire,VERB,USA,
J00656083_acs,Version 11,apartments,to live,live,live,VERB,USA,
J00656083_acs,Version 11,apartments,shelter,shelter,shelter,VERB,USA,
J00656083_acs,Version 11,apartments,vistors,visitor,visit,VERB,USA,
J00656083_acs,Version 11,apartments,home,home,home,ADV,USA,
J00656083_acs,Version 11,apartments,cook,cook,cake,VERB,USA,
J00656083_acs,Version 11,apartments,shower,shower,shower,VERB,USA,
J00656083_acs,Version 11,apartments,sleep,sleep,sleep,VERB,USA,
J00656083_acs,Version 11,apartments,enjoy,enjoy,enjoy,VERB,USA,
J00656083_acs,Version 11,apartments,pets,pets,pets,NOUN,USA,
J00656083_acs,Version 11,apartments,love,love,love,VERB,USA,
J00656083_acs,Version 11,device,phone,phone,phone,NOUN,USA,
J00656083_acs,Version 11,device,call,call,call,VERB,USA,
J00656083_acs,Version 11,device,test,test,test,VERB,USA,
J00656083_acs,Version 11,device,message,message,message,VERB,USA,
J00656083_acs,Version 11,device,take surverys,take,take,VERB,USA,
J00656083_acs,Version 11,device,take surverys,survey,survey,VERB,USA,
J00656083_acs,Version 11,device,to update,update,update,VERB,USA,
J00656083_acs,Version 11,device,submit,submit,submit,VERB,USA,
J00656083_acs,Version 11,device,communicate,communicate,communicate,ADJ,USA,
J00656083_acs,Version 11,device,post,post,post,VERB,USA,
J00656083_acs,Version 11,teaspoonful,to scoop,scoop,scoop,VERB,USA,
J00656083_acs,Version 11,teaspoonful,to eat with,eat,eat,VERB,USA,
J00656083_acs,Version 11,teaspoonful,to reflect,reflect,reflect,VERB,USA,
J00656083_acs,Version 11,teaspoonful,to clink,clink,clink,VERB,USA,
J00656083_acs,Version 11,teaspoonful,to bend,bend,bend,VERB,USA,
J00656083_acs,Version 11,rectum,bathroom,bathroom,bathroom,NOUN,USA,
J00656083_acs,Version 11,rectum,food,food,food,NOUN,USA,
J00656083_acs,Version 11,rectum,digestive system,digestive,digestive,ADJ,USA,
J00656083_acs,Version 11,rectum,digestive system,system,system,NOUN,USA,
J00656083_acs,Version 11,rectum,human,human,human,ADJ,USA,
J00656083_acs,Version 11,mongoose,to pet,pet,pet,VERB,USA,
J00656083_acs,Version 11,mongoose,to run,run,run,VERB,USA,
J00656083_acs,Version 11,mongoose,be bitten,bitten,bite,VERB,USA,
J00656083_acs,Version 11,mongoose,dig,dig,dig,VERB,USA,
J00656083_acs,Version 11,mongoose,hunt,hunt,hunt,VERB,USA,
J00656083_acs,Version 11,mongoose,taunt,taunt,taunt,VERB,USA,
J00656083_acs,Version 11,mongoose,leap,leap,leap,VERB,USA,
J00656083_acs,Version 11,mongoose,lay,lay,lay,VERB,USA,
J00656083_acs,Version 11,mongoose,licks things,licks,lick,VERB,USA,
J00656083_acs,Version 11,mongoose,licks things,things,thing,NOUN,USA,
J00656083_acs,Version 11,mongoose,eats,eats,eat,VERB,USA,
J00656083_acs,Version 11,parakeet,deliver little things,deliver,deliver,VERB,USA,
J00656083_acs,Version 11,parakeet,deliver little things,little,little,ADJ,USA,
J00656083_acs,Version 11,parakeet,deliver little things,things,thing,NOUN,USA,
J00656083_acs,Version 11,parakeet,to pet,pet,pet,VERB,USA,
J00656083_acs,Version 11,parakeet,company,company,company,NOUN,USA,
J00656083_acs,Version 11,parakeet,feed it,feed,feed,VERB,USA,
J00656083_acs,Version 11,furnace,to keep warm,keep,keep,VERB,USA,
J00656083_acs,Version 11,furnace,to keep warm,warm,warm,ADJ,USA,
J00656083_acs,Version 11,furnace,to decorate,decorate,decorate,VERB,USA,
J00656083_acs,Version 11,furnace,enjoy fire,enjoy,enjoy,VERB,USA,
J00656083_acs,Version 11,furnace,enjoy fire,fire,fire,NOUN,USA,
J00656083_acs,Version 11,pan,to cook,cook,cake,VERB,USA,
J00656083_acs,Version 11,pan,to fill,fill,fill,VERB,USA,
J00656083_acs,Version 11,pan,to hold,hold,hold,VERB,USA,
J00656083_acs,Version 11,pan,fry,fry,fry,VERB,USA,
J00656083_acs,Version 11,pan,sate,sate,saute,vERB,USA,
J00656083_acs,Version 11,pan,food,food,food,NOUN,USA,
J00656083_acs,Version 11,pan,water,water,water,NOUN,USA,
J00656083_acs,Version 11,pan,flower pot,flower,flower,NOUN,USA,
J00656083_acs,Version 11,pan,flower pot,pot,pot,NOUN,USA,
J00656083_acs,Version 11,pan,weapon,weapon,weapon,NOUN,USA,
J00656083_acs,Version 11,billiards,games,games,game,NOUN,USA,
J00656083_acs,Version 11,billiards,stores to buy,stores,store,NOUN,USA,
J00656083_acs,Version 11,billiards,stores to buy,buy,buy,VERB,USA,
J00656083_acs,Version 11,billiards,clothing,clothing,clothes,NOUN,USA,
J00656083_acs,Version 11,billiards,to see sad people,see,see,VERB,USA,
J00656083_acs,Version 11,billiards,to see sad people,sad,sad,ADJ,USA,
J00656083_acs,Version 11,billiards,to see sad people,people,people,NOUN,USA,
J00656083_acs,Version 11,hibachi,to eat,eat,eat,VERB,USA,
J00656083_acs,Version 11,hibachi,to cook,cook,cake,VERB,USA,
J00656083_acs,Version 11,hibachi,to enjoy it,enjoy,enjoy,VERB,USA,
J00656083_acs,Version 11,hibachi,new experience,new,new,ADJ,USA,
J00656083_acs,Version 11,hibachi,new experience,experience,experience,NOUN,USA,
J00656083_acs,Version 11,hibachi,culture,culture,culture,NOUN,USA,
J00656083_acs,Version 11,hibachi,food,food,food,NOUN,USA,
J00656083_acs,Version 11,dirt,to plant,plant,plant,VERB,USA,
J00656083_acs,Version 11,dirt,to see creatures,see,see,VERB,USA,
J00656083_acs,Version 11,dirt,to see creatures,creatures,creature,NOUN,USA,
J00656083_acs,Version 11,dirt,to fill in holes,fill,fill,VERB,USA,
J00656083_acs,Version 11,dirt,to fill in holes,holes,hole,NOUN,USA,
J00656083_acs,Version 11,dirt,to dig up,dig,dig,VERB,USA,
J00656083_acs,Version 11,dirt,to eat,eat,eat,VERB,USA,
J00656083_acs,Version 11,corn,to eat,eat,eat,VERB,USA,
J00656083_acs,Version 11,corn,to plant,plant,plant,VERB,USA,
J00656083_acs,Version 11,corn,corn maze,corn,corn,NOUN,USA,
J00656083_acs,Version 11,corn,corn maze,maze,maze,NOUN,USA,
J00656083_acs,Version 11,corn,create art,create,create,VERB,USA,
J00656083_acs,Version 11,corn,create art,art,art,NOUN,USA,
J00656083_acs,Version 11,village,to live in,live,live,VERB,USA,
J00656083_acs,Version 11,village,to explore,explore,explore,VERB,USA,
J00656083_acs,Version 11,village,to create new home,create,create,VERB,USA,
J00656083_acs,Version 11,village,to create new home,new,new,ADJ,USA,
J00656083_acs,Version 11,village,to create new home,home,home,ADV,USA,
J00656083_acs,Version 11,village,to expand it,expand,expand,VERB,USA,
J00656083_acs,Version 11,village,to meet new people,meet,meet,VERB,USA,
J00656083_acs,Version 11,village,to meet new people,new,new,ADJ,USA,
J00656083_acs,Version 11,village,to meet new people,people,people,NOUN,USA,
J00656083_acs,Version 11,village,to learn legends,learn,learn,VERB,USA,
J00656083_acs,Version 11,village,to learn legends,legends,legend,NOUN,USA,
J00656083_acs,Version 11,village,to live a fantasy,live,live,VERB,USA,
J00656083_acs,Version 11,village,to live a fantasy,fantasy,fantasy,NOUN,USA,
J00656083_acs,Version 11,taffy,to eat,eat,eat,VERB,USA,
J00656083_acs,Version 11,taffy,to enjoy,enjoy,enjoy,VERB,USA,
J00656083_acs,Version 11,taffy,to buy a lot of,buy,buy,VERB,USA,
J00656083_acs,Version 11,taffy,to buy a lot of,lot,lot,NOUN,USA,
J00656083_acs,Version 11,taffy,go broke for,go,go,VERB,USA,
J00656083_acs,Version 11,taffy,go broke for,broke,break,VERB,USA,
J00656083_acs,Version 11,taffy,to try,try,try,VERB,USA,
J00656083_acs,Version 11,taffy,to collect,collect,collect,VERB,USA,
J00656083_acs,Version 11,crust,to cut off,cut,cut,VERB,USA,
J00656083_acs,Version 11,crust,to eat,eat,eat,VERB,USA,
J00656083_acs,Version 11,crust,to grow things in,grow,grow,VERB,USA,
J00656083_acs,Version 11,crust,to grow things in,things,thing,NOUN,USA,
J00656083_acs,Version 11,crust,the earths top,earths,earthworm,NOUN,USA,
J00656083_acs,Version 11,crust,the earths top,top,top,ADJ,USA,
J00656083_acs,Version 11,crust,to find worms,find,find,VERB,USA,
J00656083_acs,Version 11,crust,to plant,plant,plant,VERB,USA,
J00656083_acs,Version 11,flatiron,to iron,iron,iron,VERB,USA,
J00656083_acs,Version 11,flatiron,to cook wrapes,cook,cake,VERB,USA,
J00656083_acs,Version 11,flatiron,to cook wrapes,wraps,wrap,NOUN,USA,
J00656083_acs,Version 11,flatiron,to heat up table,heat,heat,NOUN,USA,
J00656083_acs,Version 11,flatiron,to heat up table,table,table,NOUN,USA,
J00656083_acs,Version 11,flatiron,to start a fire,start,start,VERB,USA,
J00656083_acs,Version 11,flatiron,to start a fire,fire,fire,NOUN,USA,
J00656083_acs,Version 11,flatiron,to burn yourself,burn,burn,VERB,USA,
J00656083_acs,Version 11,casserole,to eat,eat,eat,VERB,USA,
J00656083_acs,Version 11,casserole,to make mysteriously,make,make,VERB,USA,
J00656083_acs,Version 11,casserole,to make mysteriously,mysteriously,mysteriously,ADV,USA,
J00656083_acs,Version 11,casserole,to have too many of,many,many,ADJ,USA,
J00656083_acs,Version 11,casserole,to give to someone,give,give,VERB,USA,
J00656083_acs,Version 11,casserole,to give to someone,someone,someone,PRON,USA,
J00656083_acs,Version 11,casserole,to receive,receive,receive,VERB,USA,
J00656083_acs,Version 11,casserole,to hold,hold,hold,VERB,USA,
J00656083_acs,Version 11,casserole,to drop,drop,drop,VERB,USA,
J00656083_acs,Version 11,acupuncture,to evelvate pain,elevate,elevate,VERB,USA,
J00656083_acs,Version 11,acupuncture,to evelvate pain,pain,pain,NOUN,USA,
J00656083_acs,Version 11,acupuncture,to get poked,get,get,VERB,USA,
J00656083_acs,Version 11,acupuncture,to get poked,poked,pok,VERB,USA,
J00656083_acs,Version 11,acupuncture,to get a needle,get,get,VERB,USA,
J00656083_acs,Version 11,acupuncture,to get a needle,needle,needle,NOUN,USA,
J00656083_acs,Version 11,acupuncture,to be stabbed,stabbed,stab,VERB,USA,
J00656083_acs,Version 11,acupuncture,to relax muscles,relax,relax,VERB,USA,
J00656083_acs,Version 11,acupuncture,to relax muscles,muscles,muscle,NOUN,USA,
J00656083_acs,Version 11,mullets,to go back to the 80s,go,go,VERB,USA,
J00656083_acs,Version 11,mullets,to go back to the 80s,back,back,ADV,USA,
J00656083_acs,Version 11,mullets,to rock with,rock,rock,NOUN,USA,
J00656083_acs,Version 11,mullets,to grow out,grow,grow,VERB,USA,
J00656083_acs,Version 11,mullets,to cut,cut,cut,VERB,USA,
J00656083_acs,Version 11,mullets,to comb,comb,comb,VERB,USA,
J00656083_acs,Version 11,mullets,to brush,brush,brush,VERB,USA,
J00656083_acs,Version 11,mullets,to enjoy,enjoy,enjoy,VERB,USA,
J00656083_acs,Version 11,mullets,to hate,hate,hate,VERB,USA,
J00656083_acs,Version 11,kettledrum,to play,play,play,VERB,USA,
J00656083_acs,Version 11,kettledrum,to make a loud sound,make,make,VERB,USA,
J00656083_acs,Version 11,kettledrum,to make a loud sound,loud,loud,ADV,USA,
J00656083_acs,Version 11,kettledrum,to make a loud sound,sound,sound,VERB,USA,
J00656083_acs,Version 11,kettledrum,to roll around,roll,roll,VERB,USA,
J00656083_acs,Version 11,kettledrum,to roll around,around,around,ADV,USA,
J00656083_acs,Version 11,kettledrum,to move,move,move,VERB,USA,
