"Username","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","word","lemma","POS"
"20317098SB","Version 37","twig",1110,"use it as a snake poker","snake","snake","NOUN"
"20317098SB","Version 37","twig",1110,"use it as a snake poker","poker","poker","NOUN"
"20317098SB","Version 37","jet",1085,"fly","fly","fly","VERB"
"20317098SB","Version 37","jet",1085,"go fast","go","go","VERB"
"20317098SB","Version 37","jet",1085,"go fast","fast","fast","ADJ"
"20317098SB","Version 37","clover",1090,"good luck","good","good","ADJ"
"20317098SB","Version 37","clover",1090,"good luck","luck","luck","NOUN"
"20317098SB","Version 37","clover",1090,"saint patricks day","saint","saint","NOUN"
"20317098SB","Version 37","clover",1090,"saint patricks day","anti","anti","X"
"20317098SB","Version 37","clover",1090,"saint patricks day","itch","itch","NOUN"
"20317098SB","Version 37","clover",1090,"saint patricks day","day","day","NOUN"
"20317098SB","Version 37","lotion",1098,"moisturize","moisturize","moisturize","NOUN"
"20317098SB","Version 37","lotion",1098,"conditioner","conditioner","conditioner","NOUN"
"20317098SB","Version 37","lid",1108,"on a cup","cup","cup","NOUN"
"20317098SB","Version 37","lid",1108,"to keep food fresh","keep","keep","VERB"
"20317098SB","Version 37","lid",1108,"to keep food fresh","food","food","NOUN"
"20317098SB","Version 37","lid",1108,"to keep food fresh","fresh","fresh","ADJ"
"20317098SB","Version 37","forklift",1095,"to reach high places","reach","reach","NOUN"
"20317098SB","Version 37","forklift",1095,"to reach high places","high","high","INTJ"
"20317098SB","Version 37","forklift",1095,"to reach high places","places","place","NOUN"
"20317098SB","Version 37","forklift",1095,"work on roof","work","work","NOUN"
"20317098SB","Version 37","forklift",1095,"work on roof","roof","roof","NOUN"
"20317098SB","Version 37","forklift",1095,"work on light post","work","work","NOUN"
"20317098SB","Version 37","forklift",1095,"work on light post","light","light","NOUN"
"20317098SB","Version 37","forklift",1095,"work on light post","post","post","VERB"
"20317098SB","Version 37","chair",1111,"to sit","sit","sit","VERB"
"20317098SB","Version 37","chair",1111,"to reach top shelf","reach","reach","NOUN"
"20317098SB","Version 37","chair",1111,"to reach top shelf","top","top","ADJ"
"20317098SB","Version 37","chair",1111,"to reach top shelf","shelf","shelf","NOUN"
"20317098SB","Version 37","vase",1082,"hold flowers","hold","hold","INTJ"
"20317098SB","Version 37","vase",1082,"hold flowers","flowers","flower","NOUN"
"20317098SB","Version 37","vase",1082,"hold ashes","hold","hold","INTJ"
"20317098SB","Version 37","vase",1082,"hold ashes","ashes","ash","NOUN"
"20317098SB","Version 37","vase",1082,"decorations","decorations","decoration","NOUN"
"20317098SB","Version 37","tummy",1106,"hold food","hold","hold","INTJ"
"20317098SB","Version 37","tummy",1106,"hold food","food","food","NOUN"
"20317098SB","Version 37","tummy",1106,"study the body","study","study","NOUN"
"20317098SB","Version 37","tummy",1106,"study the body","body","body","NOUN"
"20317098SB","Version 37","tummy",1106,"digesting","digesting","digest","VERB"
"20317098SB","Version 37","tummy",1106,"absorb nutrients ","absorb","absorb","NOUN"
"20317098SB","Version 37","tummy",1106,"absorb nutrients ","nutrients","nutrient","NOUN"
"20317098SB","Version 37","glue",1107,"to stick things together","stick","stick","NOUN"
"20317098SB","Version 37","glue",1107,"to stick things together","things","thing","NOUN"
"20317098SB","Version 37","glue",1107,"to stick things together","together","together","ADV"
"20317098SB","Version 37","glue",1107,"close a cut","close","close","ADJ"
"20317098SB","Version 37","glue",1107,"close a cut","cut","cut","VERB"
"20317098SB","Version 37","gear",1084,"gearshift","gearshift","gearshift","NOUN"
"20317098SB","Version 37","gear",1084,"hunting gear","hunting","hunt","VERB"
"20317098SB","Version 37","gear",1084,"hunting gear","gear","gear","NOUN"
"20317098SB","Version 37","gear",1084,"fishing gear","fishing","fishing","NOUN"
"20317098SB","Version 37","gear",1084,"fishing gear","gear","gear","NOUN"
"20317098SB","Version 37","gear",1084,"sports gear","sports","sport","NOUN"
"20317098SB","Version 37","gear",1084,"sports gear","gear","gear","NOUN"
"20317098SB","Version 37","lamplight",1096,"for light","light","light","NOUN"
"20317098SB","Version 37","lamplight",1096,"to see in the dark","see","see","VERB"
"20317098SB","Version 37","lamplight",1096,"to see in the dark","dark","dark","ADJ"
"20317098SB","Version 37","lamplight",1096,"to read in bed","read","read","VERB"
"20317098SB","Version 37","lamplight",1096,"to read in bed","bed","bed","NOUN"
"20317098SB","Version 37","locket",1089,"to keep a picture","keep","keep","VERB"
"20317098SB","Version 37","locket",1089,"to keep a picture","picture","picture","NOUN"
"20317098SB","Version 37","locket",1089,"as a lock on a locker","lock","lock","NOUN"
"20317098SB","Version 37","locket",1089,"as a lock on a locker","locker","locker","NOUN"
"20317098SB","Version 37","handle",1087,"door handle","door","door","NOUN"
"20317098SB","Version 37","handle",1087,"door handle","handle","handle","NOUN"
"20317098SB","Version 37","handle",1087,"car handle","car","car","NOUN"
"20317098SB","Version 37","handle",1087,"car handle","handle","handle","NOUN"
"20317098SB","Version 37","pistachio",1102,"ice cream","ice","ice","NOUN"
"20317098SB","Version 37","pistachio",1102,"ice cream","cream","cream","NOUN"
"20317098SB","Version 37","pistachio",1102,"snack","snack","snack","NOUN"
"20317098SB","Version 37","critter",1088,"raccoon","raccoon","raccoon","NOUN"
"20317098SB","Version 37","critter",1088,"armadillo","armadillo","armadillo","INTJ"
"20317098SB","Version 37","critter",1088,"raccoon","raccoon","raccoon","NOUN"
"20317098SB","Version 37","tub",1100,"take a bath","take","take","VERB"
"20317098SB","Version 37","tub",1100,"take a bath","bath","bath","NOUN"
"20317098SB","Version 37","tub",1100,"wash clothes","wash","wash","INTJ"
"20317098SB","Version 37","tub",1100,"wash clothes","clothes","clothe","NOUN"
"20317098SB","Version 37","tub",1100,"bathe dogs and cats","bathe","bato","NOUN"
"20317098SB","Version 37","tub",1100,"bathe dogs and cats","dogs","dog","NOUN"
"20317098SB","Version 37","tub",1100,"bathe dogs and cats","cats","cat","NOUN"
"20317098SB","Version 37","rag",1086,"take off makeup","take","take","VERB"
"20317098SB","Version 37","rag",1086,"take off makeup","makeup","makeup","NOUN"
"20317098SB","Version 37","rag",1086,"wipe counter","wipe","wipe","INTJ"
"20317098SB","Version 37","rag",1086,"wipe counter","counter","counter","NOUN"
"20317098SB","Version 37","rag",1086,"clean up spill","clean","clean","ADJ"
"20317098SB","Version 37","rag",1086,"clean up spill","spill","spill","NOUN"
"20317098SB","Version 37","rag",1086,"clean floor","clean","clean","ADJ"
"20317098SB","Version 37","rag",1086,"clean floor","floor","floor","NOUN"
"jadkison0505JA","Version 16","sardine",454,"food","food","food","NOUN"
"jadkison0505JA","Version 16","sardine",454,"bait","bait","bait","NOUN"
"jadkison0505JA","Version 16","coal",459,"energy","energy","energy","NOUN"
"jadkison0505JA","Version 16","coal",459,"fire","fire","fire","NOUN"
"jadkison0505JA","Version 16","coal",459,"forging","forging","for","VERB"
"jadkison0505JA","Version 16","coal",459,"trains","trains","train","NOUN"
"jadkison0505JA","Version 16","coal",459,"furnaces ","furnaces","furnace","NOUN"
"jadkison0505JA","Version 16","rupee",481,"buying things","buying","buy","VERB"
"jadkison0505JA","Version 16","rupee",481,"buying things","things","thing","NOUN"
"jadkison0505JA","Version 16","rupee",481,"exchange","exchange","exchange","NOUN"
"jadkison0505JA","Version 16","checklist",458,"groceries","groceries","grocery","NOUN"
"jadkison0505JA","Version 16","checklist",458,"chores ","chores","chor","NOUN"
"jadkison0505JA","Version 16","mortician",452,"handling bodies","handling","handle","VERB"
"jadkison0505JA","Version 16","mortician",452,"handling bodies","bodies","bodie","NOUN"
"jadkison0505JA","Version 16","thigh",455,"food","food","food","NOUN"
"jadkison0505JA","Version 16","cocaine",469,"getting high","getting","get","VERB"
"jadkison0505JA","Version 16","cocaine",469,"getting high","high","high","INTJ"
"jadkison0505JA","Version 16","cocaine",469,"going to jail","going","go","VERB"
"jadkison0505JA","Version 16","cocaine",469,"going to jail","jail","jail","NOUN"
"jadkison0505JA","Version 16","cellar",477,"keeping wine","keeping","keep","VERB"
"jadkison0505JA","Version 16","cellar",477,"keeping wine","wine","wine","NOUN"
"jadkison0505JA","Version 16","cellar",477,"food","food","food","NOUN"
"jadkison0505JA","Version 16","linen",463,"sheets","sheets","sheet","NOUN"
"jadkison0505JA","Version 16","linen",463,"clothes","clothes","clothe","NOUN"
"jadkison0505JA","Version 16","satin",456,"drapes ","drapes","drape","NOUN"
"jadkison0505JA","Version 16","scientist",457,"finding cures","finding","find","NOUN"
"jadkison0505JA","Version 16","scientist",457,"finding cures","cures","cure","NOUN"
"jadkison0505JA","Version 16","scientist",457,"understanding life","understanding","understand","NOUN"
"jadkison0505JA","Version 16","scientist",457,"understanding life","life","life","NOUN"
"jadkison0505JA","Version 16","soap",453,"cleaning things","cleaning","cleaning","NOUN"
"jadkison0505JA","Version 16","soap",453,"cleaning things","things","thing","NOUN"
"jadkison0505JA","Version 16","stoop",474,"spy","spy","spy","NOUN"
"jadkison0505JA","Version 16","easel",471,"use for canvas ","use","use","VERB"
"jadkison0505JA","Version 16","easel",471,"use for canvas ","canvas","canva","NOUN"
"jadkison0505JA","Version 16","policewoman",480,"kill people","kill","kill","VERB"
"jadkison0505JA","Version 16","policewoman",480,"kill people","people","people","NOUN"
"jadkison0505JA","Version 16","paintbox",479,"paint things","paint","paint","VERB"
"jadkison0505JA","Version 16","paintbox",479,"paint things","things","thing","NOUN"
"jadkison0505JA","Version 16","jean",478,"clothes ","clothes","clothe","NOUN"
"jadkison0505JA","Version 16","note",460,"school","school","school","NOUN"
"jadkison0505JA","Version 16","note",460,"work","work","work","NOUN"
"jadkison0505JA","Version 16","note",460,"study","study","study","NOUN"
"jadkison0505JA","Version 16","lip",464,"speak","speak","speak","NOUN"
"jadkison0505JA","Version 16","lip",464,"kiss ","kiss","kiss","NOUN"
"jadkison0505JA","Version 16","apprentice",467,"help","help","help","VERB"
"jadkison0505JA","Version 16","apprentice",467,"teach","teach","teach","NOUN"
"jadkison0505JA","Version 16","genital",465,"use the bathroom","use","use","VERB"
"jadkison0505JA","Version 16","genital",465,"use the bathroom","bathroom","bathroom","NOUN"
"jadkison0505JA","Version 16","genital",465,"sex","sex","sex","NOUN"
"jadkison0505JA","Version 16","paraphernalia",473,"fill your pockets","fill","fill","NOUN"
"jadkison0505JA","Version 16","paraphernalia",473,"fill your pockets","pockets","pockets","NOUN"
"jadkison0505JA","Version 16","spatula",462,"flip burgers","flip","flip","VERB"
"jadkison0505JA","Version 16","spatula",462,"flip burgers","burgers","burgers","NOUN"
"jadkison0505JA","Version 16","lake",466,"swim","swim","swim","NOUN"
"jadkison0505JA","Version 16","lake",466,"fish","fish","fish","NOUN"
"jadkison0505JA","Version 16","lake",466,"boat","boat","boat","NOUN"
"jadkison0505JA","Version 16","raindrop",461,"water collecting","water","water","NOUN"
"jadkison0505JA","Version 16","raindrop",461,"water collecting","collecting","collect","VERB"
"jadkison0505JA","Version 16","bayonet",472,"stabbing","stabbing","stab","VERB"
"jadkison0505JA","Version 16","bayonet",472,"murder ","murder","murder","NOUN"
"jadkison0505JA","Version 16","nickel",468,"make metal things","make","make","VERB"
"jadkison0505JA","Version 16","nickel",468,"make metal things","metal","metal","NOUN"
"jadkison0505JA","Version 16","nickel",468,"make metal things","things","thing","NOUN"
"jadkison0505JA","Version 16","collar",470,"helps dogs not get lost","helps","help","VERB"
"jadkison0505JA","Version 16","collar",470,"helps dogs not get lost","dogs","dog","NOUN"
"jadkison0505JA","Version 16","collar",470,"helps dogs not get lost","get","get","VERB"
"jadkison0505JA","Version 16","collar",470,"helps dogs not get lost","lost","lose","ADJ"
"jadkison0505JA","Version 16","mutton",475,"food ","food","food","NOUN"
"jadkison0505JA","Version 16","pole",476,"flags","flags","flag","NOUN"
"jadkison0505JA","Version 16","pole",476,"dancing","dancing","dancing","NOUN"
"lasilver0515LAS","Version 21","gangster",602,"hire","hire","hire","VERB"
"lasilver0515LAS","Version 21","gangster",602,"employee","employee","employee","NOUN"
"lasilver0515LAS","Version 21","gangster",602,"entice","entice","entice","NOUN"
"lasilver0515LAS","Version 21","gangster",602,"betray","betray","betray","INTJ"
"lasilver0515LAS","Version 21","ammo",604,"shoot","shoot","shoot","NOUN"
"lasilver0515LAS","Version 21","ammo",604,"stash","stash","stash","NOUN"
"lasilver0515LAS","Version 21","ammo",604,"stow","stow","stow","NOUN"
"lasilver0515LAS","Version 21","ammo",604,"carry","carry","carry","VERB"
"lasilver0515LAS","Version 21","ammo",604,"pass","pass","pass","VERB"
"lasilver0515LAS","Version 21","ammo",604,"install","install","install","ADV"
"lasilver0515LAS","Version 21","ammo",604,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","ammo",604,"trade","trade","trade","NOUN"
"lasilver0515LAS","Version 21","ammo",604,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","ammo",604,"fire","fire","fire","NOUN"
"lasilver0515LAS","Version 21","ammo",604,"expend","expend","expend","NOUN"
"lasilver0515LAS","Version 21","can",620,"open","open","open","ADJ"
"lasilver0515LAS","Version 21","can",620,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","can",620,"grab","grab","grab","VERB"
"lasilver0515LAS","Version 21","can",620,"throw","throw","throw","INTJ"
"lasilver0515LAS","Version 21","can",620,"stack","stack","stack","NOUN"
"lasilver0515LAS","Version 21","can",620,"hand","hand","hand","NOUN"
"lasilver0515LAS","Version 21","can",620,"withdraw","withdraw","withdraw","VERB"
"lasilver0515LAS","Version 21","can",620,"close","close","close","ADJ"
"lasilver0515LAS","Version 21","bugle",623,"pack","pack","pack","NOUN"
"lasilver0515LAS","Version 21","bugle",623,"unpack","unpack","unpack","ADJ"
"lasilver0515LAS","Version 21","bugle",623,"play","play","play","VERB"
"lasilver0515LAS","Version 21","bugle",623,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","bugle",623,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","bugle",623,"purchase","purchase","purchase","INTJ"
"lasilver0515LAS","Version 21","bugle",623,"auction","auction","auction","NOUN"
"lasilver0515LAS","Version 21","bugle",623,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","bugle",623,"polish","polish","polish","NOUN"
"lasilver0515LAS","Version 21","bugle",623,"carry","carry","carry","VERB"
"lasilver0515LAS","Version 21","sunflower",616,"eat","eat","eat","VERB"
"lasilver0515LAS","Version 21","sunflower",616,"admire","admire","admire","NOUN"
"lasilver0515LAS","Version 21","sunflower",616,"plant","plant","plant","NOUN"
"lasilver0515LAS","Version 21","sunflower",616,"pick","pick","pick","VERB"
"lasilver0515LAS","Version 21","sunflower",616,"kill","kill","kill","VERB"
"lasilver0515LAS","Version 21","sunflower",616,"water","water","water","NOUN"
"lasilver0515LAS","Version 21","sunflower",616,"nurture","nurture","nurture","VERB"
"lasilver0515LAS","Version 21","sunflower",616,"foster","foster","foster","NOUN"
"lasilver0515LAS","Version 21","sunflower",616,"harvest","harvest","harvest","ADJ"
"lasilver0515LAS","Version 21","sunflower",616,"cut","cut","cut","VERB"
"lasilver0515LAS","Version 21","sunflower",616,"pluck","pluck","pluck","NOUN"
"lasilver0515LAS","Version 21","schoolhouse",613,"build","build","build","NOUN"
"lasilver0515LAS","Version 21","schoolhouse",613,"inhabit","inhabit","inhabit","NOUN"
"lasilver0515LAS","Version 21","schoolhouse",613,"burn","burn","burn","VERB"
"lasilver0515LAS","Version 21","schoolhouse",613,"torch","torch","torch","NOUN"
"lasilver0515LAS","Version 21","schoolhouse",613,"enter","enter","enter","NOUN"
"lasilver0515LAS","Version 21","schoolhouse",613,"exit","exit","exit","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"restroom","restroom","restroom","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"shower","shower","shower","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"bath","bath","bath","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"handwash","wash","wash","INTJ"
"lasilver0515LAS","Version 21","washroom",626,"urinate","urinate","urinate","ADJ"
"lasilver0515LAS","Version 21","washroom",626,"defecate","defecate","defecate","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"cleanse","cleanse","cleanse","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"rinse up","rinse","rinse","NOUN"
"lasilver0515LAS","Version 21","washroom",626,"bleach","bleach","bleach","NOUN"
"lasilver0515LAS","Version 21","iguana",618,"pet","pet","pet","NOUN"
"lasilver0515LAS","Version 21","iguana",618,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","iguana",618,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","iguana",618,"carry","carry","carry","VERB"
"lasilver0515LAS","Version 21","iguana",618,"water","water","water","NOUN"
"lasilver0515LAS","Version 21","iguana",618,"present","present","present","ADJ"
"lasilver0515LAS","Version 21","iguana",618,"steal","steal","steal","NOUN"
"lasilver0515LAS","Version 21","iguana",618,"smuggle","smuggle","smuggle","NOUN"
"lasilver0515LAS","Version 21","iguana",618,"dress","dress","dress","NOUN"
"lasilver0515LAS","Version 21","iguana",618,"eat","eat","eat","VERB"
"lasilver0515LAS","Version 21","iguana",618,"nurture","nurture","nurture","VERB"
"lasilver0515LAS","Version 21","checkerboard",610,"paint","paint","paint","VERB"
"lasilver0515LAS","Version 21","checkerboard",610,"play","play","play","VERB"
"lasilver0515LAS","Version 21","checkerboard",610,"stash","stash","stash","NOUN"
"lasilver0515LAS","Version 21","checkerboard",610,"unpack","unpack","unpack","ADJ"
"lasilver0515LAS","Version 21","checkerboard",610,"gift","gift","gift","NOUN"
"lasilver0515LAS","Version 21","checkerboard",610,"steal","steal","steal","NOUN"
"lasilver0515LAS","Version 21","checkerboard",610,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","checkerboard",610,"inherit","inherit","inherit","NOUN"
"lasilver0515LAS","Version 21","checkerboard",610,"throw away","throw","throw","INTJ"
"lasilver0515LAS","Version 21","checkerboard",610,"throw away","away","away","ADV"
"lasilver0515LAS","Version 21","checkerboard",610,"showcase","showcase","showcase","NOUN"
"lasilver0515LAS","Version 21","checkerboard",610,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","condominium",621,"inhabit","inhabit","inhabit","NOUN"
"lasilver0515LAS","Version 21","condominium",621,"evacuate","evacuate","evacuate","VERB"
"lasilver0515LAS","Version 21","condominium",621,"leave","leave","leave","VERB"
"lasilver0515LAS","Version 21","condominium",621,"enter","enter","enter","NOUN"
"lasilver0515LAS","Version 21","condominium",621,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","condominium",621,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","condominium",621,"rent","rent","rent","VERB"
"lasilver0515LAS","Version 21","condominium",621,"decorate","decorate","decorate","VERB"
"lasilver0515LAS","Version 21","condominium",621,"trash","trash","trash","INTJ"
"lasilver0515LAS","Version 21","condominium",621,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","condominium",621,"wash","wash","wash","INTJ"
"lasilver0515LAS","Version 21","condominium",621,"enjoy","enjoy","enjoy","VERB"
"lasilver0515LAS","Version 21","condominium",621,"lease","lease","lease","INTJ"
"lasilver0515LAS","Version 21","snowshoe",606,"wear","wear","wear","VERB"
"lasilver0515LAS","Version 21","snowshoe",606,"stash","stash","stash","NOUN"
"lasilver0515LAS","Version 21","snowshoe",606,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","snowshoe",606,"gift","gift","gift","NOUN"
"lasilver0515LAS","Version 21","snowshoe",606,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","snowshoe",606,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","snowshoe",606,"adorn","adorn","adorn","NOUN"
"lasilver0515LAS","Version 21","snowshoe",606,"remove","remove","remove","VERB"
"lasilver0515LAS","Version 21","guesthouse",628,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","guesthouse",628,"tidy","tidy","tidy","INTJ"
"lasilver0515LAS","Version 21","guesthouse",628,"rent","rent","rent","VERB"
"lasilver0515LAS","Version 21","guesthouse",628,"lease","lease","lease","INTJ"
"lasilver0515LAS","Version 21","guesthouse",628,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","guesthouse",628,"paint","paint","paint","VERB"
"lasilver0515LAS","Version 21","guesthouse",628,"destroy","destroy","destroy","VERB"
"lasilver0515LAS","Version 21","guesthouse",628,"demolish","demolish","demolish","INTJ"
"lasilver0515LAS","Version 21","guesthouse",628,"renovate","renovate","renovate","NOUN"
"lasilver0515LAS","Version 21","ring",625,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","ring",625,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","ring",625,"steal","steal","steal","NOUN"
"lasilver0515LAS","Version 21","ring",625,"gift","gift","gift","NOUN"
"lasilver0515LAS","Version 21","ring",625,"offer","offer","offer","NOUN"
"lasilver0515LAS","Version 21","ring",625,"receive","receive","receive","VERB"
"lasilver0515LAS","Version 21","ring",625,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","ring",625,"polish","polish","polish","NOUN"
"lasilver0515LAS","Version 21","ring",625,"cherish","cherish","cherish","NOUN"
"lasilver0515LAS","Version 21","ring",625,"hide","hide","hide","NOUN"
"lasilver0515LAS","Version 21","ring",625,"rob","rob","robenefit","NOUN"
"lasilver0515LAS","Version 21","ring",625,"display","display","display","NOUN"
"lasilver0515LAS","Version 21","ring",625,"pawn","pawn","pawn","NOUN"
"lasilver0515LAS","Version 21","muffler",617,"install","install","install","ADV"
"lasilver0515LAS","Version 21","muffler",617,"remove","remove","remove","VERB"
"lasilver0515LAS","Version 21","muffler",617,"modify","modify","modify","VERB"
"lasilver0515LAS","Version 21","muffler",617,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","muffler",617,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","muffler",617,"steal","steal","steal","NOUN"
"lasilver0515LAS","Version 21","muffler",617,"gift","gift","gift","NOUN"
"lasilver0515LAS","Version 21","muffler",617,"block","block","block","NOUN"
"lasilver0515LAS","Version 21","muffler",617,"unblock","unblock","unblock","NOUN"
"lasilver0515LAS","Version 21","bell",615,"ring","ring","ring","NOUN"
"lasilver0515LAS","Version 21","bell",615,"crack","crack","crack","NOUN"
"lasilver0515LAS","Version 21","bell",615,"clean","clean","clean","ADJ"
"lasilver0515LAS","Version 21","bell",615,"buy","buy","buy","VERB"
"lasilver0515LAS","Version 21","bell",615,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","bell",615,"gift","gift","gift","NOUN"
"lasilver0515LAS","Version 21","bell",615,"display","display","display","NOUN"
"lasilver0515LAS","Version 21","splint",619,"wear","wear","wear","VERB"
"lasilver0515LAS","Version 21","splint",619,"apply","apply","apply","VERB"
"lasilver0515LAS","Version 21","piano",631,"play","play","play","VERB"
"lasilver0515LAS","Version 21","piano",631,"display","display","display","NOUN"
"lasilver0515LAS","Version 21","piano",631,"instruct ","instruct","instruct","ADV"
"lasilver0515LAS","Version 21","steroids",624,"inject","inject","inject","NOUN"
"lasilver0515LAS","Version 21","steroids",624,"sell","sell","sell","VERB"
"lasilver0515LAS","Version 21","steroids",624,"display","display","display","NOUN"
"lasilver0515LAS","Version 21","steroids",624,"offer","offer","offer","NOUN"
"lasilver0515LAS","Version 21","steroids",624,"receive","receive","receive","VERB"
