"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected","corrected"
"w10097411_dc",21,"Version 79","kitchenette","BOI","USM","vacation","vacation"
"w10097411_dc",21,"Version 79","kitchenette","BOI","USM","small kitchen","small kitchen"
"w10097411_dc",22,"Version 79","sandalwood","BOI","USM","building","building"
"w10097411_dc",23,"Version 79","cereal","BOI","USM","breakfast","breakfast"
"w10097411_dc",23,"Version 79","cereal","BOI","USM","eating","eating"
"w10097411_dc",23,"Version 79","cereal","BOI","USM","food","food"
"w10097411_dc",24,"Version 79","tinsel","BOI","USM","decoration","decoration"
"w10097411_dc",24,"Version 79","tinsel","BOI","USM","christmas","an"
"w10097411_dc",25,"Version 79","cheesecloth","BOI","USM","straining","straining"
"w10097411_dc",26,"Version 79","hedgehog","BOI","USM","pet","pet"
"w10097411_dc",26,"Version 79","hedgehog","BOI","USM","animal","animal"
"w10097411_dc",27,"Version 79","barbecue","BOI","USM","cooking","cooking"
"w10097411_dc",27,"Version 79","barbecue","BOI","USM","entertaining","entertaining"
"w10097411_dc",28,"Version 79","doorman","BOI","USM","hotel","hotel"
"w10097411_dc",29,"Version 79","peel","BOI","USM","cleaning","cleaning"
"w10097411_dc",29,"Version 79","peel","BOI","USM","canning","canning"
"w10097411_dc",30,"Version 79","headgear","BOI","USM","protection","protection"
"w10097411_dc",30,"Version 79","headgear","BOI","USM","braces","braces"
"w10097411_dc",31,"Version 79","bag","BOI","USM","holding things","holding things"
"w10097411_dc",31,"Version 79","bag","BOI","USM","cleaning up","cleaning up"
"w10097411_dc",32,"Version 79","laboratory","BOI","USM","experiments","experiments"
"w10097411_dc",33,"Version 79","jewelry","BOI","USM","dressing up","dressing up"
"w10097411_dc",34,"Version 79","deer","BOI","USM","food","food"
"w10097411_dc",34,"Version 79","deer","BOI","USM","hunting","hunting"
"w10097411_dc",34,"Version 79","deer","BOI","USM","observing","observing"
"w10097411_dc",35,"Version 79","peach","BOI","USM","eat","eat"
"w10097411_dc",35,"Version 79","peach","BOI","USM","cut","cut"
"w10097411_dc",36,"Version 79","lump","BOI","USM","bruise","bruise"
"w10097411_dc",36,"Version 79","lump","BOI","USM","bump","bump"
"w10097411_dc",37,"Version 79","Sleeve","BOI","USM","shirt","shirt"
"w10097411_dc",37,"Version 79","Sleeve","BOI","USM","wipe","wipe"
"w10097411_dc",38,"Version 79","knee","BOI","USM","bending","bending"
"w10097411_dc",38,"Version 79","knee","BOI","USM","crouching","crouching"
"w10097411_dc",39,"Version 79","velvet","BOI","USM","pillow cover","pillow cover"
"w10097411_dc",40,"Version 79","spider","BOI","USM","catch bugs","catch bugs"
"w10097949",11,"Version 71","orgy","BOI","USM","making people happy","making people happy"
"w10097949",11,"Version 71","orgy","BOI","USM","ruining a marriage","ruining a marriage"
"w10097949",11,"Version 71","orgy","BOI","USM","causing a rain of godly fury depending on the religion","causing a rain of godly fury depending on the religion"
"w10097949",11,"Version 71","orgy","BOI","USM","bringing people together","bringing people together"
"w10097949",12,"Version 71","gym","BOI","USM","keeping people fit","keeping people fit"
"w10097949",12,"Version 71","gym","BOI","USM","leading to unhealthy beauty standards","leading to unhealthy beauty standards"
"w10097949",12,"Version 71","gym","BOI","USM","making a safe space for people","making a safe space for people"
"w10097949",13,"Version 71","spool","BOI","USM","making a garment","making a garment"
"w10097949",13,"Version 71","spool","BOI","USM","creating a bonding between a grandma and grandchild","creating a bonding between a grandma and grandchild"
"w10097949",14,"Version 71","grapefruit","BOI","USM","making a funny video","making a funny video"
"w10097949",14,"Version 71","grapefruit","BOI","USM","keeping someone from passing out from lack of food","keeping someone from passing out from lack of food"
"w10097949",15,"Version 71","cloak","BOI","USM","covering someone's identity","covering someone's identity"
"w10097949",15,"Version 71","cloak","BOI","USM","keeping someone warm","keeping someone warm"
"w10097949",15,"Version 71","cloak","BOI","USM","allowing for an exceptional cosplay","allowing for an exceptional cosplay"
"w10097949",16,"Version 71","ballot","BOI","USM","creating a divide in the country","creating a divide in the country"
"w10097949",16,"Version 71","ballot","BOI","USM","creating unity within a country","creating unity within a country"
"w10097949",16,"Version 71","ballot","BOI","USM","making jobs on a voting day","making jobs on a voting day"
"w10097949",17,"Version 71","headmistress","BOI","USM","creating a good school for children","creating a good school for children"
"w10097949",18,"Version 71","bagpipe","BOI","USM","annoying people","annoying people"
"w10097949",18,"Version 71","bagpipe","BOI","USM","serenading people","serenading people"
"w10097949",18,"Version 71","bagpipe","BOI","USM","performing at weddings","performing at weddings"
"w10097949",18,"Version 71","bagpipe","BOI","USM","performing at burials","performing at burials"
"w10097949",18,"Version 71","bagpipe","BOI","USM","making a funny movie scene","making a funny movie scene"
"w10097949",19,"Version 71","poop","BOI","USM","creating a really weird video","creating a really weird video"
"w10097949",19,"Version 71","poop","BOI","USM","punishing a child","punishing a child"
"w10097949",20,"Version 71","flannel","BOI","USM","keeping someone warm","keeping someone warm"
"w10097949",20,"Version 71","flannel","BOI","USM","covering a puddle for a woman in a movie to step over","covering a puddle for a woman in a movie to step over"
"w10097949",20,"Version 71","flannel","BOI","USM","staunching bloodflow for a makeshift wound bandage","staunching blood flow for a makeshift wound bandage"
"w10097949",20,"Version 71","flannel","BOI","USM","disguising someone","disguising someone"
"w10097949",21,"Version 71","terrace","BOI","USM","hosting a party","hosting a party"
"w10097949",21,"Version 71","terrace","BOI","USM","hosting a midnight talk","hosting a midnight talk"
"w10097949",22,"Version 71","spine","BOI","USM","keeping people standing","keeping people standing"
"w10097949",22,"Version 71","spine","BOI","USM","using my spine to stand up for myself","using my spine to stand up for myself"
"w10097949",22,"Version 71","spine","BOI","USM","hitting someone in a morbidly terrible way","hitting someone in a morbidly terrible way"
"w10097949",23,"Version 71","cantaloupe","BOI","USM","eating","eating"
"w10097949",23,"Version 71","cantaloupe","BOI","USM","throwing at someone","throwing at someone"
"w10097949",23,"Version 71","cantaloupe","BOI","USM","breaking over someone's head","breaking over someone's head"
"w10097949",23,"Version 71","cantaloupe","BOI","USM","throwing off of a building for a video","throwing off of a building for a video"
"w10097949",24,"Version 71","moss","BOI","USM","creating a little fairy house","creating a little fairy house"
"w10097949",24,"Version 71","moss","BOI","USM","eating when in desperation","eating when in desperation"
"w10097949",25,"Version 71","domino","BOI","USM","knocking down to create a picture at a competition","knocking down to create a picture at a competition"
"w10097949",25,"Version 71","domino","BOI","USM","playing games with friends and/or family","playing games with friends and/or family"
"w10097949",25,"Version 71","domino","BOI","USM","using to create a chain reaction in some facet","using to create a chain reaction in some facet"
"w10097949",26,"Version 71","weatherman","BOI","USM","telling lies","telling lies"
"w10097949",26,"Version 71","weatherman","BOI","USM","telling the truth","telling the truth"
"w10097949",26,"Version 71","weatherman","BOI","USM","causing insane amounts of fear","causing insane amounts of fear"
"w10097949",26,"Version 71","weatherman","BOI","USM","creating crazy stories","creating crazy stories"
"w10097949",26,"Version 71","weatherman","BOI","USM","entertaining","entertaining"
"w10097949",26,"Version 71","weatherman","BOI","USM","informing","informing"
"w10097949",27,"Version 71","hand","BOI","USM","stroking","stroking"
"w10097949",27,"Version 71","hand","BOI","USM","grasping","grasping"
"w10097949",27,"Version 71","hand","BOI","USM","holding","holding"
"w10097949",27,"Version 71","hand","BOI","USM","picking up","picking up"
"w10097949",27,"Version 71","hand","BOI","USM","throwing","throwing"
"w10097949",27,"Version 71","hand","BOI","USM","bending","bending"
"w10097949",27,"Version 71","hand","BOI","USM","breaking things","breaking things"
"w10097949",27,"Version 71","hand","BOI","USM","building things","building things"
"w10097949",27,"Version 71","hand","BOI","USM","wearing jewelry","wearing jewelry"
"w10097949",27,"Version 71","hand","BOI","USM","typing","typing"
"w10097949",27,"Version 71","hand","BOI","USM","squishing","squishing"
"w10097949",27,"Version 71","hand","BOI","USM","pressing buttons","pressing buttons"
"w10097949",27,"Version 71","hand","BOI","USM","wearing gloves","wearing gloves"
"w10097949",28,"Version 71","beggar","BOI","USM","to eat","to eat"
"w10097949",28,"Version 71","beggar","BOI","USM","to fulfill your inflated moral obligations","to fulfill your inflated moral obligations"
"w10097949",29,"Version 71","forest","BOI","USM","to walk through","to walk through"
"w10097949",29,"Version 71","forest","BOI","USM","to get lost in","to get lost in"
"w10097949",29,"Version 71","forest","BOI","USM","to throw someone else in","to throw someone else in"
"w10097949",29,"Version 71","forest","BOI","USM","to adventure","to adventure"
"w10097949",30,"Version 71","mansion","BOI","USM","to get lost in","to get lost in"
"w10097949",30,"Version 71","mansion","BOI","USM","to sleep in","to sleep in"
"w10097949",30,"Version 71","mansion","BOI","USM","to eat in","to eat in"
"w10097949",30,"Version 71","mansion","BOI","USM","to drink in","to drink in"
"w10097949",30,"Version 71","mansion","BOI","USM","to cook in","to cook in"
"w10097949",30,"Version 71","mansion","BOI","USM","to boss around the waitstaff","to boss around the waitstaff"
"w10097949",31,"Version 71","conch","BOI","USM","to hear ""the ocean""","to hear ""the ocean"""
"w10097949",31,"Version 71","conch","BOI","USM","to throw at someone","to throw at someone"
"w10097949",31,"Version 71","conch","BOI","USM","to injure someone","to injure someone"
"w10097949",31,"Version 71","conch","BOI","USM","to give to a hermit crab","to give to a hermit crab"
"w10097949",31,"Version 71","conch","BOI","USM","to collect water","to collect water"
"w10097949",31,"Version 71","conch","BOI","USM","to sell","to sell"
"w10097949",32,"Version 71","anchovy","BOI","USM","to make people leave you alone","to make people leave you alone"
"w10097949",32,"Version 71","anchovy","BOI","USM","to put on pizza","to put on pizza"
"w10097949",32,"Version 71","anchovy","BOI","USM","to eat","to eat"
"w10097949",32,"Version 71","anchovy","BOI","USM","to paint with somehow","to paint with somehow"
"w10097949",32,"Version 71","anchovy","BOI","USM","for reference in movies","for reference in movies"
"w10097949",33,"Version 71","villager","BOI","USM","to attack in minecraft","to attack in an"
"w10097949",33,"Version 71","villager","BOI","USM","to attack in real life","to attack in real life"
"w10097949",33,"Version 71","villager","BOI","USM","in other video games","in other video games"
"w10097949",34,"Version 71","turf","BOI","USM","to eat","to eat"
"w10097949",34,"Version 71","turf","BOI","USM","to golf on","to golf on"
"w10097949",34,"Version 71","turf","BOI","USM","to use in a movie","to use in a movie"
"w10097949",34,"Version 71","turf","BOI","USM","to farm cows","to farm cows"
"w10097949",35,"Version 71","face","BOI","USM","to read","to read"
"w10097949",35,"Version 71","face","BOI","USM","to kiss","to kiss"
"w10097949",35,"Version 71","face","BOI","USM","to hold","to hold"
"w10097949",35,"Version 71","face","BOI","USM","to look at","to look at"
"w10097949",36,"Version 71","chef","BOI","USM","to cook","to cook"
"w10097949",36,"Version 71","chef","BOI","USM","to scare people with curse words","to scare people with curse words"
"w10097949",36,"Version 71","chef","BOI","USM","to make delicious food","to make delicious food"
"w10097949",37,"Version 71","timepiece","BOI","USM","to confuse people","to confuse people"
"w10097949",38,"Version 71","photocopier","BOI","USM","to copy pictures of an immature person's extremities","to copy pictures of an immature person's extremities"
"w10097949",38,"Version 71","photocopier","BOI","USM","copy important documents","copy important documents"
"w10097949",39,"Version 71","buttonhook","BOI","USM","to hook buttons","to hook buttons"
"w10097949",39,"Version 71","buttonhook","BOI","USM","to get your nail stuck","to get your nail stuck"
"w10097949",40,"Version 71","sprayer","BOI","USM","to spray liquids","to spray liquids"
"w10097949",40,"Version 71","sprayer","BOI","USM","to spray dangerous chemicals","to spray dangerous chemicals"
"w10098022BK",11,"Version 44","newsman","BOI","USM","talk","talk"
"w10098022BK",11,"Version 44","newsman","BOI","USM","present","present"
"w10098022BK",13,"Version 44","porch","BOI","USM","sit","sit"
"w10098022BK",13,"Version 44","porch","BOI","USM","stand","stand"
"w10098022BK",13,"Version 44","porch","BOI","USM","walk","walk"
"w10098022BK",13,"Version 44","porch","BOI","USM","lean","lean"
"w10098022BK",14,"Version 44","barricade","BOI","USM","cross","cross"
"w10098022BK",14,"Version 44","barricade","BOI","USM","stand","stand"
"w10098022BK",14,"Version 44","barricade","BOI","USM","lean","lean"
"w10098022BK",14,"Version 44","barricade","BOI","USM","walk","walk"
"w10098022BK",14,"Version 44","barricade","BOI","USM","crawl","crawl"
"w10098022BK",15,"Version 44","residence","BOI","USM","live","live"
"w10098022BK",16,"Version 44","watermelon","BOI","USM","eat","eat"
"w10098022BK",16,"Version 44","watermelon","BOI","USM","slice","slice"
"w10098022BK",16,"Version 44","watermelon","BOI","USM","cut","cut"
"w10098022BK",16,"Version 44","watermelon","BOI","USM","smash","smash"
"w10098022BK",17,"Version 44","oregano","BOI","USM","sprinkle","sprinkle"
"w10098022BK",18,"Version 44","braid","BOI","USM","touch","touch"
"w10098022BK",18,"Version 44","braid","BOI","USM","tie","tie"
"w10098022BK",18,"Version 44","braid","BOI","USM","pull","pull"
"w10098022BK",19,"Version 44","pepper","BOI","USM","eat","eat"
"w10098022BK",19,"Version 44","pepper","BOI","USM","chop","chop"
"w10098022BK",19,"Version 44","pepper","BOI","USM","slice","slice"
"w10098022BK",19,"Version 44","pepper","BOI","USM","chew","chew"
"w10098022BK",20,"Version 44","beer","BOI","USM","slurp","slurp"
"w10098022BK",20,"Version 44","beer","BOI","USM","gulp","gulp"
"w10098022BK",20,"Version 44","beer","BOI","USM","drink","drink"
"w10098022BK",20,"Version 44","beer","BOI","USM","pour","pour"
"w10098022BK",20,"Version 44","beer","BOI","USM","hold","hold"
"w10098022BK",20,"Version 44","beer","BOI","USM","clink","clink"
"w10098022BK",20,"Version 44","beer","BOI","USM","grab","grab"
"w10098022BK",21,"Version 44","cow","BOI","USM","milk","milk"
"w10098022BK",21,"Version 44","cow","BOI","USM","herd","herd"
"w10098022BK",22,"Version 44","footstool","BOI","USM","rest","rest"
"w10098022BK",22,"Version 44","footstool","BOI","USM","sit","sit"
"w10098022BK",22,"Version 44","footstool","BOI","USM","hold ","hold "
"w10098022BK",23,"Version 44","shortbread","BOI","USM","eat","eat"
"w10098022BK",23,"Version 44","shortbread","BOI","USM","dip","dip"
"w10098022BK",23,"Version 44","shortbread","BOI","USM","break","break"
"w10098022BK",24,"Version 44","sauna","BOI","USM","sit","sit"
"w10098022BK",24,"Version 44","sauna","BOI","USM","sweat","sweat"
"w10098022BK",24,"Version 44","sauna","BOI","USM","walk","walk"
"w10098022BK",25,"Version 44","glassware","BOI","USM","break","break"
"w10098022BK",25,"Version 44","glassware","BOI","USM","crack","crack"
"w10098022BK",25,"Version 44","glassware","BOI","USM","hold","hold"
"w10098022BK",25,"Version 44","glassware","BOI","USM","eat","eat"
"w10098022BK",25,"Version 44","glassware","BOI","USM","drink","drink"
"w10098022BK",26,"Version 44","cradle","BOI","USM","move","move"
"w10098022BK",27,"Version 44","pliers","BOI","USM","pull","pull"
"w10098022BK",27,"Version 44","pliers","BOI","USM","break","break"
"w10098022BK",27,"Version 44","pliers","BOI","USM","twist","twist"
"w10098022BK",27,"Version 44","pliers","BOI","USM","push","push"
"w10098022BK",28,"Version 44","yearbook","BOI","USM","read","read"
"w10098022BK",28,"Version 44","yearbook","BOI","USM","sign","sign"
"w10098022BK",28,"Version 44","yearbook","BOI","USM","turn","turn"
"w10098022BK",28,"Version 44","yearbook","BOI","USM","flip","flip"
"w10098022BK",28,"Version 44","yearbook","BOI","USM","pass","pass"
